,q1_freq,q2_freq,q1_hash,q2_hash
18482,5,1,13100,39771
18483,4,1,13101,39772
18484,2,5,13102,2796
18485,28,42,4785,1491
18486,4,1,10660,39773
18487,7,7,734,23504
18488,1,11,13103,6392
18489,18,32,13104,11845
18490,5,1,2274,39774
18491,25,40,13105,8786
18492,1,4,13106,37780
18493,14,9,3902,6402
18494,11,2,13107,29954
18495,5,1,2623,39775
18496,4,1,13108,39776
18497,2,7,13109,29250
18498,7,8,13110,13128
18499,3,11,1548,1104
18500,4,1,13111,39777
18501,1,4,13112,39778
18502,6,18,2838,8225
18503,30,33,469,33042
18504,5,8,13113,15026
18505,4,1,13114,39779
18506,5,6,45,4489
18507,6,2,2651,39780
18508,33,25,6961,2089
18509,1,7,13115,32474
18510,20,25,9072,7879
18511,11,1,13116,39781
18512,27,24,6057,24235
18513,5,1,13117,39782
18514,4,1,13118,39783
18515,41,46,5130,3368
18516,5,5,6368,18988
18517,10,10,13119,13722
18518,1,6,13120,951
18519,7,1,458,39784
18520,7,6,13121,39785
18521,5,5,10402,26057
18522,7,9,13122,7247
18523,17,14,4642,637
18524,1,4,13123,192
18525,11,17,13124,14521
18526,10,5,2299,31109
18527,4,1,1067,39786
18528,2,7,13125,39787
18529,1,6,13126,36674
18530,12,22,7141,7341
18531,32,15,3222,28252
18532,6,19,13127,34207
18533,4,4,8559,34502
18534,32,30,3766,688
18535,26,27,4177,5622
18536,8,8,13128,37526
18537,16,17,5317,18589
18538,5,7,6858,4903
18539,1,105,13129,34969
18540,1,4,13130,29663
18541,5,5,13131,20796
18542,5,4,11209,7738
18543,23,23,4750,22690
18544,16,21,13132,5764
18545,43,48,3098,5480
18546,29,49,634,17724
18547,4,2,13133,39148
18548,16,12,11699,14443
18549,6,4,2771,35430
18550,15,19,3274,9165
18551,1,7,13134,23731
18552,15,13,13135,21478
18553,9,12,8783,3310
18554,4,1,13136,39788
18555,6,4,13137,8026
18556,25,47,2896,3494
18557,6,1,3564,39789
18558,14,33,6653,11852
18559,5,5,4054,7688
18560,7,8,4730,21667
18561,8,6,13138,34033
18562,5,6,1371,31144
18563,20,22,11205,10205
18564,6,5,13139,21240
18565,9,12,4130,21624
18566,30,7,732,12002
18567,5,6,13140,4633
18568,4,5,13141,16071
18569,14,2,3138,39790
18570,10,10,13142,9137
18571,1,18,13143,12775
18572,5,1,13144,39791
18573,5,20,13145,34795
18574,4,2,2959,39792
18575,1,4,13146,25743
18576,9,9,3276,3264
18577,40,1,12978,39793
18578,5,1,13147,39794
18579,18,13,9818,12919
18580,1,5,13148,31941
18581,4,8,6547,39795
18582,9,11,12315,19102
18583,5,1,2557,39796
18584,1,4,13149,2466
18585,5,1,6583,39797
18586,17,17,3586,3625
18587,18,18,2648,2799
18588,4,3,1279,31067
18589,10,12,3976,9712
18590,5,6,5812,39798
18591,12,18,2879,20963
18592,13,13,1444,37725
18593,20,22,1335,10205
18594,17,27,12602,4288
18595,4,1,13150,39799
18596,5,1,13151,39800
18597,4,2,13152,17934
18598,49,43,5939,3810
18599,18,17,6144,20970
18600,4,4,13153,30578
18601,12,11,461,30129
18602,4,4,7190,39801
18603,16,11,2850,11045
18604,33,23,13154,24236
18605,23,23,13155,11627
18606,5,1,13156,39802
18607,6,5,13157,32411
18608,1,4,13158,38289
18609,1,11,13159,19853
18610,3,9,13160,36480
18611,6,6,13161,39803
18612,5,6,11013,33715
18613,1,4,13162,25733
18614,7,7,13163,10240
18615,6,9,10912,35734
18616,8,1,6254,39804
18617,4,1,9333,39805
18618,24,13,2952,11334
18619,16,18,9482,38596
18620,1,5,13164,33415
18621,4,6,13153,31781
18622,9,2,13165,39806
18623,17,17,13166,3425
18624,5,6,13167,35801
18625,1,4,13168,23084
18626,9,1,13169,39807
18627,1,5,13170,30008
18628,4,4,13171,27640
18629,1,6,13172,18286
18630,23,23,2913,1432
18631,35,33,1008,9287
18632,14,10,7009,34322
18633,7,24,13173,1271
18634,14,11,8842,22498
18635,7,3,1096,38861
18636,8,10,13174,1983
18637,25,39,860,3700
18638,22,28,2246,24811
18639,16,17,13175,12766
18640,14,12,5401,23219
18641,1,13,13176,4901
18642,13,13,6861,28970
18643,5,1,13177,39808
18644,7,6,1944,23683
18645,4,1,13178,39809
18646,13,11,13179,10949
18647,23,4,807,8442
18648,5,1,13156,39810
18649,10,6,13180,28108
18650,28,41,4785,16328
18651,17,1,1977,39811
18652,4,3,13181,39812
18653,28,50,2413,5644
18654,1,22,13182,1772
18655,9,8,13183,11351
18656,21,23,13184,713
18657,5,1,13185,39813
18658,1,5,13186,39814
18659,2,15,13187,15825
18660,3,4,13188,39815
18661,1,4,13189,21210
18662,42,33,3489,6102
18663,8,1,12752,39816
18664,2,11,13190,34259
18665,1,15,13191,34245
18666,1,5,13192,6051
18667,39,31,5805,3179
18668,5,1,5586,39817
18669,11,7,4213,4881
18670,3,6,13193,16244
18671,15,13,10742,2637
18672,1,11,13194,39818
18673,7,4,5684,24345
18674,4,1,13195,39819
18675,15,16,3274,36484
18676,31,33,1079,24033
18677,9,10,13196,3608
18678,18,13,2147,1126
18679,24,23,13197,11290
18680,4,1,13198,39820
18681,8,39,8412,3700
18682,9,24,2171,6514
18683,1,8,13199,4089
18684,15,25,9496,20449
18685,5,1,13200,39821
18686,4,1,13201,39822
18687,8,1,7387,39823
18688,1,16,13202,6880
18689,19,15,9323,10335
18690,1,6,13203,39824
18691,5,5,13204,36825
18692,5,1,13205,39825
18693,41,47,5130,3494
18694,4,6,11778,28221
18695,1,10,13206,16606
18696,5,5,13207,20000
18697,10,4,13208,39720
18698,39,30,5805,5994
18699,1,10,13209,10223
18700,2,12,13210,34196
18701,2,5,13211,18224
18702,1,5,13212,7177
18703,1,4,13213,5144
18704,9,10,219,10967
18705,6,7,11709,26667
18706,18,19,1174,32985
18707,6,5,13214,24571
18708,5,8,13215,20296
18709,41,37,4906,17979
18710,1,5,13216,23377
18711,1,6,13217,36461
18712,4,2,11396,39826
18713,18,19,5465,34785
18714,38,18,491,24814
18715,19,19,2846,3724
18716,11,9,11943,28615
18717,41,42,5130,7203
18718,10,12,2839,2544
18719,5,4,6780,1529
18720,4,1,13218,39827
18721,25,31,2946,7774
18722,14,9,12421,38771
18723,22,15,1865,37289
18724,6,4,6900,38252
18725,6,7,13219,11090
18726,22,35,1867,9083
18727,6,7,13220,2727
18728,6,2,668,39828
18729,16,14,13221,6504
18730,8,8,13222,39829
18731,8,5,8327,9900
18732,1,9,13223,39830
18733,16,15,680,2439
18734,1,7,13224,53
18735,32,33,5122,9287
18736,12,17,9193,18524
18737,1,15,13225,7606
18738,1,4,13226,32818
18739,1,19,13227,201
18740,5,1,13228,39831
18741,4,75,13229,5455
18742,5,2,13230,37276
18743,22,24,897,35367
18744,4,4,13231,39832
18745,7,7,13232,3823
18746,15,2,2341,39833
18747,1,4,13233,36079
18748,23,1,5697,39834
18749,6,8,4961,18459
18750,6,5,834,11209
18751,12,17,10897,8992
18752,5,5,13234,39835
18753,6,1,3519,39836
18754,1,39,13235,28950
18755,11,1,6067,39837
18756,17,19,6430,8210
18757,18,36,9704,22734
18758,13,19,2005,10542
18759,12,11,2717,35606
18760,1,4,13236,23680
18761,4,1,13237,39838
18762,1,5,13238,39839
18763,1,6,13239,15485
18764,2,35,13240,35134
18765,1,13,13241,38385
18766,1,5,13242,39840
18767,9,9,11848,9068
18768,8,1,13243,39841
18769,15,5,462,39842
18770,9,10,13244,20046
18771,2,4,13245,14429
18772,6,4,9842,39843
18773,6,1,6224,39844
18774,1,4,13246,13852
18775,5,1,5952,39845
18776,7,6,13247,36256
18777,5,1,12551,39846
18778,21,25,7044,16981
18779,10,6,13248,414
18780,7,24,5533,6044
18781,1,4,13249,31134
18782,1,5,13250,7685
18783,11,10,7295,9659
18784,26,27,525,8098
18785,2,8,13251,37451
18786,5,7,13252,5905
18787,5,10,7519,208
18788,1,7,13253,34775
18789,1,4,13254,36149
18790,49,41,124,9943
18791,13,15,2993,457
18792,1,5,13255,38016
18793,6,3,13256,36235
18794,5,5,2132,32849
18795,4,1,10693,39847
18796,6,1,13257,39848
18797,9,10,13258,25609
18798,51,20,4588,9293
18799,18,31,3921,38457
18800,1,4,13259,36829
18801,27,11,556,25120
18802,4,1,13260,39849
18803,6,1,13261,39850
18804,33,31,3477,31969
18805,3,14,13262,34570
18806,1,8,13263,35176
18807,14,11,13264,36994
18808,2,5,13265,35502
18809,7,1,13266,39851
18810,49,25,305,2787
18811,5,2,13267,39852
18812,4,3,8360,17107
18813,4,31,13268,31989
18814,7,1,1096,39853
18815,4,6,2777,29449
18816,9,7,2248,5323
18817,27,28,6057,2120
18818,6,7,4704,2628
18819,11,15,13269,5759
18820,52,9,270,3339
18821,8,10,13270,17302
18822,1,11,13271,7196
18823,16,31,9303,2778
18824,4,3,13272,39854
18825,40,18,1122,10262
18826,10,5,13273,1146
18827,6,7,3015,3506
18828,4,1,13274,39855
18829,23,32,3679,429
18830,6,1,4911,39856
18831,11,10,13275,31823
18832,5,2,13276,39857
18833,5,4,13277,39663
18834,19,20,13278,2765
18835,14,27,13279,16073
18836,16,2,7062,32998
18837,12,12,13280,5025
18838,25,15,3123,27424
18839,16,9,7579,6059
18840,1,6,13281,39858
18841,4,26,13282,3887
18842,7,6,2063,1732
18843,8,8,6027,18342
18844,6,2,13283,39859
18845,1,5,13284,6243
18846,5,5,13285,4262
18847,2,4,13286,23934
18848,1,10,13287,6413
18849,6,1,10726,39860
18850,12,6,689,4158
18851,2,7,13288,25602
18852,4,4,13289,23302
18853,2,31,13290,17739
18854,4,1,13291,39861
18855,16,2,6821,39862
18856,17,17,13166,18583
18857,5,6,13292,16783
18858,11,16,9656,7601
18859,2,7,13293,39002
18860,6,6,9584,31834
18861,5,2,13294,39863
18862,12,15,6131,6895
18863,15,24,727,12873
18864,7,5,13295,39864
18865,42,26,1656,14628
18866,34,30,9787,261
18867,5,9,13296,35313
18868,1,4,13297,21756
18869,35,42,3125,7203
18870,1,7,13298,2487
18871,5,1,8886,39865
18872,1,5,13299,1765
18873,1,4,13300,25348
18874,5,7,13301,2790
18875,1,11,13302,13116
18876,1,5,13303,12953
18877,26,22,4810,20243
18878,4,1,13304,39866
18879,15,14,13305,28669
18880,8,8,6027,4152
18881,1,18,13306,17539
18882,5,1,9552,39867
18883,9,7,2199,37445
18884,5,6,9900,35613
18885,5,5,13307,23431
18886,6,1,3417,39868
18887,1,5,13308,18988
18888,2,6,13309,10828
18889,2,4,13310,11339
18890,6,1,13311,39869
18891,10,27,8273,22269
18892,18,27,5519,24728
18893,41,44,4906,4398
18894,17,17,13312,18589
18895,7,2,6688,23400
18896,1,7,13313,35216
18897,2,7,2069,18108
18898,19,13,5216,11507
18899,8,1,1397,39870
18900,11,4,13314,39871
18901,13,4,535,8944
18902,6,1,6693,39872
18903,6,1,3932,39873
18904,1,4,13315,37990
18905,2,17,13316,32948
18906,1,5,13317,7237
18907,5,5,13318,25534
18908,9,1,12614,39874
18909,4,1,13319,39875
18910,8,7,12674,26558
18911,18,12,1084,9644
18912,6,1,13320,39876
18913,1,5,13321,31619
18914,31,40,5954,246
18915,30,13,84,874
18916,6,5,7482,8297
18917,4,2,13322,20978
18918,15,20,7838,34239
18919,6,6,10678,38176
18920,27,27,165,4288
18921,9,8,13323,13690
18922,1,4,13324,31442
18923,4,4,2088,2533
18924,12,14,451,23245
18925,4,18,13325,17214
18926,1,14,13326,22496
18927,7,12,13327,34443
18928,28,18,2937,3900
18929,22,20,8050,8474
18930,6,1,13328,39877
18931,10,14,6972,24976
18932,5,12,13329,3046
18933,4,4,13330,13543
18934,31,28,8832,2120
18935,5,4,13331,26682
18936,1,4,13332,39878
18937,1,6,13333,2715
18938,16,15,1262,536
18939,2,4,4630,39879
18940,10,1,5328,39880
18941,16,12,4978,7677
18942,10,1,952,39881
18943,5,1,13334,39882
18944,8,11,13335,29266
18945,6,5,8484,2662
18946,13,6,1326,35683
18947,2,6,13336,3422
18948,6,3,5294,32374
18949,13,7,3182,30352
18950,1,5,13337,22525
18951,5,1,13338,39883
18952,1,6,13339,39884
18953,1,8,13340,22467
18954,14,7,8260,32351
18955,16,13,10457,3540
18956,1,4,13341,13828
18957,4,5,13342,14041
18958,17,14,8992,4791
18959,2,24,13343,268
18960,13,11,13344,11000
18961,6,1,13345,39885
18962,4,2,6321,39886
18963,1,10,13346,39887
18964,34,13,973,15993
18965,6,16,12223,3756
18966,21,21,4208,21440
18967,12,15,13347,5759
18968,10,1,10904,39888
18969,4,5,13348,39889
18970,4,5,13349,34603
18971,50,41,13350,10329
18972,2,10,13351,2538
18973,1,4,13352,21301
18974,4,1,13353,39890
18975,6,1,1414,39891
18976,19,7,11465,13173
18977,1,8,13354,28375
18978,2,4,13355,4061
18979,2,7,13356,22001
18980,2,7,13357,18326
18981,1,4,13358,38427
18982,8,1,1918,39892
18983,16,17,731,5201
18984,9,9,8325,17879
18985,4,1,13359,39893
18986,17,19,2931,8632
18987,1,4,13360,27251
18988,22,23,897,11924
18989,6,7,13361,9129
18990,4,1,5266,39894
18991,2,18,11639,8507
18992,4,1,4952,39895
18993,10,6,6496,39896
18994,1,5,13362,28972
18995,19,17,4373,32440
18996,21,20,13363,8474
18997,14,15,4055,12489
18998,4,1,13364,39897
18999,1,6,13365,39898
19000,1,4,13366,14542
19001,1,4,13367,32705
19002,6,1,13368,39899
19003,4,5,13369,35967
19004,3,6,13370,12254
19005,4,1,13371,39900
19006,10,3,9722,39901
19007,18,16,3361,8303
19008,1,5,13372,1585
19009,7,6,10651,26924
19010,11,11,7212,134
19011,13,15,9971,7321
19012,5,1,13373,39902
19013,13,14,7574,221
19014,18,18,1130,9818
19015,1,18,13374,11371
19016,1,11,13375,13960
19017,21,21,4553,1610
19018,6,6,2320,9049
19019,34,19,973,5120
19020,6,6,13376,34419
19021,6,12,13377,25276
19022,7,1,11742,39903
19023,10,10,1208,13727
19024,1,11,13378,1104
19025,28,24,2120,260
19026,16,16,11839,13504
19027,7,6,13379,23403
19028,1,5,13380,24733
19029,6,6,13381,39904
19030,5,1,10647,39905
19031,6,5,13382,39282
19032,5,1,13383,39906
19033,4,4,13384,37844
19034,5,1,13385,39907
19035,9,2,11900,39908
19036,31,37,708,3542
19037,1,7,13386,20964
19038,7,5,3053,28215
19039,5,9,13387,36493
19040,12,12,9785,5562
19041,6,10,2852,13064
19042,2,5,13388,21645
19043,8,7,11471,36535
19044,6,6,1390,38519
19045,4,5,13389,38549
19046,31,23,3995,5372
19047,6,1,12144,39909
19048,1,6,13390,35811
19049,19,17,12831,10663
19050,4,1,13391,39910
19051,10,6,2538,3244
19052,31,23,2778,3063
19053,25,33,4681,1300
19054,2,6,13392,4005
19055,2,5,13393,21423
19056,10,15,1983,9078
19057,6,5,13394,35219
19058,9,9,3965,4132
19059,4,1,13395,39911
19060,3,4,13396,37862
19061,24,19,216,16202
19062,12,9,4057,29009
19063,15,17,13397,15821
19064,4,1,13398,39912
19065,32,32,8565,16944
19066,10,10,9272,1481
19067,1,11,13399,7248
19068,6,6,13400,26685
19069,17,16,4071,5864
19070,2,16,13401,7062
19071,6,6,9676,28260
19072,4,5,13402,39913
19073,1,4,13403,36096
19074,11,12,5357,12476
19075,8,16,5620,18188
19076,8,1,13404,39914
19077,10,5,13405,26399
19078,4,10,13406,12612
19079,1,8,13407,7432
19080,13,12,5621,12483
19081,1,75,13408,5455
19082,6,4,2857,39915
19083,9,7,13409,33586
19084,4,4,13410,36739
19085,1,4,13411,24196
19086,6,7,13412,8185
19087,3,19,7902,169
19088,1,4,13413,17526
19089,25,21,4681,1904
19090,27,23,3694,22690
19091,32,35,2087,3452
19092,4,4,4264,39916
19093,1,4,13414,27338
19094,11,10,113,10055
19095,1,12,13415,24910
19096,10,1,9784,39917
19097,16,15,13416,385
19098,17,21,13417,6054
19099,8,6,13418,29334
19100,21,23,7280,1991
19101,4,1,13419,39918
19102,19,21,178,11785
19103,41,41,2978,16328
19104,7,7,13420,18724
19105,1,6,13421,25803
19106,4,1,13422,39919
19107,20,20,12066,18399
19108,7,10,13423,6388
19109,5,4,13424,38003
19110,19,19,2073,3721
19111,17,8,11928,33171
19112,6,6,9143,39920
19113,2,14,13425,22471
19114,14,12,12421,7819
19115,19,15,9165,23378
19116,18,23,7291,5654
19117,1,4,13426,39921
19118,1,7,13427,35130
19119,6,7,11687,23399
19120,2,18,13428,36757
19121,8,9,13429,36723
19122,6,19,3973,11041
19123,1,6,13430,27795
19124,8,7,13431,20558
19125,6,8,13432,39922
19126,1,5,13433,38304
19127,19,26,13434,5177
19128,23,48,345,7969
19129,2,8,13435,27792
19130,1,29,13436,671
19131,4,4,13437,17441
19132,1,19,13438,3168
19133,6,2,13439,39923
19134,7,3,5949,27604
19135,1,23,13440,3410
19136,4,2,1681,12948
19137,24,24,3109,12150
19138,17,15,8007,4522
19139,4,4,13441,17200
19140,2,6,13442,6586
19141,8,2,13443,38314
19142,6,10,13444,8544
19143,12,1,4088,39924
19144,17,13,4207,37532
19145,1,5,13445,8022
19146,32,31,2198,1075
19147,11,11,1255,12340
19148,9,10,13446,6287
19149,3,5,13447,39925
19150,1,8,13448,38463
19151,5,8,13449,36903
19152,5,1,13450,39926
19153,5,5,144,19325
19154,1,16,13451,13935
19155,15,15,2782,5943
19156,20,15,9072,8590
19157,6,6,13452,14519
19158,6,1,2762,39927
19159,9,10,1184,5384
19160,1,8,13453,39928
19161,33,23,6102,12333
19162,1,5,13454,26762
19163,5,5,13455,39929
19164,13,8,12346,31756
19165,7,5,7395,39930
19166,1,4,13456,22059
19167,10,13,13457,2587
19168,27,50,10362,13350
19169,10,4,13458,39077
19170,1,4,13459,25827
19171,3,4,13460,35774
19172,1,11,13461,9925
19173,1,48,13462,20821
19174,11,39,547,2617
19175,1,7,13463,6846
19176,14,33,4176,16392
19177,2,6,13464,13010
19178,9,13,3849,27153
19179,10,12,12456,20043
19180,9,11,13465,2797
19181,2,4,13466,37689
19182,7,2,13467,39931
19183,7,5,5273,39932
19184,8,8,13468,5558
19185,4,4,11195,38081
19186,1,8,13469,96
19187,9,6,6006,18210
19188,11,16,13470,9309
19189,16,9,3498,11668
19190,10,1,5384,39933
19191,4,1,13471,39934
19192,14,14,8011,3804
19193,7,6,10073,3152
19194,16,15,6112,7625
19195,1,4,13472,35605
19196,8,4,10612,29504
19197,8,8,11309,34669
19198,1,8,13473,26011
19199,4,15,13474,5539
19200,7,1,10994,39935
19201,27,27,4618,7013
19202,31,33,1375,2490
19203,1,4,13475,30257
19204,16,13,5665,37040
19205,4,4,13476,36101
19206,4,2,13477,39936
19207,8,1,5346,39937
19208,12,1,3242,39938
19209,9,10,13478,10967
19210,8,2,13479,39939
19211,6,4,13480,39940
19212,4,4,13481,7202
19213,4,2,2491,39941
19214,5,4,13482,39942
19215,10,12,13483,14727
19216,18,15,2405,1346
19217,13,13,1716,31758
19218,4,1,13484,39943
19219,10,13,13483,4893
19220,1,7,13485,8188
19221,16,6,5240,34936
19222,7,1,3243,39944
19223,8,8,13486,27137
19224,1,4,13487,7294
19225,5,1,13488,39945
19226,15,1,6389,39946
19227,1,5,13489,8863
19228,1,23,13490,12380
19229,2,6,3530,16301
19230,26,1,3887,39947
19231,1,10,13491,22234
19232,20,30,13492,31925
19233,32,31,12620,6477
19234,5,2,13493,39948
19235,17,4,5153,22569
19236,4,1,13494,39949
19237,1,12,13495,27700
19238,6,6,13496,23633
19239,8,4,3488,15488
19240,14,14,13497,36027
19241,4,4,13498,29107
19242,1,11,13499,14385
19243,4,1,13500,39950
19244,1,11,13501,21697
19245,12,1,13502,39951
19246,1,5,13503,18518
19247,23,46,890,30194
19248,16,13,13504,1126
19249,5,6,13505,35345
19250,5,8,13506,2569
19251,1,10,13507,1080
19252,7,9,13508,36806
19253,1,8,13509,36887
19254,22,11,292,27155
19255,5,5,13510,33393
19256,6,1,10509,39952
19257,4,1,13511,39953
19258,1,6,13512,36316
19259,6,1,13513,39954
19260,21,1,4042,39955
19261,1,4,13514,39956
19262,4,5,13515,39925
19263,5,7,9442,10202
19264,5,1,13516,39957
19265,14,17,5869,12214
19266,14,14,9376,13279
19267,6,7,8437,25991
19268,16,5,7656,1694
19269,4,1,10363,39958
19270,12,5,5968,22050
19271,5,4,13517,39959
19272,1,4,13518,5341
19273,12,17,13519,21812
19274,5,4,8805,39960
19275,7,1,13520,39961
19276,1,7,13521,7486
19277,4,1,13522,39962
19278,23,16,5589,16342
19279,41,47,9943,7361
19280,6,16,13523,37333
19281,4,1,4140,39963
19282,21,25,3016,19710
19283,9,4,13524,37665
19284,1,11,13525,12958
19285,6,6,4464,36933
19286,8,4,8164,19218
19287,24,25,2801,14250
19288,5,1,13526,39964
19289,5,3,13527,39965
19290,4,1,10822,39966
19291,6,7,313,22679
19292,44,24,101,17532
19293,13,1,13528,39967
19294,27,12,12140,21183
19295,4,5,13529,39968
19296,1,4,13530,39969
19297,2,5,13531,39970
19298,17,21,13532,27530
19299,4,1,8658,39971
19300,2,4,13533,14191
19301,4,7,13534,32845
19302,1,6,13535,23881
19303,8,1,8037,39972
19304,6,5,13536,34501
19305,6,6,7342,37080
19306,6,6,13537,35202
19307,5,5,13538,39973
19308,13,14,1693,12283
19309,33,49,987,124
19310,1,4,13539,39974
19311,15,1,13540,39975
19312,1,6,13541,26923
19313,20,20,2446,16570
19314,6,105,8922,34969
19315,4,5,4466,39976
19316,24,23,10836,8967
19317,7,13,9837,24238
19318,7,7,13542,39977
19319,4,3,13543,31072
19320,4,3,13544,34842
19321,1,6,13545,29635
19322,1,5,13546,36973
19323,14,14,13547,30196
19324,1,6,13548,22006
19325,4,5,13549,19770
19326,6,4,13550,39978
19327,21,24,7153,1953
19328,9,10,13551,11609
19329,28,30,7274,3841
19330,4,1,13552,39979
19331,14,15,11541,4147
19332,1,10,13553,19520
19333,20,21,5772,9980
19334,15,14,4924,10882
19335,7,1,13554,39980
19336,1,7,13555,7913
19337,15,15,536,4522
19338,27,24,556,11386
19339,4,1,817,39981
19340,4,6,13556,39982
19341,2,5,13557,20796
19342,5,2,13558,39708
19343,32,14,13559,35823
19344,7,1,13560,39983
19345,1,10,13561,5051
19346,1,12,13562,36132
19347,37,28,3423,1147
19348,12,5,4546,7170
19349,7,1,10474,39984
19350,4,5,6315,21553
19351,4,2,13563,35364
19352,39,26,2350,3966
19353,1,9,13564,19181
19354,5,1,9248,39985
19355,12,1,10081,39986
19356,8,5,7432,35334
19357,4,5,13565,26529
19358,1,8,13566,38463
19359,3,6,13567,11413
19360,5,6,13568,9454
19361,1,12,13569,2800
19362,3,6,13570,16141
19363,6,1,834,39987
19364,5,6,7910,5398
19365,3,6,13571,14239
19366,6,1,5547,39988
19367,1,4,13572,36201
19368,5,5,6511,8796
19369,5,5,7081,18319
19370,4,1,13573,39989
19371,3,4,13574,26842
19372,5,18,13575,1253
19373,32,32,8565,1947
19374,20,23,9072,13155
19375,2,7,13576,39990
19376,12,13,9785,3681
19377,17,18,224,761
19378,14,14,2128,8579
19379,1,5,13577,27071
19380,4,5,4206,3044
19381,1,5,13578,4635
19382,5,8,13579,34647
19383,31,55,1463,18313
19384,2,6,13580,38519
19385,7,1,13581,39991
19386,19,21,8656,4043
19387,2,8,13582,16903
19388,5,8,13583,10855
19389,5,5,13584,39992
19390,3,6,13585,29183
19391,31,33,10267,13154
19392,6,5,13586,4361
19393,26,12,2208,16021
19394,4,1,13587,39993
19395,23,20,6826,9196
19396,7,1,8171,39994
19397,10,3,13588,39995
19398,1,4,13589,25429
19399,1,5,13590,1838
19400,27,12,3265,35408
19401,13,6,4353,9327
19402,1,21,13591,15089
19403,1,10,13592,22835
19404,1,4,13593,3017
19405,5,7,13594,39996
19406,4,1,2192,39997
19407,5,2,13595,18489
19408,2,12,13596,4762
19409,14,12,5202,25846
19410,15,9,3143,16251
19411,10,5,13597,38447
19412,6,1,13345,39998
19413,23,25,9641,4681
19414,1,11,13598,24292
19415,1,6,13599,19377
19416,4,4,13600,29751
19417,8,1,2925,39999
19418,4,2,13601,40000
19419,13,8,1420,8043
19420,6,2,13602,40001
19421,12,18,250,8033
19422,10,1,13603,40002
19423,14,14,8579,20879
19424,24,18,3113,1439
19425,6,5,13604,13329
19426,3,9,13605,27414
19427,12,9,13606,20968
19428,4,4,3741,27116
19429,11,2,12305,40003
19430,5,1,13607,40004
19431,8,8,10413,16247
19432,5,2,10142,2470
19433,6,1,13608,40005
19434,4,24,7001,7889
19435,6,5,13609,35123
19436,2,75,13610,5455
19437,8,10,13611,17338
19438,6,7,13612,12681
19439,1,5,13613,16784
19440,13,8,76,26063
19441,12,4,6938,22897
19442,24,29,11617,27842
19443,5,1,13614,40006
19444,5,1,13615,40007
19445,5,5,13616,24809
19446,24,7,5723,24817
19447,16,4,13617,22569
19448,7,6,13618,34605
19449,1,26,13619,6471
19450,6,1,7615,40008
19451,5,1,1241,40009
19452,5,1,13620,40010
19453,1,33,13621,26977
19454,20,17,6907,2931
19455,4,1,8069,40011
19456,7,8,3004,16603
19457,4,5,8707,40012
19458,24,15,57,8590
19459,5,5,13622,6411
19460,6,5,13586,7491
19461,24,24,260,5685
19462,5,1,7923,40013
19463,4,1,13623,40014
19464,1,14,13624,1157
19465,1,5,13625,38644
19466,10,15,7740,39278
19467,4,4,13626,35476
19468,12,2,8362,40015
19469,1,5,13627,1324
19470,17,18,4702,34409
19471,4,5,6902,40016
19472,5,5,4161,21683
19473,11,17,13269,5680
19474,6,1,13628,40017
19475,34,30,3184,19335
19476,24,11,12150,13124
19477,20,1,6070,40018
19478,7,2,13629,3137
19479,1,4,13630,40019
19480,8,7,13631,37136
19481,5,1,13632,40020
19482,27,146,7891,236
19483,1,5,13633,35001
19484,24,23,754,8967
19485,8,10,13634,36004
19486,13,9,6327,25694
19487,13,16,5065,10109
19488,1,6,13635,24612
19489,16,12,5317,13347
19490,1,4,13636,40021
19491,6,1,424,40022
19492,28,49,3427,15325
19493,4,2,1011,20855
19494,19,22,2605,937
19495,10,10,2324,20214
19496,5,4,13637,35665
19497,5,4,13638,40023
19498,8,10,13639,36666
19499,1,5,13640,15963
19500,10,5,13641,36770
19501,1,6,13642,18775
19502,1,5,13643,29459
19503,6,4,10360,31254
19504,10,1,1575,40024
19505,4,1,9422,40025
19506,8,8,13644,35670
19507,10,1,6388,40026
19508,11,11,13645,38872
19509,1,17,13646,24877
19510,33,21,4995,1904
19511,18,20,2152,2455
19512,5,1,9833,40027
19513,26,27,1188,4165
19514,1,6,13647,7371
19515,5,5,2020,14319
19516,12,42,2353,1723
19517,28,1,1273,40028
19518,6,1,13648,40029
19519,1,6,13649,2214
19520,1,4,13650,40030
19521,5,5,13651,22417
19522,1,5,13652,35339
19523,5,1,12779,40031
19524,20,2,13653,18066
19525,1,9,13654,12845
19526,4,1,13655,40032
19527,4,9,13656,8768
19528,1,13,13657,34143
19529,2,4,13658,23306
19530,8,6,12603,30902
19531,22,21,593,2926
19532,1,16,13659,35236
19533,1,8,13660,9040
19534,6,1,8034,40033
19535,20,25,348,9274
19536,1,4,13661,40034
19537,1,6,13662,12144
19538,7,7,6252,36390
19539,6,10,13663,17845
19540,13,13,7556,16845
19541,18,4,13664,40035
19542,5,1,12589,40036
19543,4,1,6738,40037
19544,6,12,13604,3046
19545,8,9,13665,7827
19546,1,13,13666,34157
19547,13,6,13667,32151
19548,8,6,13668,9676
19549,9,5,13669,40038
19550,4,4,13670,6497
19551,5,1,2274,40039
19552,14,36,11372,22734
19553,8,7,10114,37385
19554,23,41,13671,26574
19555,17,17,821,28986
19556,12,11,13672,4285
19557,4,1,13673,40040
19558,7,7,13674,36029
19559,1,7,13675,24153
19560,4,8,13676,28265
19561,16,15,2731,2439
19562,10,15,13677,391
