,2gram_nostpwrd_cooccurence,2gram_nostpwrd_distinct,2gram_cooccurence,2gram_distinct
10873,1.0,2.0,1.0,19.0
10874,2.0,7.0,5.0,31.0
10875,1.0,24.0,1.0,47.0
10876,2.0,6.0,5.0,41.0
10877,0.0,8.0,4.0,48.0
10878,1.0,55.0,2.0,172.0
10879,0.0,103.0,1.0,211.0
10880,0.0,18.0,1.0,57.0
10881,4.0,37.0,5.0,141.0
10882,2.0,8.0,1.0,21.0
10883,3.0,24.0,5.0,76.0
10884,6.0,37.0,8.0,96.0
10885,1.0,30.0,1.0,65.0
10886,0.0,18.0,1.0,62.0
10887,4.0,21.0,3.0,48.0
10888,1.0,26.0,2.0,68.0
10889,1.0,8.0,2.0,25.0
10890,6.0,30.0,12.0,124.0
10891,0.0,5.0,0.0,24.0
10892,2.0,4.0,5.0,25.0
10893,0.0,14.0,0.0,88.0
10894,2.0,21.0,2.0,52.0
10895,1.0,10.0,2.0,25.0
10896,1.0,12.0,1.0,42.0
10897,1.0,103.0,3.0,241.0
10898,1.0,12.0,3.0,56.0
10899,0.0,11.0,1.0,41.0
10900,2.0,53.0,3.0,154.0
10901,0.0,7.0,0.0,23.0
10902,1.0,10.0,1.0,31.0
10903,0.0,14.0,0.0,34.0
10904,5.0,10.0,4.0,69.0
10905,1.0,16.0,1.0,58.0
10906,0.0,49.0,0.0,116.0
10907,1.0,1.0,4.0,35.0
10908,1.0,24.0,0.0,59.0
10909,4.0,23.0,3.0,62.0
10910,1.0,80.0,0.0,217.0
10911,4.0,26.0,4.0,52.0
10912,1.0,11.0,1.0,36.0
10913,1.0,2.0,2.0,21.0
10914,3.0,34.0,7.0,145.0
10915,2.0,1.0,3.0,35.0
10916,0.0,19.0,1.0,50.0
10917,5.0,4.0,5.0,20.0
10918,3.0,19.0,6.0,78.0
10919,3.0,2.0,3.0,14.0
10920,3.0,27.0,7.0,112.0
10921,2.0,42.0,1.0,131.0
10922,6.0,32.0,6.0,32.0
10923,1.0,27.0,1.0,54.0
10924,0.0,10.0,2.0,37.0
10925,3.0,10.0,7.0,50.0
10926,3.0,9.0,4.0,28.0
10927,0.0,4.0,1.0,15.0
10928,0.0,19.0,0.0,55.0
10929,1.0,25.0,2.0,55.0
10930,2.0,7.0,4.0,33.0
10931,2.0,14.0,3.0,42.0
10932,3.0,20.0,4.0,50.0
10933,0.0,2.0,0.0,9.0
10934,1.0,45.0,2.0,130.0
10935,1.0,15.0,0.0,74.0
10936,0.0,16.0,0.0,49.0
10937,2.0,8.0,6.0,75.0
10938,1.0,20.0,3.0,96.0
10939,3.0,3.0,4.0,9.0
10940,1.0,9.0,1.0,35.0
10941,0.0,22.0,0.0,80.0
10942,3.0,37.0,3.0,99.0
10943,2.0,12.0,2.0,36.0
10944,3.0,25.0,2.0,56.0
10945,2.0,13.0,6.0,77.0
10946,2.0,21.0,5.0,72.0
10947,2.0,28.0,2.0,87.0
10948,3.0,9.0,4.0,39.0
10949,1.0,16.0,2.0,43.0
10950,0.0,7.0,1.0,12.0
10951,0.0,21.0,1.0,67.0
10952,1.0,12.0,2.0,75.0
10953,1.0,23.0,1.0,69.0
10954,2.0,6.0,2.0,23.0
10955,1.0,4.0,0.0,24.0
10956,0.0,8.0,0.0,12.0
10957,0.0,12.0,2.0,58.0
10958,0.0,14.0,0.0,33.0
10959,5.0,20.0,3.0,46.0
10960,1.0,5.0,1.0,30.0
10961,5.0,68.0,8.0,184.0
10962,0.0,8.0,2.0,40.0
10963,1.0,17.0,1.0,91.0
10964,0.0,26.0,2.0,83.0
10965,0.0,6.0,0.0,40.0
10966,3.0,6.0,1.0,51.0
10967,2.0,8.0,3.0,14.0
10968,2.0,9.0,2.0,47.0
10969,1.0,8.0,1.0,36.0
10970,6.0,44.0,14.0,212.0
10971,3.0,28.0,7.0,134.0
10972,0.0,6.0,0.0,42.0
10973,3.0,6.0,4.0,25.0
10974,0.0,10.0,0.0,19.0
10975,1.0,42.0,4.0,93.0
10976,2.0,15.0,2.0,49.0
10977,3.0,15.0,6.0,45.0
10978,1.0,8.0,1.0,28.0
10979,1.0,7.0,1.0,19.0
10980,4.0,29.0,5.0,64.0
10981,0.0,31.0,0.0,82.0
10982,1.0,2.0,2.0,19.0
10983,2.0,8.0,3.0,31.0
10984,2.0,7.0,3.0,18.0
10985,1.0,16.0,1.0,83.0
10986,1.0,1.0,1.0,11.0
10987,0.0,15.0,0.0,47.0
10988,3.0,4.0,4.0,27.0
10989,1.0,20.0,1.0,33.0
10990,7.0,86.0,14.0,200.0
10991,0.0,20.0,0.0,72.0
10992,0.0,3.0,0.0,44.0
10993,1.0,16.0,1.0,38.0
10994,0.0,2.0,0.0,8.0
10995,2.0,2.0,1.0,17.0
10996,2.0,19.0,2.0,53.0
10997,2.0,29.0,4.0,103.0
10998,1.0,11.0,2.0,24.0
10999,5.0,12.0,5.0,51.0
11000,2.0,13.0,2.0,35.0
11001,0.0,160.0,0.0,296.0
11002,1.0,10.0,1.0,42.0
11003,2.0,17.0,1.0,50.0
11004,1.0,16.0,1.0,44.0
11005,1.0,0.0,8.0,9.0
11006,2.0,17.0,5.0,68.0
11007,1.0,25.0,3.0,79.0
11008,1.0,17.0,2.0,62.0
11009,1.0,12.0,1.0,20.0
11010,2.0,12.0,3.0,19.0
11011,2.0,23.0,3.0,124.0
11012,1.0,11.0,3.0,25.0
11013,0.0,19.0,0.0,67.0
11014,0.0,8.0,0.0,16.0
11015,2.0,19.0,4.0,95.0
11016,3.0,10.0,4.0,25.0
11017,1.0,20.0,1.0,74.0
11018,1.0,31.0,1.0,75.0
11019,2.0,17.0,2.0,83.0
11020,0.0,14.0,0.0,50.0
11021,10.0,124.0,18.0,356.0
11022,5.0,32.0,7.0,67.0
11023,2.0,7.0,4.0,46.0
11024,3.0,22.0,6.0,95.0
11025,0.0,87.0,1.0,306.0
11026,1.0,8.0,2.0,69.0
11027,1.0,12.0,3.0,66.0
11028,3.0,34.0,2.0,85.0
11029,1.0,16.0,2.0,61.0
11030,0.0,4.0,0.0,15.0
11031,2.0,8.0,2.0,24.0
11032,2.0,9.0,3.0,35.0
11033,1.0,7.0,4.0,38.0
11034,2.0,22.0,2.0,72.0
11035,1.0,9.0,3.0,43.0
11036,1.0,49.0,3.0,171.0
11037,0.0,15.0,1.0,60.0
11038,1.0,16.0,1.0,26.0
11039,0.0,12.0,0.0,69.0
11040,2.0,12.0,2.0,27.0
11041,1.0,16.0,2.0,64.0
11042,2.0,19.0,3.0,116.0
11043,7.0,54.0,12.0,154.0
11044,1.0,18.0,2.0,80.0
11045,2.0,33.0,1.0,108.0
11046,3.0,10.0,4.0,29.0
11047,5.0,41.0,5.0,79.0
11048,0.0,7.0,2.0,31.0
11049,2.0,13.0,2.0,66.0
11050,0.0,0.0,3.0,29.0
11051,0.0,6.0,0.0,19.0
11052,3.0,16.0,6.0,107.0
11053,2.0,14.0,6.0,70.0
11054,2.0,10.0,5.0,47.0
11055,1.0,8.0,2.0,37.0
11056,0.0,9.0,1.0,17.0
11057,0.0,11.0,0.0,34.0
11058,0.0,15.0,0.0,29.0
11059,2.0,10.0,5.0,43.0
11060,1.0,7.0,2.0,28.0
11061,0.0,34.0,0.0,82.0
11062,0.0,55.0,2.0,209.0
11063,0.0,1.0,3.0,16.0
11064,0.0,18.0,3.0,45.0
11065,0.0,43.0,2.0,112.0
11066,0.0,73.0,0.0,190.0
11067,3.0,39.0,7.0,95.0
11068,1.0,12.0,6.0,85.0
11069,0.0,17.0,0.0,45.0
11070,2.0,20.0,1.0,68.0
11071,0.0,10.0,1.0,59.0
11072,0.0,24.0,1.0,107.0
11073,1.0,5.0,2.0,78.0
11074,0.0,68.0,0.0,183.0
11075,0.0,4.0,0.0,15.0
11076,1.0,8.0,1.0,23.0
11077,2.0,26.0,3.0,108.0
11078,0.0,25.0,0.0,59.0
11079,0.0,17.0,0.0,66.0
11080,1.0,3.0,2.0,15.0
11081,0.0,38.0,0.0,92.0
11082,0.0,13.0,0.0,59.0
11083,2.0,5.0,3.0,26.0
11084,4.0,33.0,8.0,109.0
11085,3.0,12.0,3.0,58.0
11086,2.0,19.0,3.0,54.0
11087,2.0,32.0,5.0,239.0
11088,0.0,32.0,1.0,99.0
11089,10.0,123.0,20.0,419.0
11090,3.0,31.0,8.0,118.0
11091,1.0,22.0,1.0,72.0
11092,0.0,6.0,0.0,28.0
11093,1.0,4.0,1.0,8.0
11094,1.0,20.0,1.0,62.0
11095,2.0,8.0,2.0,30.0
11096,2.0,1.0,4.0,13.0
11097,5.0,32.0,7.0,95.0
11098,0.0,15.0,1.0,40.0
11099,0.0,18.0,0.0,89.0
11100,4.0,32.0,6.0,67.0
11101,2.0,12.0,3.0,65.0
11102,2.0,3.0,1.0,22.0
11103,0.0,11.0,1.0,18.0
11104,2.0,23.0,5.0,147.0
11105,3.0,60.0,3.0,89.0
11106,1.0,12.0,1.0,40.0
11107,2.0,22.0,2.0,60.0
11108,0.0,3.0,0.0,16.0
11109,1.0,1.0,2.0,12.0
11110,0.0,56.0,1.0,103.0
11111,3.0,14.0,4.0,42.0
11112,2.0,8.0,2.0,18.0
11113,0.0,8.0,0.0,33.0
11114,1.0,10.0,1.0,42.0
11115,1.0,32.0,1.0,80.0
11116,0.0,7.0,0.0,35.0
11117,0.0,12.0,0.0,32.0
11118,0.0,14.0,0.0,50.0
11119,0.0,25.0,1.0,92.0
11120,3.0,12.0,4.0,76.0
11121,7.0,58.0,13.0,184.0
11122,1.0,4.0,1.0,24.0
11123,1.0,17.0,1.0,68.0
11124,2.0,8.0,3.0,31.0
11125,2.0,8.0,4.0,34.0
11126,4.0,12.0,5.0,61.0
11127,1.0,23.0,2.0,60.0
11128,2.0,12.0,3.0,34.0
11129,2.0,8.0,1.0,58.0
11130,1.0,28.0,2.0,77.0
11131,4.0,136.0,3.0,311.0
11132,2.0,28.0,2.0,68.0
11133,1.0,0.0,0.0,3.0
11134,0.0,11.0,0.0,25.0
11135,3.0,10.0,4.0,17.0
11136,3.0,21.0,4.0,59.0
11137,0.0,32.0,0.0,46.0
11138,1.0,2.0,1.0,8.0
11139,0.0,15.0,0.0,39.0
11140,0.0,20.0,1.0,77.0
11141,1.0,12.0,3.0,50.0
11142,3.0,44.0,3.0,94.0
11143,2.0,68.0,4.0,194.0
11144,1.0,1.0,4.0,45.0
11145,1.0,30.0,4.0,85.0
11146,0.0,4.0,0.0,12.0
11147,0.0,10.0,1.0,33.0
11148,0.0,1.0,1.0,6.0
11149,1.0,15.0,0.0,43.0
11150,0.0,10.0,0.0,46.0
11151,2.0,10.0,5.0,37.0
11152,3.0,2.0,5.0,39.0
11153,2.0,1.0,5.0,31.0
11154,1.0,20.0,1.0,51.0
11155,0.0,11.0,0.0,59.0
11156,2.0,4.0,4.0,22.0
11157,5.0,32.0,11.0,142.0
11158,5.0,20.0,5.0,36.0
11159,1.0,9.0,1.0,13.0
11160,0.0,24.0,1.0,70.0
11161,2.0,68.0,4.0,265.0
11162,1.0,24.0,1.0,59.0
11163,4.0,45.0,4.0,101.0
11164,5.0,12.0,8.0,57.0
11165,3.0,2.0,3.0,14.0
11166,1.0,16.0,1.0,36.0
11167,7.0,42.0,11.0,110.0
11168,1.0,17.0,1.0,60.0
11169,2.0,43.0,5.0,160.0
11170,7.0,42.0,15.0,202.0
11171,2.0,20.0,4.0,42.0
11172,1.0,34.0,1.0,65.0
11173,3.0,6.0,3.0,22.0
11174,6.0,30.0,9.0,72.0
11175,2.0,5.0,3.0,32.0
11176,1.0,12.0,3.0,50.0
11177,2.0,5.0,3.0,10.0
11178,1.0,0.0,5.0,11.0
11179,6.0,47.0,4.0,73.0
11180,0.0,10.0,0.0,44.0
11181,0.0,73.0,1.0,269.0
11182,0.0,20.0,0.0,40.0
11183,1.0,3.0,1.0,26.0
11184,2.0,22.0,2.0,66.0
11185,1.0,7.0,1.0,30.0
11186,1.0,23.0,1.0,43.0
11187,0.0,33.0,0.0,111.0
11188,0.0,5.0,0.0,29.0
11189,2.0,2.0,2.0,19.0
11190,2.0,1.0,2.0,27.0
11191,4.0,16.0,5.0,59.0
11192,1.0,4.0,1.0,19.0
11193,3.0,6.0,7.0,42.0
11194,0.0,12.0,0.0,26.0
11195,2.0,15.0,3.0,47.0
11196,0.0,5.0,1.0,45.0
11197,1.0,22.0,2.0,47.0
11198,3.0,21.0,6.0,65.0
11199,1.0,9.0,2.0,62.0
11200,0.0,28.0,0.0,90.0
11201,1.0,11.0,2.0,33.0
11202,0.0,27.0,0.0,67.0
11203,0.0,15.0,1.0,26.0
11204,2.0,0.0,4.0,16.0
11205,3.0,6.0,5.0,32.0
11206,2.0,8.0,2.0,36.0
11207,2.0,61.0,2.0,150.0
11208,2.0,13.0,1.0,46.0
11209,1.0,41.0,1.0,125.0
11210,2.0,13.0,2.0,18.0
11211,0.0,7.0,1.0,18.0
11212,0.0,35.0,1.0,97.0
11213,0.0,34.0,0.0,76.0
11214,1.0,20.0,4.0,71.0
11215,0.0,8.0,1.0,26.0
11216,1.0,6.0,1.0,42.0
11217,6.0,37.0,12.0,137.0
11218,8.0,74.0,11.0,134.0
11219,0.0,36.0,0.0,66.0
11220,1.0,7.0,1.0,25.0
11221,9.0,92.0,21.0,448.0
11222,3.0,34.0,8.0,203.0
11223,3.0,20.0,3.0,66.0
11224,4.0,45.0,3.0,107.0
11225,1.0,15.0,1.0,31.0
11226,1.0,32.0,1.0,109.0
11227,2.0,2.0,5.0,57.0
11228,1.0,25.0,6.0,95.0
11229,2.0,13.0,1.0,40.0
11230,1.0,16.0,4.0,70.0
11231,3.0,34.0,3.0,100.0
11232,4.0,6.0,5.0,32.0
11233,0.0,26.0,2.0,74.0
11234,4.0,12.0,6.0,30.0
11235,1.0,23.0,0.0,133.0
11236,1.0,18.0,2.0,54.0
11237,0.0,4.0,2.0,14.0
11238,1.0,7.0,4.0,35.0
11239,4.0,12.0,3.0,65.0
11240,7.0,58.0,16.0,258.0
11241,1.0,115.0,1.0,222.0
11242,0.0,28.0,0.0,96.0
11243,1.0,2.0,2.0,13.0
11244,4.0,17.0,6.0,37.0
11245,0.0,12.0,1.0,64.0
11246,6.0,72.0,12.0,246.0
11247,6.0,44.0,14.0,212.0
11248,6.0,22.0,12.0,116.0
11249,1.0,21.0,1.0,44.0
11250,1.0,8.0,3.0,28.0
11251,0.0,33.0,0.0,97.0
11252,2.0,11.0,3.0,59.0
11253,0.0,5.0,0.0,35.0
11254,2.0,24.0,4.0,119.0
11255,2.0,15.0,3.0,50.0
11256,0.0,4.0,0.0,15.0
11257,1.0,45.0,1.0,157.0
11258,1.0,11.0,2.0,48.0
11259,2.0,16.0,1.0,45.0
11260,5.0,32.0,6.0,117.0
11261,1.0,8.0,4.0,46.0
11262,1.0,24.0,2.0,41.0
11263,2.0,106.0,5.0,275.0
11264,2.0,9.0,3.0,33.0
11265,4.0,52.0,5.0,133.0
11266,2.0,14.0,3.0,89.0
11267,0.0,2.0,0.0,4.0
11268,3.0,8.0,4.0,30.0
11269,0.0,11.0,0.0,55.0
11270,0.0,36.0,1.0,139.0
11271,0.0,337.0,2.0,994.0
11272,2.0,27.0,4.0,122.0
11273,0.0,10.0,1.0,40.0
11274,2.0,14.0,4.0,69.0
11275,0.0,7.0,1.0,28.0
11276,2.0,2.0,1.0,11.0
11277,2.0,66.0,2.0,153.0
11278,0.0,1.0,1.0,6.0
11279,0.0,46.0,0.0,129.0
11280,2.0,10.0,4.0,28.0
11281,1.0,274.0,1.0,573.0
11282,2.0,14.0,0.0,36.0
11283,1.0,4.0,2.0,17.0
11284,0.0,32.0,0.0,59.0
11285,0.0,16.0,0.0,68.0
11286,3.0,15.0,3.0,35.0
11287,0.0,4.0,0.0,23.0
11288,2.0,9.0,3.0,38.0
11289,3.0,71.0,4.0,211.0
11290,2.0,42.0,3.0,89.0
11291,1.0,11.0,2.0,28.0
11292,1.0,53.0,1.0,93.0
11293,1.0,4.0,2.0,31.0
11294,4.0,46.0,7.0,144.0
11295,0.0,11.0,1.0,28.0
11296,2.0,13.0,4.0,31.0
11297,0.0,20.0,0.0,60.0
11298,1.0,41.0,1.0,140.0
11299,6.0,44.0,14.0,212.0
11300,0.0,5.0,1.0,16.0
11301,1.0,22.0,3.0,42.0
11302,1.0,7.0,2.0,12.0
11303,1.0,16.0,2.0,79.0
11304,1.0,1.0,3.0,27.0
11305,0.0,19.0,0.0,47.0
11306,0.0,33.0,0.0,87.0
11307,4.0,68.0,5.0,323.0
11308,0.0,42.0,0.0,150.0
11309,0.0,20.0,1.0,73.0
11310,3.0,17.0,3.0,40.0
11311,4.0,6.0,3.0,27.0
11312,3.0,24.0,4.0,94.0
11313,1.0,11.0,0.0,47.0
11314,1.0,9.0,3.0,53.0
11315,4.0,23.0,2.0,63.0
11316,0.0,33.0,0.0,66.0
11317,3.0,34.0,2.0,125.0
11318,2.0,10.0,3.0,47.0
11319,1.0,1.0,1.0,11.0
11320,0.0,5.0,0.0,20.0
11321,1.0,33.0,3.0,117.0
11322,1.0,28.0,1.0,101.0
11323,1.0,38.0,2.0,149.0
11324,2.0,8.0,7.0,58.0
11325,2.0,1.0,5.0,46.0
11326,1.0,1.0,1.0,15.0
11327,0.0,31.0,1.0,63.0
11328,1.0,4.0,2.0,21.0
11329,4.0,16.0,5.0,78.0
11330,0.0,4.0,1.0,16.0
11331,1.0,8.0,1.0,34.0
11332,1.0,0.0,1.0,4.0
11333,0.0,26.0,0.0,100.0
11334,1.0,14.0,0.0,41.0
11335,1.0,4.0,1.0,34.0
11336,4.0,86.0,6.0,268.0
11337,2.0,5.0,2.0,13.0
11338,1.0,5.0,1.0,32.0
11339,1.0,42.0,1.0,79.0
11340,0.0,60.0,0.0,124.0
11341,0.0,4.0,0.0,7.0
11342,1.0,16.0,1.0,72.0
11343,1.0,16.0,1.0,61.0
11344,1.0,8.0,0.0,27.0
11345,2.0,17.0,3.0,37.0
11346,1.0,12.0,1.0,40.0
11347,3.0,10.0,5.0,26.0
11348,0.0,2.0,0.0,6.0
11349,1.0,3.0,1.0,11.0
11350,1.0,3.0,2.0,40.0
11351,2.0,14.0,4.0,35.0
11352,3.0,8.0,7.0,64.0
11353,1.0,11.0,3.0,45.0
11354,5.0,32.0,12.0,158.0
11355,0.0,18.0,0.0,22.0
11356,1.0,20.0,1.0,49.0
11357,1.0,11.0,4.0,42.0
11358,2.0,9.0,1.0,17.0
11359,0.0,25.0,2.0,97.0
11360,8.0,48.0,14.0,118.0
11361,2.0,18.0,1.0,51.0
11362,1.0,0.0,3.0,10.0
11363,1.0,17.0,3.0,35.0
11364,0.0,13.0,0.0,26.0
11365,2.0,22.0,5.0,88.0
11366,0.0,100.0,0.0,307.0
11367,3.0,41.0,5.0,78.0
11368,2.0,22.0,3.0,37.0
11369,1.0,17.0,3.0,62.0
11370,1.0,16.0,1.0,43.0
11371,1.0,11.0,2.0,17.0
11372,1.0,17.0,3.0,47.0
11373,1.0,4.0,2.0,31.0
11374,3.0,9.0,2.0,18.0
11375,0.0,11.0,1.0,82.0
11376,3.0,10.0,5.0,52.0
11377,1.0,1.0,3.0,9.0
11378,4.0,17.0,6.0,76.0
11379,0.0,66.0,1.0,201.0
11380,2.0,7.0,3.0,38.0
11381,2.0,61.0,6.0,197.0
11382,1.0,20.0,2.0,97.0
11383,0.0,5.0,1.0,20.0
11384,0.0,52.0,2.0,138.0
11385,0.0,2.0,0.0,13.0
11386,1.0,23.0,1.0,57.0
11387,1.0,0.0,2.0,1.0
11388,3.0,27.0,2.0,79.0
11389,0.0,15.0,1.0,158.0
11390,1.0,42.0,1.0,132.0
11391,1.0,16.0,2.0,49.0
11392,0.0,27.0,0.0,79.0
11393,2.0,18.0,3.0,33.0
11394,2.0,8.0,3.0,49.0
11395,0.0,5.0,0.0,14.0
11396,2.0,14.0,1.0,24.0
11397,2.0,87.0,1.0,241.0
11398,2.0,20.0,4.0,76.0
11399,0.0,17.0,0.0,39.0
11400,1.0,23.0,1.0,63.0
11401,0.0,26.0,0.0,64.0
11402,2.0,63.0,3.0,94.0
11403,1.0,16.0,2.0,69.0
11404,3.0,9.0,5.0,25.0
11405,3.0,4.0,5.0,38.0
11406,2.0,15.0,4.0,33.0
11407,1.0,15.0,1.0,47.0
11408,1.0,95.0,2.0,232.0
11409,3.0,10.0,5.0,26.0
11410,1.0,24.0,4.0,65.0
11411,3.0,74.0,5.0,246.0
11412,1.0,7.0,1.0,72.0
11413,2.0,23.0,1.0,68.0
11414,5.0,33.0,12.0,159.0
11415,1.0,1.0,3.0,9.0
11416,2.0,22.0,2.0,80.0
11417,1.0,1.0,3.0,21.0
11418,1.0,21.0,3.0,62.0
11419,3.0,30.0,4.0,155.0
11420,2.0,2.0,2.0,2.0
11421,0.0,73.0,0.0,132.0
11422,2.0,5.0,1.0,16.0
11423,0.0,25.0,0.0,63.0
11424,1.0,7.0,1.0,20.0
11425,0.0,9.0,0.0,35.0
11426,1.0,11.0,1.0,45.0
11427,0.0,6.0,1.0,26.0
11428,1.0,35.0,2.0,116.0
11429,0.0,15.0,0.0,35.0
11430,3.0,6.0,6.0,33.0
11431,3.0,2.0,2.0,16.0
11432,0.0,12.0,1.0,73.0
11433,6.0,148.0,9.0,507.0
11434,1.0,6.0,1.0,30.0
11435,0.0,7.0,1.0,48.0
11436,0.0,8.0,1.0,50.0
11437,1.0,4.0,2.0,17.0
11438,1.0,110.0,0.0,192.0
11439,1.0,11.0,1.0,37.0
11440,1.0,3.0,2.0,23.0
11441,0.0,44.0,1.0,73.0
11442,0.0,8.0,2.0,54.0
11443,0.0,20.0,3.0,91.0
11444,1.0,14.0,2.0,47.0
11445,0.0,19.0,0.0,31.0
11446,0.0,8.0,0.0,24.0
11447,0.0,11.0,0.0,35.0
11448,0.0,23.0,1.0,43.0
11449,0.0,8.0,0.0,20.0
11450,2.0,9.0,1.0,69.0
11451,0.0,11.0,0.0,49.0
11452,0.0,5.0,0.0,16.0
11453,0.0,18.0,1.0,79.0
11454,0.0,7.0,0.0,29.0
11455,3.0,12.0,4.0,57.0
11456,2.0,58.0,3.0,129.0
11457,1.0,8.0,2.0,28.0
11458,0.0,40.0,0.0,138.0
11459,2.0,29.0,3.0,74.0
11460,1.0,1.0,5.0,55.0
11461,1.0,33.0,1.0,145.0
11462,1.0,89.0,2.0,154.0
11463,1.0,54.0,1.0,164.0
11464,4.0,16.0,7.0,68.0
11465,2.0,9.0,1.0,30.0
11466,1.0,16.0,1.0,47.0
11467,3.0,7.0,3.0,28.0
11468,0.0,28.0,0.0,98.0
11469,2.0,13.0,3.0,41.0
11470,1.0,25.0,1.0,53.0
11471,0.0,44.0,1.0,111.0
11472,0.0,69.0,0.0,162.0
11473,2.0,17.0,3.0,74.0
11474,3.0,9.0,6.0,44.0
11475,0.0,68.0,0.0,120.0
11476,2.0,13.0,5.0,43.0
11477,2.0,7.0,1.0,21.0
11478,2.0,12.0,4.0,35.0
11479,2.0,2.0,2.0,31.0
11480,1.0,0.0,1.0,3.0
11481,2.0,58.0,2.0,122.0
11482,1.0,25.0,1.0,46.0
11483,0.0,15.0,2.0,69.0
11484,3.0,4.0,3.0,23.0
11485,0.0,126.0,1.0,253.0
11486,1.0,16.0,2.0,62.0
11487,7.0,42.0,11.0,102.0
11488,3.0,6.0,6.0,44.0
11489,3.0,6.0,7.0,42.0
11490,0.0,36.0,0.0,105.0
11491,0.0,4.0,0.0,24.0
11492,2.0,40.0,2.0,136.0
11493,1.0,56.0,1.0,129.0
11494,1.0,12.0,0.0,37.0
11495,0.0,7.0,2.0,34.0
11496,2.0,8.0,5.0,32.0
11497,0.0,12.0,0.0,38.0
11498,1.0,12.0,3.0,34.0
11499,0.0,18.0,0.0,49.0
11500,0.0,14.0,0.0,58.0
11501,3.0,19.0,5.0,47.0
11502,1.0,70.0,1.0,219.0
11503,0.0,6.0,1.0,19.0
11504,0.0,19.0,0.0,59.0
11505,1.0,7.0,0.0,22.0
11506,1.0,13.0,1.0,38.0
11507,0.0,30.0,0.0,96.0
11508,4.0,17.0,6.0,55.0
11509,0.0,0.0,0.0,2.0
11510,2.0,11.0,4.0,37.0
11511,4.0,22.0,9.0,92.0
11512,1.0,25.0,1.0,85.0
11513,1.0,27.0,2.0,88.0
11514,1.0,18.0,1.0,41.0
11515,1.0,11.0,5.0,56.0
11516,1.0,42.0,1.0,92.0
11517,0.0,7.0,1.0,41.0
11518,2.0,3.0,1.0,28.0
11519,2.0,6.0,2.0,10.0
11520,0.0,13.0,2.0,60.0
11521,2.0,29.0,2.0,141.0
11522,0.0,4.0,2.0,33.0
11523,1.0,7.0,1.0,21.0
11524,1.0,7.0,1.0,26.0
11525,0.0,19.0,0.0,53.0
11526,1.0,13.0,1.0,43.0
11527,0.0,21.0,1.0,51.0
11528,1.0,17.0,2.0,53.0
11529,0.0,3.0,0.0,19.0
11530,1.0,26.0,3.0,62.0
11531,1.0,29.0,2.0,51.0
11532,1.0,17.0,1.0,49.0
11533,0.0,5.0,4.0,33.0
11534,11.0,58.0,24.0,357.0
11535,1.0,16.0,0.0,138.0
11536,1.0,17.0,2.0,38.0
11537,7.0,25.0,9.0,110.0
11538,3.0,57.0,5.0,201.0
11539,5.0,26.0,7.0,58.0
11540,1.0,4.0,2.0,8.0
11541,1.0,7.0,2.0,32.0
11542,0.0,10.0,0.0,37.0
11543,9.0,53.0,9.0,160.0
11544,0.0,37.0,1.0,93.0
11545,4.0,36.0,4.0,78.0
11546,7.0,55.0,8.0,111.0
11547,1.0,7.0,3.0,49.0
11548,1.0,37.0,4.0,132.0
11549,0.0,28.0,0.0,80.0
11550,1.0,4.0,0.0,21.0
11551,2.0,9.0,3.0,30.0
11552,3.0,22.0,3.0,37.0
11553,0.0,2.0,3.0,34.0
11554,1.0,121.0,2.0,267.0
11555,0.0,16.0,0.0,33.0
11556,2.0,23.0,4.0,62.0
11557,0.0,15.0,1.0,91.0
11558,0.0,7.0,1.0,36.0
11559,1.0,29.0,1.0,87.0
11560,1.0,8.0,1.0,18.0
11561,1.0,18.0,2.0,63.0
11562,0.0,2.0,1.0,21.0
11563,0.0,30.0,1.0,93.0
11564,1.0,17.0,0.0,58.0
11565,0.0,25.0,1.0,72.0
11566,1.0,8.0,2.0,31.0
11567,0.0,10.0,3.0,75.0
11568,2.0,43.0,3.0,120.0
11569,1.0,37.0,2.0,90.0
11570,1.0,15.0,5.0,83.0
11571,0.0,6.0,4.0,45.0
11572,2.0,41.0,5.0,155.0
11573,0.0,13.0,1.0,44.0
11574,1.0,15.0,1.0,50.0
11575,0.0,25.0,1.0,82.0
11576,2.0,55.0,2.0,144.0
11577,0.0,47.0,0.0,107.0
11578,3.0,2.0,5.0,22.0
11579,1.0,0.0,1.0,2.0
11580,5.0,32.0,12.0,158.0
11581,2.0,3.0,3.0,13.0
11582,0.0,7.0,0.0,27.0
11583,0.0,22.0,0.0,88.0
11584,1.0,40.0,1.0,156.0
11585,2.0,25.0,3.0,60.0
11586,2.0,13.0,2.0,51.0
11587,2.0,9.0,3.0,46.0
11588,6.0,30.0,12.0,124.0
11589,3.0,4.0,6.0,37.0
11590,1.0,8.0,1.0,24.0
11591,2.0,40.0,3.0,81.0
11592,1.0,66.0,1.0,142.0
11593,0.0,6.0,0.0,48.0
11594,1.0,15.0,3.0,45.0
11595,3.0,14.0,7.0,58.0
11596,3.0,7.0,3.0,28.0
11597,1.0,68.0,2.0,202.0
11598,3.0,6.0,4.0,12.0
11599,3.0,22.0,3.0,59.0
11600,1.0,21.0,1.0,72.0
11601,3.0,17.0,3.0,44.0
11602,1.0,17.0,1.0,48.0
11603,1.0,0.0,1.0,9.0
11604,0.0,21.0,2.0,71.0
11605,1.0,38.0,1.0,91.0
11606,1.0,40.0,3.0,158.0
