,q1_kcores,q2_kcores,q1_q2_kcores_ratio,q1_q2_kcores_diff,q1_q2_kcores_diff_normed
9061,4.0,4.0,1.0,0.0,0.0
9062,6.0,6.0,1.0,0.0,0.0
9063,30.0,30.0,1.0,0.0,0.0
9064,3.0,3.0,1.0,0.0,0.0
9065,3.0,2.0,0.6666666666666666,1.0,0.2
9066,1.0,1.0,1.0,0.0,0.0
9067,6.0,6.0,1.0,0.0,0.0
9068,3.0,3.0,1.0,0.0,0.0
9069,6.0,23.0,0.2608695652173913,17.0,0.5862068965517241
9070,3.0,3.0,1.0,0.0,0.0
9071,26.0,26.0,1.0,0.0,0.0
9072,1.0,1.0,1.0,0.0,0.0
9073,1.0,3.0,0.3333333333333333,2.0,0.5
9074,7.0,3.0,0.42857142857142855,4.0,0.4
9075,10.0,12.0,0.8333333333333334,2.0,0.09090909090909091
9076,3.0,5.0,0.6,2.0,0.25
9077,10.0,10.0,1.0,0.0,0.0
9078,3.0,1.0,0.3333333333333333,2.0,0.5
9079,9.0,9.0,1.0,0.0,0.0
9080,1.0,1.0,1.0,0.0,0.0
9081,6.0,6.0,1.0,0.0,0.0
9082,11.0,11.0,1.0,0.0,0.0
9083,1.0,1.0,1.0,0.0,0.0
9084,30.0,30.0,1.0,0.0,0.0
9085,22.0,22.0,1.0,0.0,0.0
9086,11.0,11.0,1.0,0.0,0.0
9087,11.0,11.0,1.0,0.0,0.0
9088,3.0,3.0,1.0,0.0,0.0
9089,3.0,3.0,1.0,0.0,0.0
9090,5.0,5.0,1.0,0.0,0.0
9091,1.0,1.0,1.0,0.0,0.0
9092,6.0,1.0,0.16666666666666666,5.0,0.7142857142857143
9093,2.0,2.0,1.0,0.0,0.0
9094,2.0,2.0,1.0,0.0,0.0
9095,2.0,2.0,1.0,0.0,0.0
9096,2.0,2.0,1.0,0.0,0.0
9097,1.0,1.0,1.0,0.0,0.0
9098,6.0,7.0,0.8571428571428571,1.0,0.07692307692307693
9099,12.0,11.0,0.9166666666666667,1.0,0.043478260869565216
9100,1.0,6.0,0.16666666666666666,5.0,0.7142857142857143
9101,1.0,1.0,1.0,0.0,0.0
9102,1.0,1.0,1.0,0.0,0.0
9103,2.0,2.0,1.0,0.0,0.0
9104,7.0,7.0,1.0,0.0,0.0
9105,1.0,2.0,0.5,1.0,0.3333333333333333
9106,1.0,1.0,1.0,0.0,0.0
9107,1.0,1.0,1.0,0.0,0.0
9108,5.0,5.0,1.0,0.0,0.0
9109,1.0,1.0,1.0,0.0,0.0
9110,1.0,1.0,1.0,0.0,0.0
9111,2.0,2.0,1.0,0.0,0.0
9112,10.0,10.0,1.0,0.0,0.0
9113,14.0,14.0,1.0,0.0,0.0
9114,1.0,1.0,1.0,0.0,0.0
9115,3.0,2.0,0.6666666666666666,1.0,0.2
9116,25.0,21.0,0.84,4.0,0.08695652173913043
9117,1.0,2.0,0.5,1.0,0.3333333333333333
9118,25.0,25.0,1.0,0.0,0.0
9119,1.0,1.0,1.0,0.0,0.0
9120,13.0,13.0,1.0,0.0,0.0
9121,1.0,1.0,1.0,0.0,0.0
9122,8.0,8.0,1.0,0.0,0.0
9123,8.0,7.0,0.875,1.0,0.06666666666666667
9124,8.0,,,,
9125,5.0,5.0,1.0,0.0,0.0
9126,12.0,1.0,0.08333333333333333,11.0,0.8461538461538461
9127,25.0,12.0,0.48,13.0,0.35135135135135137
9128,8.0,8.0,1.0,0.0,0.0
9129,1.0,1.0,1.0,0.0,0.0
9130,1.0,1.0,1.0,0.0,0.0
9131,1.0,4.0,0.25,3.0,0.6
9132,12.0,11.0,0.9166666666666667,1.0,0.043478260869565216
9133,1.0,1.0,1.0,0.0,0.0
9134,1.0,1.0,1.0,0.0,0.0
9135,1.0,1.0,1.0,0.0,0.0
9136,4.0,4.0,1.0,0.0,0.0
9137,6.0,6.0,1.0,0.0,0.0
9138,23.0,18.0,0.782608695652174,5.0,0.12195121951219512
9139,26.0,26.0,1.0,0.0,0.0
9140,8.0,8.0,1.0,0.0,0.0
9141,1.0,1.0,1.0,0.0,0.0
9142,3.0,3.0,1.0,0.0,0.0
9143,3.0,3.0,1.0,0.0,0.0
9144,2.0,2.0,1.0,0.0,0.0
9145,8.0,8.0,1.0,0.0,0.0
9146,2.0,2.0,1.0,0.0,0.0
9147,2.0,1.0,0.5,1.0,0.3333333333333333
9148,4.0,4.0,1.0,0.0,0.0
9149,2.0,2.0,1.0,0.0,0.0
9150,1.0,1.0,1.0,0.0,0.0
9151,4.0,4.0,1.0,0.0,0.0
9152,5.0,5.0,1.0,0.0,0.0
9153,2.0,11.0,0.18181818181818182,9.0,0.6923076923076923
9154,8.0,8.0,1.0,0.0,0.0
9155,14.0,14.0,1.0,0.0,0.0
9156,1.0,1.0,1.0,0.0,0.0
9157,1.0,1.0,1.0,0.0,0.0
9158,2.0,1.0,0.5,1.0,0.3333333333333333
9159,1.0,1.0,1.0,0.0,0.0
9160,2.0,2.0,1.0,0.0,0.0
9161,1.0,1.0,1.0,0.0,0.0
9162,1.0,4.0,0.25,3.0,0.6
9163,2.0,1.0,0.5,1.0,0.3333333333333333
9164,25.0,21.0,0.84,4.0,0.08695652173913043
9165,2.0,3.0,0.6666666666666666,1.0,0.2
9166,30.0,28.0,0.9333333333333333,2.0,0.034482758620689655
9167,1.0,1.0,1.0,0.0,0.0
9168,1.0,1.0,1.0,0.0,0.0
9169,11.0,11.0,1.0,0.0,0.0
9170,4.0,4.0,1.0,0.0,0.0
9171,1.0,1.0,1.0,0.0,0.0
9172,8.0,8.0,1.0,0.0,0.0
9173,1.0,6.0,0.16666666666666666,5.0,0.7142857142857143
9174,2.0,2.0,1.0,0.0,0.0
9175,2.0,2.0,1.0,0.0,0.0
9176,17.0,17.0,1.0,0.0,0.0
9177,5.0,6.0,0.8333333333333334,1.0,0.09090909090909091
9178,2.0,1.0,0.5,1.0,0.3333333333333333
9179,1.0,1.0,1.0,0.0,0.0
9180,22.0,22.0,1.0,0.0,0.0
9181,2.0,3.0,0.6666666666666666,1.0,0.2
9182,8.0,8.0,1.0,0.0,0.0
9183,4.0,4.0,1.0,0.0,0.0
9184,4.0,4.0,1.0,0.0,0.0
9185,8.0,8.0,1.0,0.0,0.0
9186,1.0,3.0,0.3333333333333333,2.0,0.5
9187,2.0,2.0,1.0,0.0,0.0
9188,8.0,8.0,1.0,0.0,0.0
9189,3.0,3.0,1.0,0.0,0.0
9190,1.0,1.0,1.0,0.0,0.0
9191,21.0,21.0,1.0,0.0,0.0
9192,1.0,1.0,1.0,0.0,0.0
9193,4.0,5.0,0.8,1.0,0.1111111111111111
9194,4.0,4.0,1.0,0.0,0.0
9195,1.0,1.0,1.0,0.0,0.0
9196,3.0,1.0,0.3333333333333333,2.0,0.5
9197,4.0,4.0,1.0,0.0,0.0
9198,3.0,6.0,0.5,3.0,0.3333333333333333
9199,28.0,30.0,0.9333333333333333,2.0,0.034482758620689655
9200,10.0,8.0,0.8,2.0,0.1111111111111111
9201,2.0,2.0,1.0,0.0,0.0
9202,1.0,4.0,0.25,3.0,0.6
9203,4.0,9.0,0.4444444444444444,5.0,0.38461538461538464
9204,4.0,4.0,1.0,0.0,0.0
9205,1.0,1.0,1.0,0.0,0.0
9206,1.0,2.0,0.5,1.0,0.3333333333333333
9207,12.0,7.0,0.5833333333333334,5.0,0.2631578947368421
9208,10.0,10.0,1.0,0.0,0.0
9209,1.0,1.0,1.0,0.0,0.0
9210,1.0,1.0,1.0,0.0,0.0
9211,6.0,6.0,1.0,0.0,0.0
9212,4.0,4.0,1.0,0.0,0.0
9213,2.0,2.0,1.0,0.0,0.0
9214,15.0,15.0,1.0,0.0,0.0
9215,1.0,2.0,0.5,1.0,0.3333333333333333
9216,1.0,1.0,1.0,0.0,0.0
9217,4.0,4.0,1.0,0.0,0.0
9218,3.0,3.0,1.0,0.0,0.0
9219,7.0,7.0,1.0,0.0,0.0
9220,2.0,6.0,0.3333333333333333,4.0,0.5
9221,1.0,1.0,1.0,0.0,0.0
9222,4.0,4.0,1.0,0.0,0.0
9223,2.0,2.0,1.0,0.0,0.0
9224,11.0,11.0,1.0,0.0,0.0
9225,6.0,6.0,1.0,0.0,0.0
9226,1.0,1.0,1.0,0.0,0.0
9227,5.0,3.0,0.6,2.0,0.25
9228,3.0,3.0,1.0,0.0,0.0
9229,2.0,6.0,0.3333333333333333,4.0,0.5
9230,,3.0,,,
9231,1.0,4.0,0.25,3.0,0.6
9232,4.0,4.0,1.0,0.0,0.0
9233,4.0,2.0,0.5,2.0,0.3333333333333333
9234,10.0,10.0,1.0,0.0,0.0
9235,11.0,11.0,1.0,0.0,0.0
9236,3.0,3.0,1.0,0.0,0.0
9237,8.0,8.0,1.0,0.0,0.0
9238,11.0,8.0,0.7272727272727273,3.0,0.15789473684210525
9239,5.0,3.0,0.6,2.0,0.25
9240,1.0,1.0,1.0,0.0,0.0
9241,6.0,6.0,1.0,0.0,0.0
9242,2.0,4.0,0.5,2.0,0.3333333333333333
9243,6.0,6.0,1.0,0.0,0.0
9244,7.0,17.0,0.4117647058823529,10.0,0.4166666666666667
9245,8.0,8.0,1.0,0.0,0.0
9246,1.0,6.0,0.16666666666666666,5.0,0.7142857142857143
9247,1.0,1.0,1.0,0.0,0.0
9248,6.0,6.0,1.0,0.0,0.0
9249,1.0,1.0,1.0,0.0,0.0
9250,5.0,5.0,1.0,0.0,0.0
9251,6.0,6.0,1.0,0.0,0.0
9252,1.0,3.0,0.3333333333333333,2.0,0.5
9253,1.0,3.0,0.3333333333333333,2.0,0.5
9254,12.0,12.0,1.0,0.0,0.0
9255,9.0,9.0,1.0,0.0,0.0
9256,17.0,17.0,1.0,0.0,0.0
9257,2.0,4.0,0.5,2.0,0.3333333333333333
9258,1.0,1.0,1.0,0.0,0.0
9259,7.0,7.0,1.0,0.0,0.0
9260,10.0,11.0,0.9090909090909091,1.0,0.047619047619047616
9261,6.0,3.0,0.5,3.0,0.3333333333333333
9262,1.0,1.0,1.0,0.0,0.0
9263,1.0,1.0,1.0,0.0,0.0
9264,5.0,5.0,1.0,0.0,0.0
9265,5.0,5.0,1.0,0.0,0.0
9266,5.0,5.0,1.0,0.0,0.0
9267,2.0,2.0,1.0,0.0,0.0
9268,1.0,1.0,1.0,0.0,0.0
9269,1.0,1.0,1.0,0.0,0.0
9270,1.0,3.0,0.3333333333333333,2.0,0.5
9271,1.0,1.0,1.0,0.0,0.0
9272,1.0,5.0,0.2,4.0,0.6666666666666666
9273,12.0,12.0,1.0,0.0,0.0
9274,1.0,1.0,1.0,0.0,0.0
9275,3.0,3.0,1.0,0.0,0.0
9276,,3.0,,,
9277,1.0,11.0,0.09090909090909091,10.0,0.8333333333333334
9278,2.0,2.0,1.0,0.0,0.0
9279,2.0,2.0,1.0,0.0,0.0
9280,12.0,12.0,1.0,0.0,0.0
9281,1.0,1.0,1.0,0.0,0.0
9282,6.0,6.0,1.0,0.0,0.0
9283,1.0,,,,
9284,5.0,5.0,1.0,0.0,0.0
9285,4.0,5.0,0.8,1.0,0.1111111111111111
9286,2.0,1.0,0.5,1.0,0.3333333333333333
9287,6.0,5.0,0.8333333333333334,1.0,0.09090909090909091
9288,2.0,2.0,1.0,0.0,0.0
9289,9.0,9.0,1.0,0.0,0.0
9290,11.0,11.0,1.0,0.0,0.0
9291,3.0,3.0,1.0,0.0,0.0
9292,11.0,15.0,0.7333333333333333,4.0,0.15384615384615385
9293,3.0,1.0,0.3333333333333333,2.0,0.5
9294,8.0,8.0,1.0,0.0,0.0
9295,2.0,1.0,0.5,1.0,0.3333333333333333
9296,1.0,1.0,1.0,0.0,0.0
9297,4.0,2.0,0.5,2.0,0.3333333333333333
9298,8.0,9.0,0.8888888888888888,1.0,0.058823529411764705
9299,1.0,1.0,1.0,0.0,0.0
9300,5.0,5.0,1.0,0.0,0.0
9301,1.0,2.0,0.5,1.0,0.3333333333333333
9302,2.0,2.0,1.0,0.0,0.0
9303,11.0,11.0,1.0,0.0,0.0
9304,14.0,14.0,1.0,0.0,0.0
9305,12.0,12.0,1.0,0.0,0.0
9306,1.0,1.0,1.0,0.0,0.0
9307,1.0,1.0,1.0,0.0,0.0
9308,7.0,7.0,1.0,0.0,0.0
9309,1.0,4.0,0.25,3.0,0.6
9310,4.0,4.0,1.0,0.0,0.0
9311,10.0,8.0,0.8,2.0,0.1111111111111111
9312,1.0,2.0,0.5,1.0,0.3333333333333333
9313,30.0,30.0,1.0,0.0,0.0
9314,11.0,,,,
9315,1.0,1.0,1.0,0.0,0.0
9316,4.0,4.0,1.0,0.0,0.0
9317,12.0,12.0,1.0,0.0,0.0
9318,1.0,2.0,0.5,1.0,0.3333333333333333
9319,9.0,9.0,1.0,0.0,0.0
9320,1.0,1.0,1.0,0.0,0.0
9321,9.0,9.0,1.0,0.0,0.0
9322,8.0,8.0,1.0,0.0,0.0
9323,16.0,23.0,0.6956521739130435,7.0,0.1794871794871795
9324,23.0,23.0,1.0,0.0,0.0
9325,3.0,3.0,1.0,0.0,0.0
9326,4.0,4.0,1.0,0.0,0.0
9327,6.0,1.0,0.16666666666666666,5.0,0.7142857142857143
9328,5.0,5.0,1.0,0.0,0.0
9329,10.0,10.0,1.0,0.0,0.0
9330,1.0,2.0,0.5,1.0,0.3333333333333333
9331,14.0,5.0,0.35714285714285715,9.0,0.47368421052631576
9332,3.0,1.0,0.3333333333333333,2.0,0.5
9333,1.0,1.0,1.0,0.0,0.0
9334,1.0,1.0,1.0,0.0,0.0
9335,4.0,5.0,0.8,1.0,0.1111111111111111
9336,6.0,4.0,0.6666666666666666,2.0,0.2
9337,2.0,2.0,1.0,0.0,0.0
9338,2.0,3.0,0.6666666666666666,1.0,0.2
9339,5.0,5.0,1.0,0.0,0.0
9340,26.0,26.0,1.0,0.0,0.0
9341,1.0,1.0,1.0,0.0,0.0
9342,4.0,3.0,0.75,1.0,0.14285714285714285
9343,10.0,10.0,1.0,0.0,0.0
9344,6.0,6.0,1.0,0.0,0.0
9345,4.0,4.0,1.0,0.0,0.0
9346,2.0,6.0,0.3333333333333333,4.0,0.5
9347,1.0,2.0,0.5,1.0,0.3333333333333333
9348,6.0,6.0,1.0,0.0,0.0
9349,3.0,3.0,1.0,0.0,0.0
9350,4.0,4.0,1.0,0.0,0.0
9351,1.0,1.0,1.0,0.0,0.0
9352,1.0,1.0,1.0,0.0,0.0
9353,5.0,5.0,1.0,0.0,0.0
9354,2.0,5.0,0.4,3.0,0.42857142857142855
9355,1.0,1.0,1.0,0.0,0.0
9356,1.0,1.0,1.0,0.0,0.0
9357,3.0,3.0,1.0,0.0,0.0
9358,1.0,1.0,1.0,0.0,0.0
9359,1.0,1.0,1.0,0.0,0.0
9360,12.0,12.0,1.0,0.0,0.0
9361,1.0,1.0,1.0,0.0,0.0
9362,1.0,1.0,1.0,0.0,0.0
9363,1.0,1.0,1.0,0.0,0.0
9364,2.0,1.0,0.5,1.0,0.3333333333333333
9365,3.0,2.0,0.6666666666666666,1.0,0.2
9366,3.0,3.0,1.0,0.0,0.0
9367,2.0,1.0,0.5,1.0,0.3333333333333333
9368,1.0,1.0,1.0,0.0,0.0
9369,14.0,16.0,0.875,2.0,0.06666666666666667
9370,1.0,1.0,1.0,0.0,0.0
9371,5.0,2.0,0.4,3.0,0.42857142857142855
9372,1.0,1.0,1.0,0.0,0.0
9373,1.0,1.0,1.0,0.0,0.0
9374,9.0,9.0,1.0,0.0,0.0
9375,3.0,3.0,1.0,0.0,0.0
9376,1.0,1.0,1.0,0.0,0.0
9377,1.0,2.0,0.5,1.0,0.3333333333333333
9378,1.0,1.0,1.0,0.0,0.0
9379,3.0,3.0,1.0,0.0,0.0
9380,7.0,7.0,1.0,0.0,0.0
9381,6.0,6.0,1.0,0.0,0.0
9382,1.0,1.0,1.0,0.0,0.0
9383,5.0,7.0,0.7142857142857143,2.0,0.16666666666666666
9384,8.0,8.0,1.0,0.0,0.0
9385,1.0,1.0,1.0,0.0,0.0
9386,1.0,1.0,1.0,0.0,0.0
9387,14.0,14.0,1.0,0.0,0.0
9388,8.0,8.0,1.0,0.0,0.0
9389,3.0,3.0,1.0,0.0,0.0
9390,1.0,1.0,1.0,0.0,0.0
9391,2.0,2.0,1.0,0.0,0.0
9392,3.0,3.0,1.0,0.0,0.0
9393,19.0,20.0,0.95,1.0,0.02564102564102564
9394,1.0,1.0,1.0,0.0,0.0
9395,8.0,12.0,0.6666666666666666,4.0,0.2
9396,4.0,4.0,1.0,0.0,0.0
9397,6.0,6.0,1.0,0.0,0.0
9398,2.0,1.0,0.5,1.0,0.3333333333333333
9399,1.0,1.0,1.0,0.0,0.0
9400,1.0,2.0,0.5,1.0,0.3333333333333333
9401,1.0,2.0,0.5,1.0,0.3333333333333333
9402,5.0,5.0,1.0,0.0,0.0
9403,1.0,1.0,1.0,0.0,0.0
9404,7.0,7.0,1.0,0.0,0.0
9405,6.0,6.0,1.0,0.0,0.0
9406,2.0,1.0,0.5,1.0,0.3333333333333333
9407,2.0,2.0,1.0,0.0,0.0
9408,20.0,15.0,0.75,5.0,0.14285714285714285
9409,2.0,2.0,1.0,0.0,0.0
9410,1.0,1.0,1.0,0.0,0.0
9411,10.0,7.0,0.7,3.0,0.17647058823529413
9412,12.0,5.0,0.4166666666666667,7.0,0.4117647058823529
9413,1.0,5.0,0.2,4.0,0.6666666666666666
9414,28.0,30.0,0.9333333333333333,2.0,0.034482758620689655
9415,7.0,7.0,1.0,0.0,0.0
9416,1.0,11.0,0.09090909090909091,10.0,0.8333333333333334
9417,6.0,6.0,1.0,0.0,0.0
9418,1.0,2.0,0.5,1.0,0.3333333333333333
9419,6.0,11.0,0.5454545454545454,5.0,0.29411764705882354
9420,4.0,4.0,1.0,0.0,0.0
9421,1.0,1.0,1.0,0.0,0.0
9422,1.0,1.0,1.0,0.0,0.0
9423,4.0,4.0,1.0,0.0,0.0
9424,2.0,10.0,0.2,8.0,0.6666666666666666
9425,2.0,2.0,1.0,0.0,0.0
9426,10.0,10.0,1.0,0.0,0.0
9427,1.0,1.0,1.0,0.0,0.0
9428,1.0,1.0,1.0,0.0,0.0
9429,18.0,18.0,1.0,0.0,0.0
9430,1.0,1.0,1.0,0.0,0.0
9431,2.0,1.0,0.5,1.0,0.3333333333333333
9432,1.0,1.0,1.0,0.0,0.0
9433,1.0,1.0,1.0,0.0,0.0
9434,1.0,1.0,1.0,0.0,0.0
9435,5.0,5.0,1.0,0.0,0.0
9436,5.0,5.0,1.0,0.0,0.0
9437,3.0,3.0,1.0,0.0,0.0
9438,14.0,14.0,1.0,0.0,0.0
9439,3.0,3.0,1.0,0.0,0.0
9440,16.0,16.0,1.0,0.0,0.0
9441,12.0,12.0,1.0,0.0,0.0
9442,2.0,9.0,0.2222222222222222,7.0,0.6363636363636364
9443,17.0,17.0,1.0,0.0,0.0
9444,5.0,5.0,1.0,0.0,0.0
9445,28.0,28.0,1.0,0.0,0.0
9446,5.0,5.0,1.0,0.0,0.0
9447,4.0,4.0,1.0,0.0,0.0
9448,9.0,9.0,1.0,0.0,0.0
9449,6.0,7.0,0.8571428571428571,1.0,0.07692307692307693
9450,1.0,1.0,1.0,0.0,0.0
9451,4.0,4.0,1.0,0.0,0.0
9452,3.0,3.0,1.0,0.0,0.0
9453,1.0,1.0,1.0,0.0,0.0
9454,9.0,23.0,0.391304347826087,14.0,0.4375
9455,4.0,4.0,1.0,0.0,0.0
9456,10.0,4.0,0.4,6.0,0.42857142857142855
9457,9.0,1.0,0.1111111111111111,8.0,0.8
9458,2.0,2.0,1.0,0.0,0.0
9459,5.0,5.0,1.0,0.0,0.0
9460,1.0,1.0,1.0,0.0,0.0
9461,6.0,10.0,0.6,4.0,0.25
9462,6.0,6.0,1.0,0.0,0.0
9463,7.0,,,,
9464,26.0,26.0,1.0,0.0,0.0
9465,4.0,4.0,1.0,0.0,0.0
9466,6.0,,,,
9467,9.0,9.0,1.0,0.0,0.0
9468,6.0,6.0,1.0,0.0,0.0
9469,3.0,1.0,0.3333333333333333,2.0,0.5
9470,1.0,2.0,0.5,1.0,0.3333333333333333
9471,1.0,1.0,1.0,0.0,0.0
9472,18.0,18.0,1.0,0.0,0.0
9473,1.0,1.0,1.0,0.0,0.0
9474,5.0,5.0,1.0,0.0,0.0
9475,17.0,17.0,1.0,0.0,0.0
9476,1.0,2.0,0.5,1.0,0.3333333333333333
9477,1.0,1.0,1.0,0.0,0.0
9478,1.0,1.0,1.0,0.0,0.0
9479,1.0,1.0,1.0,0.0,0.0
9480,9.0,8.0,0.8888888888888888,1.0,0.058823529411764705
9481,23.0,23.0,1.0,0.0,0.0
9482,8.0,8.0,1.0,0.0,0.0
9483,4.0,4.0,1.0,0.0,0.0
9484,25.0,25.0,1.0,0.0,0.0
9485,1.0,1.0,1.0,0.0,0.0
9486,7.0,12.0,0.5833333333333334,5.0,0.2631578947368421
9487,1.0,1.0,1.0,0.0,0.0
9488,4.0,4.0,1.0,0.0,0.0
9489,21.0,21.0,1.0,0.0,0.0
9490,12.0,8.0,0.6666666666666666,4.0,0.2
9491,6.0,10.0,0.6,4.0,0.25
9492,3.0,3.0,1.0,0.0,0.0
9493,8.0,8.0,1.0,0.0,0.0
9494,9.0,9.0,1.0,0.0,0.0
9495,2.0,1.0,0.5,1.0,0.3333333333333333
9496,1.0,2.0,0.5,1.0,0.3333333333333333
9497,3.0,3.0,1.0,0.0,0.0
9498,1.0,1.0,1.0,0.0,0.0
9499,1.0,1.0,1.0,0.0,0.0
9500,11.0,11.0,1.0,0.0,0.0
9501,2.0,2.0,1.0,0.0,0.0
9502,20.0,20.0,1.0,0.0,0.0
9503,6.0,6.0,1.0,0.0,0.0
9504,2.0,3.0,0.6666666666666666,1.0,0.2
9505,1.0,1.0,1.0,0.0,0.0
9506,4.0,4.0,1.0,0.0,0.0
9507,6.0,6.0,1.0,0.0,0.0
9508,1.0,1.0,1.0,0.0,0.0
9509,1.0,2.0,0.5,1.0,0.3333333333333333
9510,13.0,14.0,0.9285714285714286,1.0,0.037037037037037035
9511,11.0,11.0,1.0,0.0,0.0
9512,1.0,1.0,1.0,0.0,0.0
9513,2.0,2.0,1.0,0.0,0.0
9514,2.0,1.0,0.5,1.0,0.3333333333333333
9515,3.0,3.0,1.0,0.0,0.0
9516,10.0,10.0,1.0,0.0,0.0
9517,6.0,6.0,1.0,0.0,0.0
9518,1.0,2.0,0.5,1.0,0.3333333333333333
9519,20.0,25.0,0.8,5.0,0.1111111111111111
9520,1.0,1.0,1.0,0.0,0.0
9521,3.0,3.0,1.0,0.0,0.0
9522,9.0,9.0,1.0,0.0,0.0
9523,1.0,1.0,1.0,0.0,0.0
9524,1.0,1.0,1.0,0.0,0.0
9525,3.0,3.0,1.0,0.0,0.0
9526,1.0,1.0,1.0,0.0,0.0
9527,8.0,8.0,1.0,0.0,0.0
9528,10.0,10.0,1.0,0.0,0.0
9529,1.0,1.0,1.0,0.0,0.0
9530,8.0,13.0,0.6153846153846154,5.0,0.23809523809523808
9531,11.0,12.0,0.9166666666666666,1.0,0.043478260869565216
9532,12.0,19.0,0.631578947368421,7.0,0.22580645161290322
9533,9.0,9.0,1.0,0.0,0.0
9534,5.0,7.0,0.7142857142857143,2.0,0.16666666666666666
9535,12.0,12.0,1.0,0.0,0.0
9536,3.0,3.0,1.0,0.0,0.0
9537,5.0,5.0,1.0,0.0,0.0
9538,2.0,2.0,1.0,0.0,0.0
9539,1.0,1.0,1.0,0.0,0.0
9540,8.0,10.0,0.8,2.0,0.1111111111111111
9541,5.0,5.0,1.0,0.0,0.0
9542,1.0,1.0,1.0,0.0,0.0
9543,20.0,20.0,1.0,0.0,0.0
9544,4.0,4.0,1.0,0.0,0.0
9545,11.0,6.0,0.5454545454545455,5.0,0.29411764705882354
9546,5.0,5.0,1.0,0.0,0.0
9547,1.0,1.0,1.0,0.0,0.0
9548,4.0,1.0,0.25,3.0,0.6
9549,4.0,4.0,1.0,0.0,0.0
9550,2.0,2.0,1.0,0.0,0.0
9551,2.0,2.0,1.0,0.0,0.0
9552,1.0,5.0,0.2,4.0,0.6666666666666666
9553,4.0,4.0,1.0,0.0,0.0
9554,1.0,4.0,0.25,3.0,0.6
9555,1.0,2.0,0.5,1.0,0.3333333333333333
9556,25.0,25.0,1.0,0.0,0.0
9557,9.0,9.0,1.0,0.0,0.0
9558,2.0,2.0,1.0,0.0,0.0
9559,1.0,1.0,1.0,0.0,0.0
9560,2.0,1.0,0.5,1.0,0.3333333333333333
9561,1.0,1.0,1.0,0.0,0.0
9562,23.0,12.0,0.5217391304347826,11.0,0.3142857142857143
9563,1.0,1.0,1.0,0.0,0.0
9564,1.0,5.0,0.2,4.0,0.6666666666666666
9565,2.0,1.0,0.5,1.0,0.3333333333333333
9566,1.0,1.0,1.0,0.0,0.0
9567,2.0,3.0,0.6666666666666666,1.0,0.2
9568,8.0,8.0,1.0,0.0,0.0
9569,1.0,3.0,0.3333333333333333,2.0,0.5
9570,1.0,1.0,1.0,0.0,0.0
9571,5.0,5.0,1.0,0.0,0.0
9572,2.0,1.0,0.5,1.0,0.3333333333333333
9573,2.0,2.0,1.0,0.0,0.0
9574,8.0,8.0,1.0,0.0,0.0
9575,4.0,4.0,1.0,0.0,0.0
9576,2.0,2.0,1.0,0.0,0.0
9577,17.0,17.0,1.0,0.0,0.0
9578,23.0,14.0,0.6086956521739131,9.0,0.24324324324324326
9579,5.0,2.0,0.4,3.0,0.42857142857142855
9580,1.0,1.0,1.0,0.0,0.0
9581,1.0,1.0,1.0,0.0,0.0
9582,1.0,1.0,1.0,0.0,0.0
9583,5.0,7.0,0.7142857142857143,2.0,0.16666666666666666
9584,4.0,4.0,1.0,0.0,0.0
9585,7.0,7.0,1.0,0.0,0.0
9586,1.0,1.0,1.0,0.0,0.0
9587,1.0,1.0,1.0,0.0,0.0
9588,1.0,4.0,0.25,3.0,0.6
9589,14.0,14.0,1.0,0.0,0.0
9590,23.0,9.0,0.391304347826087,14.0,0.4375
9591,10.0,10.0,1.0,0.0,0.0
9592,3.0,3.0,1.0,0.0,0.0
9593,5.0,5.0,1.0,0.0,0.0
9594,7.0,7.0,1.0,0.0,0.0
9595,6.0,6.0,1.0,0.0,0.0
9596,14.0,14.0,1.0,0.0,0.0
9597,12.0,12.0,1.0,0.0,0.0
9598,1.0,1.0,1.0,0.0,0.0
9599,7.0,7.0,1.0,0.0,0.0
9600,6.0,6.0,1.0,0.0,0.0
9601,2.0,2.0,1.0,0.0,0.0
9602,16.0,16.0,1.0,0.0,0.0
9603,3.0,3.0,1.0,0.0,0.0
9604,20.0,22.0,0.9090909090909091,2.0,0.047619047619047616
9605,3.0,3.0,1.0,0.0,0.0
9606,4.0,4.0,1.0,0.0,0.0
9607,8.0,8.0,1.0,0.0,0.0
9608,4.0,4.0,1.0,0.0,0.0
9609,1.0,1.0,1.0,0.0,0.0
9610,1.0,1.0,1.0,0.0,0.0
9611,1.0,4.0,0.25,3.0,0.6
9612,4.0,4.0,1.0,0.0,0.0
9613,1.0,5.0,0.2,4.0,0.6666666666666666
9614,5.0,5.0,1.0,0.0,0.0
9615,8.0,8.0,1.0,0.0,0.0
9616,3.0,3.0,1.0,0.0,0.0
9617,6.0,6.0,1.0,0.0,0.0
9618,11.0,11.0,1.0,0.0,0.0
9619,2.0,2.0,1.0,0.0,0.0
9620,1.0,1.0,1.0,0.0,0.0
9621,1.0,1.0,1.0,0.0,0.0
9622,6.0,6.0,1.0,0.0,0.0
9623,1.0,1.0,1.0,0.0,0.0
9624,5.0,5.0,1.0,0.0,0.0
9625,11.0,11.0,1.0,0.0,0.0
9626,1.0,1.0,1.0,0.0,0.0
9627,2.0,2.0,1.0,0.0,0.0
9628,1.0,1.0,1.0,0.0,0.0
9629,10.0,10.0,1.0,0.0,0.0
