,core1,core2,core3
13721,0.0,8.0,1.0
13722,17.0,20.0,20.0
13723,0.0,1.0,4.0
13724,28.0,40.0,32.0
13725,0.0,5.0,1.0
13726,0.0,5.0,1.0
13727,0.0,1.0,4.0
13728,0.0,1.0,4.0
13729,0.0,1.0,7.0
13730,0.0,8.0,1.0
13731,21.0,30.0,23.0
13732,1.0,4.0,4.0
13733,27.0,43.0,33.0
13734,0.0,6.0,2.0
13735,9.0,11.0,30.0
13736,0.0,13.0,1.0
13737,0.0,2.0,4.0
13738,11.0,14.0,33.0
13739,0.0,1.0,36.0
13740,4.0,5.0,5.0
13741,0.0,2.0,6.0
13742,11.0,19.0,12.0
13743,3.0,4.0,4.0
13744,37.0,39.0,38.0
13745,6.0,9.0,8.0
13746,0.0,20.0,1.0
13747,30.0,33.0,48.0
13748,27.0,33.0,41.0
13749,0.0,1.0,16.0
13750,0.0,15.0,1.0
13751,11.0,16.0,15.0
13752,18.0,20.0,19.0
13753,0.0,1.0,7.0
13754,0.0,4.0,1.0
13755,13.0,16.0,15.0
13756,0.0,1.0,13.0
13757,4.0,5.0,8.0
13758,0.0,4.0,1.0
13759,15.0,16.0,16.0
13760,0.0,5.0,1.0
13761,3.0,8.0,8.0
13762,0.0,1.0,22.0
13763,9.0,10.0,21.0
13764,0.0,1.0,4.0
13765,34.0,40.0,38.0
13766,18.0,27.0,23.0
13767,2.0,3.0,5.0
13768,0.0,1.0,5.0
13769,0.0,4.0,1.0
13770,19.0,20.0,45.0
13771,0.0,1.0,4.0
13772,7.0,8.0,10.0
13773,0.0,14.0,2.0
13774,0.0,1.0,4.0
13775,7.0,9.0,8.0
13776,0.0,1.0,61.0
13777,0.0,4.0,1.0
13778,0.0,2.0,11.0
13779,2.0,5.0,5.0
13780,9.0,10.0,15.0
13781,9.0,13.0,13.0
13782,5.0,6.0,6.0
13783,13.0,17.0,15.0
13784,7.0,18.0,14.0
13785,0.0,11.0,2.0
13786,1.0,2.0,9.0
13787,0.0,1.0,4.0
13788,0.0,1.0,36.0
13789,10.0,13.0,12.0
13790,0.0,7.0,1.0
13791,6.0,7.0,8.0
13792,8.0,17.0,10.0
13793,0.0,5.0,1.0
13794,3.0,8.0,4.0
13795,0.0,1.0,23.0
13796,0.0,7.0,1.0
13797,16.0,19.0,19.0
13798,6.0,7.0,8.0
13799,24.0,42.0,31.0
13800,1.0,2.0,14.0
13801,1.0,3.0,4.0
13802,1.0,4.0,2.0
13803,7.0,8.0,8.0
13804,9.0,18.0,17.0
13805,4.0,9.0,6.0
13806,0.0,1.0,10.0
13807,4.0,5.0,5.0
13808,3.0,4.0,5.0
13809,22.0,26.0,33.0
13810,6.0,7.0,8.0
13811,0.0,1.0,4.0
13812,7.0,8.0,10.0
13813,0.0,4.0,2.0
13814,7.0,9.0,8.0
13815,4.0,10.0,5.0
13816,8.0,13.0,10.0
13817,0.0,1.0,5.0
13818,14.0,30.0,33.0
13819,30.0,39.0,32.0
13820,2.0,3.0,7.0
13821,3.0,7.0,4.0
13822,0.0,1.0,25.0
13823,6.0,38.0,9.0
13824,0.0,2.0,16.0
13825,9.0,15.0,11.0
13826,3.0,5.0,4.0
13827,0.0,5.0,1.0
13828,0.0,1.0,4.0
13829,3.0,5.0,5.0
13830,5.0,6.0,19.0
13831,0.0,6.0,5.0
13832,13.0,42.0,24.0
13833,16.0,21.0,19.0
13834,3.0,4.0,4.0
13835,13.0,16.0,17.0
13836,3.0,5.0,14.0
13837,5.0,7.0,7.0
13838,0.0,1.0,11.0
13839,8.0,11.0,11.0
13840,1.0,4.0,2.0
13841,4.0,6.0,5.0
13842,0.0,4.0,6.0
13843,1.0,2.0,4.0
13844,15.0,43.0,16.0
13845,11.0,12.0,12.0
13846,0.0,4.0,1.0
13847,5.0,6.0,9.0
13848,5.0,6.0,11.0
13849,0.0,5.0,1.0
13850,1.0,5.0,2.0
13851,0.0,1.0,4.0
13852,25.0,29.0,36.0
13853,0.0,10.0,1.0
13854,10.0,17.0,12.0
13855,0.0,4.0,2.0
13856,8.0,9.0,9.0
13857,0.0,5.0,1.0
13858,0.0,8.0,1.0
13859,3.0,7.0,6.0
13860,1.0,2.0,4.0
13861,4.0,5.0,6.0
13862,16.0,65.0,20.0
13863,6.0,7.0,7.0
13864,8.0,9.0,19.0
13865,0.0,1.0,36.0
13866,4.0,6.0,5.0
13867,11.0,14.0,12.0
13868,1.0,14.0,6.0
13869,0.0,1.0,7.0
13870,22.0,26.0,35.0
13871,0.0,1.0,5.0
13872,8.0,9.0,9.0
13873,7.0,9.0,9.0
13874,0.0,13.0,1.0
13875,0.0,1.0,14.0
13876,7.0,30.0,13.0
13877,0.0,1.0,4.0
13878,0.0,1.0,13.0
13879,5.0,6.0,6.0
13880,0.0,4.0,1.0
13881,13.0,17.0,14.0
13882,8.0,10.0,12.0
13883,2.0,3.0,5.0
13884,0.0,1.0,4.0
13885,0.0,1.0,5.0
13886,12.0,13.0,13.0
13887,0.0,4.0,2.0
13888,5.0,6.0,6.0
13889,4.0,5.0,5.0
13890,0.0,10.0,1.0
13891,2.0,6.0,5.0
13892,22.0,23.0,23.0
13893,0.0,6.0,1.0
13894,3.0,6.0,6.0
13895,0.0,11.0,1.0
13896,14.0,29.0,19.0
13897,6.0,7.0,10.0
13898,16.0,21.0,18.0
13899,0.0,5.0,1.0
13900,3.0,5.0,5.0
13901,0.0,5.0,1.0
13902,2.0,7.0,5.0
13903,0.0,1.0,6.0
13904,6.0,13.0,14.0
13905,0.0,5.0,1.0
13906,4.0,5.0,5.0
13907,0.0,1.0,4.0
13908,0.0,4.0,1.0
13909,0.0,1.0,6.0
13910,0.0,1.0,7.0
13911,15.0,34.0,19.0
13912,0.0,1.0,12.0
13913,0.0,1.0,5.0
13914,0.0,1.0,4.0
13915,1.0,6.0,2.0
13916,6.0,7.0,14.0
13917,0.0,1.0,6.0
13918,0.0,9.0,1.0
13919,0.0,1.0,4.0
13920,28.0,30.0,32.0
13921,11.0,13.0,12.0
13922,10.0,15.0,14.0
13923,0.0,1.0,5.0
13924,0.0,1.0,5.0
13925,0.0,1.0,66.0
13926,1.0,5.0,4.0
13927,25.0,34.0,27.0
13928,1.0,2.0,4.0
13929,4.0,5.0,5.0
13930,12.0,15.0,34.0
13931,0.0,6.0,1.0
13932,17.0,22.0,20.0
13933,0.0,8.0,1.0
13934,17.0,20.0,22.0
13935,0.0,4.0,1.0
13936,1.0,2.0,12.0
13937,4.0,12.0,15.0
13938,0.0,1.0,9.0
13939,21.0,31.0,22.0
13940,0.0,1.0,6.0
13941,0.0,16.0,6.0
13942,1.0,7.0,3.0
13943,0.0,1.0,16.0
13944,0.0,2.0,5.0
13945,14.0,16.0,21.0
13946,17.0,22.0,18.0
13947,2.0,6.0,4.0
13948,4.0,6.0,5.0
13949,0.0,1.0,5.0
13950,0.0,16.0,24.0
13951,20.0,22.0,23.0
13952,10.0,14.0,12.0
13953,3.0,4.0,5.0
13954,0.0,1.0,6.0
13955,5.0,7.0,6.0
13956,0.0,4.0,1.0
13957,0.0,1.0,6.0
13958,0.0,1.0,8.0
13959,5.0,6.0,9.0
13960,25.0,28.0,28.0
13961,2.0,3.0,6.0
13962,0.0,1.0,4.0
13963,0.0,4.0,1.0
13964,8.0,9.0,9.0
13965,10.0,11.0,11.0
13966,1.0,2.0,6.0
13967,5.0,6.0,17.0
13968,0.0,1.0,4.0
13969,11.0,22.0,16.0
13970,1.0,2.0,7.0
13971,0.0,5.0,4.0
13972,0.0,19.0,1.0
13973,2.0,9.0,8.0
13974,0.0,1.0,6.0
13975,0.0,4.0,13.0
13976,0.0,1.0,5.0
13977,4.0,7.0,6.0
13978,1.0,16.0,7.0
13979,27.0,32.0,44.0
13980,0.0,4.0,1.0
13981,1.0,4.0,2.0
13982,0.0,6.0,55.0
13983,14.0,15.0,19.0
13984,6.0,7.0,7.0
13985,13.0,14.0,17.0
13986,0.0,9.0,4.0
13987,0.0,1.0,4.0
13988,2.0,5.0,6.0
13989,13.0,17.0,17.0
13990,4.0,7.0,5.0
13991,0.0,1.0,14.0
13992,4.0,5.0,5.0
13993,11.0,17.0,12.0
13994,8.0,16.0,10.0
13995,0.0,1.0,5.0
13996,2.0,7.0,5.0
13997,0.0,1.0,5.0
13998,0.0,1.0,5.0
13999,0.0,6.0,1.0
14000,0.0,1.0,9.0
14001,3.0,4.0,4.0
14002,15.0,18.0,22.0
14003,1.0,2.0,6.0
14004,0.0,4.0,1.0
14005,0.0,5.0,17.0
14006,0.0,7.0,1.0
14007,1.0,4.0,88.0
14008,4.0,8.0,6.0
14009,1.0,4.0,2.0
14010,1.0,2.0,5.0
14011,3.0,5.0,5.0
14012,0.0,5.0,1.0
14013,0.0,1.0,4.0
14014,0.0,4.0,1.0
14015,1.0,5.0,4.0
14016,6.0,11.0,7.0
14017,0.0,8.0,1.0
14018,0.0,1.0,11.0
14019,9.0,11.0,10.0
14020,1.0,4.0,2.0
14021,6.0,9.0,8.0
14022,0.0,1.0,20.0
14023,3.0,6.0,6.0
14024,4.0,5.0,6.0
14025,0.0,1.0,10.0
14026,8.0,9.0,9.0
14027,6.0,7.0,9.0
14028,0.0,1.0,4.0
14029,20.0,22.0,23.0
14030,1.0,2.0,4.0
14031,0.0,5.0,1.0
14032,8.0,13.0,17.0
14033,9.0,10.0,11.0
14034,7.0,12.0,10.0
14035,2.0,5.0,5.0
14036,0.0,4.0,15.0
14037,0.0,2.0,5.0
14038,12.0,18.0,16.0
14039,18.0,29.0,34.0
14040,0.0,5.0,2.0
14041,0.0,5.0,1.0
14042,0.0,2.0,18.0
14043,3.0,4.0,4.0
14044,5.0,13.0,27.0
14045,24.0,51.0,25.0
14046,0.0,7.0,14.0
14047,0.0,14.0,1.0
14048,14.0,24.0,18.0
14049,4.0,6.0,7.0
14050,0.0,10.0,1.0
14051,14.0,17.0,15.0
14052,17.0,18.0,23.0
14053,0.0,1.0,11.0
14054,0.0,1.0,8.0
14055,0.0,1.0,6.0
14056,0.0,4.0,1.0
14057,18.0,31.0,24.0
14058,5.0,6.0,6.0
14059,0.0,1.0,7.0
14060,0.0,6.0,2.0
14061,6.0,7.0,9.0
14062,16.0,22.0,31.0
14063,0.0,4.0,1.0
14064,4.0,6.0,7.0
14065,2.0,5.0,4.0
14066,0.0,8.0,1.0
14067,2.0,4.0,3.0
14068,46.0,47.0,48.0
14069,0.0,8.0,1.0
14070,0.0,1.0,4.0
14071,1.0,6.0,4.0
14072,3.0,4.0,14.0
14073,0.0,4.0,2.0
14074,0.0,2.0,6.0
14075,0.0,1.0,4.0
14076,1.0,3.0,11.0
14077,0.0,1.0,5.0
14078,5.0,8.0,6.0
14079,8.0,9.0,11.0
14080,4.0,5.0,5.0
14081,0.0,8.0,1.0
14082,20.0,21.0,21.0
14083,6.0,7.0,8.0
14084,0.0,1.0,10.0
14085,0.0,1.0,12.0
14086,6.0,7.0,8.0
14087,0.0,14.0,2.0
14088,11.0,16.0,16.0
14089,0.0,9.0,2.0
14090,2.0,6.0,3.0
14091,0.0,5.0,1.0
14092,13.0,17.0,15.0
14093,0.0,4.0,2.0
14094,9.0,15.0,12.0
14095,1.0,2.0,5.0
14096,0.0,1.0,10.0
14097,2.0,12.0,4.0
14098,10.0,12.0,15.0
14099,0.0,1.0,4.0
14100,0.0,5.0,3.0
14101,0.0,2.0,6.0
14102,3.0,4.0,5.0
14103,0.0,1.0,10.0
14104,3.0,6.0,5.0
14105,19.0,24.0,38.0
14106,0.0,1.0,9.0
14107,23.0,37.0,29.0
14108,0.0,3.0,21.0
14109,5.0,8.0,8.0
14110,0.0,1.0,5.0
14111,2.0,3.0,21.0
14112,1.0,9.0,2.0
14113,0.0,1.0,5.0
14114,0.0,1.0,9.0
14115,0.0,5.0,1.0
14116,1.0,2.0,5.0
14117,9.0,10.0,13.0
14118,25.0,26.0,26.0
14119,2.0,3.0,6.0
14120,0.0,1.0,7.0
14121,1.0,7.0,2.0
14122,25.0,26.0,26.0
14123,11.0,13.0,14.0
14124,9.0,12.0,15.0
14125,5.0,8.0,6.0
14126,5.0,7.0,6.0
14127,0.0,1.0,5.0
14128,17.0,20.0,29.0
14129,0.0,6.0,1.0
14130,0.0,1.0,5.0
14131,0.0,1.0,22.0
14132,0.0,5.0,2.0
14133,21.0,29.0,37.0
14134,18.0,24.0,19.0
14135,2.0,4.0,8.0
14136,0.0,1.0,6.0
14137,0.0,4.0,1.0
14138,3.0,6.0,4.0
14139,6.0,22.0,7.0
14140,5.0,7.0,6.0
14141,0.0,8.0,1.0
14142,0.0,7.0,1.0
14143,0.0,1.0,4.0
14144,5.0,11.0,8.0
14145,3.0,4.0,5.0
14146,14.0,16.0,26.0
14147,0.0,1.0,4.0
14148,9.0,10.0,15.0
14149,3.0,5.0,4.0
14150,2.0,3.0,4.0
14151,0.0,5.0,1.0
14152,0.0,4.0,1.0
14153,5.0,10.0,18.0
14154,0.0,4.0,1.0
14155,7.0,8.0,8.0
14156,0.0,1.0,23.0
14157,12.0,17.0,20.0
14158,3.0,4.0,5.0
14159,4.0,5.0,5.0
14160,5.0,6.0,6.0
14161,7.0,9.0,8.0
14162,11.0,13.0,13.0
14163,0.0,1.0,5.0
14164,0.0,1.0,5.0
14165,0.0,1.0,4.0
14166,0.0,1.0,4.0
14167,3.0,9.0,6.0
14168,8.0,11.0,10.0
14169,0.0,6.0,1.0
14170,9.0,11.0,11.0
14171,12.0,13.0,13.0
14172,0.0,6.0,1.0
14173,0.0,16.0,3.0
14174,14.0,15.0,17.0
14175,2.0,3.0,5.0
14176,14.0,25.0,17.0
14177,0.0,1.0,5.0
14178,0.0,8.0,1.0
14179,0.0,1.0,36.0
14180,10.0,11.0,11.0
14181,0.0,5.0,1.0
14182,5.0,6.0,7.0
14183,0.0,1.0,7.0
14184,25.0,26.0,26.0
14185,2.0,4.0,3.0
14186,12.0,13.0,13.0
14187,0.0,4.0,1.0
14188,0.0,1.0,19.0
14189,0.0,12.0,1.0
14190,0.0,2.0,10.0
14191,3.0,17.0,7.0
14192,12.0,14.0,14.0
14193,1.0,8.0,5.0
14194,0.0,1.0,7.0
14195,5.0,7.0,31.0
14196,0.0,1.0,4.0
14197,9.0,20.0,10.0
14198,3.0,6.0,5.0
14199,4.0,6.0,5.0
14200,0.0,4.0,1.0
14201,1.0,2.0,4.0
14202,6.0,8.0,9.0
14203,0.0,1.0,5.0
14204,10.0,17.0,13.0
14205,5.0,18.0,14.0
14206,1.0,16.0,2.0
14207,0.0,1.0,9.0
14208,0.0,4.0,1.0
14209,0.0,4.0,1.0
14210,20.0,38.0,26.0
14211,31.0,37.0,47.0
14212,5.0,6.0,6.0
14213,0.0,1.0,6.0
14214,3.0,4.0,6.0
14215,4.0,13.0,52.0
14216,1.0,5.0,17.0
14217,3.0,18.0,6.0
14218,0.0,1.0,5.0
14219,11.0,13.0,12.0
14220,22.0,29.0,66.0
14221,0.0,2.0,4.0
14222,1.0,7.0,5.0
14223,0.0,6.0,1.0
14224,0.0,1.0,18.0
14225,0.0,1.0,4.0
14226,0.0,1.0,11.0
14227,0.0,5.0,1.0
14228,0.0,4.0,1.0
14229,1.0,4.0,2.0
14230,4.0,6.0,5.0
14231,0.0,4.0,2.0
14232,30.0,32.0,32.0
14233,38.0,39.0,44.0
14234,0.0,7.0,1.0
14235,0.0,1.0,4.0
14236,4.0,5.0,6.0
14237,10.0,12.0,13.0
14238,8.0,10.0,9.0
14239,5.0,17.0,7.0
14240,24.0,41.0,49.0
14241,19.0,23.0,33.0
14242,9.0,13.0,11.0
14243,0.0,1.0,5.0
14244,0.0,6.0,2.0
14245,0.0,1.0,10.0
14246,6.0,9.0,8.0
14247,0.0,6.0,1.0
14248,3.0,6.0,4.0
14249,0.0,4.0,1.0
14250,0.0,4.0,1.0
14251,0.0,44.0,1.0
14252,1.0,7.0,2.0
14253,0.0,1.0,4.0
14254,4.0,6.0,5.0
14255,0.0,6.0,1.0
14256,3.0,4.0,4.0
14257,12.0,17.0,14.0
14258,4.0,5.0,5.0
14259,1.0,4.0,2.0
14260,0.0,1.0,44.0
14261,7.0,14.0,17.0
14262,0.0,1.0,6.0
14263,25.0,26.0,27.0
14264,3.0,4.0,5.0
14265,0.0,1.0,7.0
14266,0.0,2.0,8.0
14267,4.0,10.0,5.0
14268,0.0,6.0,1.0
14269,14.0,16.0,21.0
14270,2.0,4.0,6.0
14271,7.0,8.0,9.0
14272,7.0,8.0,9.0
14273,0.0,4.0,1.0
14274,0.0,1.0,44.0
14275,0.0,4.0,1.0
14276,0.0,7.0,7.0
14277,6.0,15.0,11.0
14278,0.0,2.0,8.0
14279,0.0,20.0,4.0
14280,2.0,3.0,8.0
14281,5.0,6.0,8.0
14282,4.0,8.0,6.0
14283,0.0,1.0,6.0
14284,3.0,4.0,5.0
14285,2.0,4.0,5.0
14286,0.0,5.0,1.0
14287,3.0,4.0,4.0
14288,17.0,21.0,18.0
14289,13.0,14.0,14.0
14290,0.0,2.0,7.0
14291,1.0,4.0,5.0
14292,2.0,5.0,8.0
14293,3.0,4.0,8.0
14294,9.0,16.0,22.0
14295,3.0,6.0,4.0
14296,29.0,38.0,38.0
14297,9.0,15.0,22.0
14298,1.0,2.0,4.0
14299,0.0,5.0,1.0
14300,0.0,1.0,15.0
14301,3.0,5.0,4.0
14302,5.0,6.0,6.0
14303,14.0,25.0,18.0
14304,2.0,4.0,5.0
14305,0.0,1.0,7.0
14306,0.0,2.0,13.0
14307,5.0,32.0,23.0
14308,0.0,8.0,7.0
14309,2.0,3.0,4.0
14310,1.0,5.0,8.0
14311,15.0,21.0,21.0
14312,0.0,1.0,6.0
14313,4.0,5.0,7.0
14314,1.0,2.0,6.0
14315,3.0,16.0,4.0
14316,0.0,4.0,1.0
14317,8.0,14.0,13.0
14318,4.0,5.0,5.0
14319,7.0,12.0,8.0
14320,0.0,4.0,1.0
14321,0.0,4.0,1.0
14322,0.0,4.0,1.0
14323,1.0,7.0,2.0
14324,27.0,42.0,38.0
14325,1.0,2.0,5.0
14326,0.0,8.0,1.0
14327,26.0,42.0,27.0
14328,6.0,7.0,7.0
14329,0.0,5.0,1.0
14330,5.0,12.0,6.0
14331,6.0,7.0,12.0
14332,0.0,1.0,14.0
14333,0.0,4.0,1.0
14334,0.0,5.0,1.0
14335,0.0,4.0,1.0
14336,9.0,12.0,11.0
14337,0.0,1.0,4.0
14338,4.0,8.0,7.0
14339,13.0,14.0,38.0
14340,0.0,5.0,5.0
14341,1.0,2.0,6.0
14342,0.0,1.0,5.0
14343,0.0,1.0,146.0
14344,27.0,31.0,29.0
14345,19.0,26.0,24.0
14346,3.0,4.0,6.0
14347,39.0,43.0,44.0
14348,1.0,2.0,14.0
14349,14.0,16.0,18.0
14350,1.0,3.0,9.0
14351,3.0,4.0,4.0
14352,4.0,7.0,5.0
14353,0.0,5.0,5.0
14354,0.0,8.0,1.0
14355,7.0,13.0,11.0
14356,0.0,4.0,6.0
14357,9.0,19.0,14.0
14358,19.0,22.0,21.0
14359,0.0,4.0,1.0
14360,0.0,1.0,4.0
14361,0.0,6.0,6.0
14362,1.0,2.0,4.0
14363,4.0,6.0,10.0
14364,11.0,12.0,12.0
14365,0.0,1.0,5.0
14366,2.0,4.0,5.0
14367,1.0,4.0,5.0
14368,3.0,4.0,4.0
14369,9.0,10.0,10.0
14370,12.0,16.0,33.0
14371,0.0,10.0,1.0
14372,4.0,8.0,7.0
14373,6.0,8.0,11.0
14374,0.0,6.0,1.0
14375,0.0,1.0,77.0
14376,18.0,22.0,23.0
14377,0.0,1.0,4.0
14378,3.0,4.0,7.0
14379,3.0,4.0,4.0
14380,2.0,3.0,7.0
14381,20.0,38.0,51.0
14382,0.0,5.0,1.0
14383,0.0,1.0,4.0
14384,17.0,19.0,32.0
14385,1.0,5.0,6.0
14386,0.0,1.0,5.0
14387,0.0,1.0,11.0
14388,1.0,8.0,7.0
14389,0.0,1.0,6.0
14390,0.0,14.0,1.0
14391,0.0,4.0,1.0
14392,12.0,17.0,16.0
14393,26.0,54.0,32.0
14394,4.0,7.0,6.0
14395,0.0,1.0,4.0
14396,1.0,2.0,7.0
14397,6.0,7.0,25.0
14398,7.0,8.0,10.0
14399,3.0,4.0,5.0
14400,0.0,4.0,26.0
14401,3.0,4.0,4.0
14402,0.0,6.0,2.0
14403,3.0,8.0,5.0
14404,0.0,4.0,1.0
14405,18.0,19.0,21.0
14406,4.0,10.0,6.0
14407,0.0,4.0,16.0
14408,5.0,6.0,8.0
14409,0.0,1.0,52.0
14410,0.0,1.0,7.0
14411,6.0,11.0,11.0
14412,3.0,7.0,5.0
14413,39.0,42.0,44.0
14414,5.0,8.0,9.0
14415,0.0,1.0,28.0
14416,6.0,14.0,8.0
14417,0.0,1.0,4.0
14418,7.0,10.0,10.0
14419,22.0,24.0,26.0
14420,7.0,11.0,9.0
14421,4.0,5.0,6.0
14422,2.0,4.0,5.0
14423,0.0,1.0,17.0
14424,0.0,8.0,1.0
14425,12.0,19.0,13.0
14426,40.0,41.0,43.0
14427,3.0,5.0,5.0
14428,2.0,6.0,4.0
14429,0.0,1.0,4.0
14430,0.0,4.0,1.0
14431,0.0,1.0,4.0
14432,0.0,1.0,12.0
14433,1.0,4.0,2.0
14434,0.0,4.0,1.0
14435,16.0,18.0,35.0
14436,2.0,5.0,5.0
14437,1.0,5.0,2.0
14438,1.0,2.0,5.0
14439,1.0,4.0,16.0
14440,5.0,10.0,9.0
14441,0.0,6.0,6.0
14442,25.0,26.0,27.0
14443,11.0,12.0,18.0
14444,0.0,1.0,4.0
14445,5.0,10.0,12.0
14446,0.0,7.0,2.0
14447,5.0,9.0,10.0
14448,9.0,11.0,11.0
14449,1.0,2.0,5.0
14450,0.0,10.0,1.0
14451,16.0,18.0,17.0
14452,0.0,1.0,4.0
14453,0.0,1.0,5.0
14454,9.0,11.0,13.0
14455,0.0,1.0,4.0
14456,6.0,9.0,18.0
14457,1.0,2.0,6.0
14458,11.0,12.0,12.0
14459,12.0,13.0,15.0
14460,0.0,13.0,2.0
14461,11.0,24.0,39.0
14462,0.0,5.0,1.0
14463,0.0,1.0,11.0
14464,0.0,4.0,1.0
14465,8.0,14.0,24.0
14466,0.0,4.0,6.0
14467,0.0,5.0,1.0
14468,14.0,21.0,22.0
14469,5.0,10.0,7.0
14470,0.0,15.0,1.0
14471,3.0,5.0,5.0
14472,6.0,14.0,18.0
14473,3.0,8.0,4.0
14474,0.0,4.0,2.0
14475,2.0,3.0,5.0
14476,3.0,5.0,4.0
14477,2.0,3.0,4.0
14478,5.0,6.0,6.0
14479,0.0,4.0,1.0
14480,1.0,4.0,2.0
14481,6.0,18.0,8.0
14482,1.0,9.0,2.0
14483,2.0,3.0,4.0
14484,4.0,5.0,5.0
14485,4.0,5.0,7.0
14486,23.0,40.0,32.0
14487,4.0,8.0,24.0
14488,21.0,42.0,35.0
14489,5.0,8.0,6.0
14490,18.0,39.0,21.0
14491,5.0,15.0,6.0
14492,38.0,39.0,43.0
14493,4.0,8.0,14.0
14494,4.0,5.0,5.0
14495,6.0,8.0,7.0
14496,4.0,8.0,7.0
14497,0.0,5.0,1.0
14498,0.0,1.0,4.0
14499,0.0,4.0,1.0
14500,0.0,1.0,9.0
14501,0.0,10.0,1.0
14502,4.0,6.0,11.0
14503,0.0,6.0,3.0
14504,18.0,21.0,19.0
14505,0.0,1.0,26.0
14506,15.0,19.0,17.0
14507,3.0,4.0,4.0
14508,0.0,1.0,22.0
14509,16.0,25.0,17.0
14510,16.0,17.0,23.0
14511,11.0,15.0,32.0
14512,0.0,1.0,7.0
14513,0.0,6.0,6.0
14514,0.0,1.0,5.0
14515,14.0,20.0,19.0
14516,4.0,11.0,17.0
14517,4.0,5.0,5.0
14518,13.0,15.0,14.0
14519,0.0,1.0,4.0
14520,1.0,4.0,2.0
14521,0.0,5.0,1.0
14522,0.0,5.0,1.0
14523,3.0,4.0,6.0
14524,0.0,9.0,1.0
14525,0.0,10.0,1.0
14526,10.0,12.0,11.0
14527,7.0,9.0,8.0
14528,2.0,8.0,4.0
14529,0.0,7.0,1.0
14530,6.0,10.0,8.0
14531,26.0,31.0,27.0
14532,0.0,1.0,4.0
14533,0.0,10.0,1.0
14534,17.0,19.0,19.0
14535,7.0,8.0,8.0
14536,5.0,14.0,10.0
14537,0.0,1.0,10.0
14538,2.0,3.0,5.0
14539,0.0,1.0,5.0
14540,0.0,1.0,8.0
14541,0.0,1.0,9.0
14542,0.0,4.0,1.0
14543,0.0,1.0,12.0
14544,0.0,1.0,19.0
14545,0.0,1.0,9.0
14546,1.0,7.0,2.0
14547,3.0,5.0,5.0
14548,4.0,14.0,7.0
14549,4.0,11.0,6.0
14550,10.0,16.0,13.0
14551,12.0,14.0,16.0
14552,0.0,5.0,1.0
14553,0.0,12.0,1.0
14554,2.0,4.0,3.0
14555,5.0,6.0,6.0
14556,0.0,1.0,7.0
14557,12.0,13.0,14.0
14558,4.0,5.0,5.0
14559,11.0,12.0,16.0
14560,4.0,5.0,8.0
14561,9.0,10.0,10.0
14562,28.0,30.0,33.0
14563,0.0,1.0,5.0
14564,0.0,1.0,40.0
14565,0.0,1.0,5.0
14566,3.0,4.0,4.0
14567,0.0,1.0,65.0
14568,0.0,1.0,6.0
14569,6.0,10.0,7.0
14570,0.0,10.0,1.0
14571,3.0,5.0,4.0
14572,9.0,18.0,11.0
14573,9.0,17.0,18.0
14574,2.0,12.0,3.0
14575,0.0,1.0,19.0
14576,0.0,5.0,5.0
14577,0.0,4.0,1.0
14578,12.0,13.0,13.0
14579,0.0,6.0,1.0
14580,17.0,26.0,20.0
14581,0.0,2.0,6.0
14582,13.0,29.0,16.0
14583,1.0,5.0,2.0
14584,0.0,6.0,2.0
14585,0.0,5.0,1.0
14586,19.0,21.0,25.0
14587,4.0,12.0,5.0
14588,0.0,4.0,1.0
14589,0.0,4.0,1.0
14590,0.0,5.0,3.0
14591,1.0,2.0,4.0
14592,2.0,6.0,4.0
14593,0.0,6.0,1.0
14594,0.0,5.0,1.0
14595,0.0,4.0,1.0
14596,10.0,11.0,11.0
14597,5.0,7.0,11.0
14598,0.0,1.0,11.0
14599,7.0,9.0,11.0
14600,0.0,5.0,1.0
14601,1.0,5.0,5.0
14602,4.0,7.0,5.0
14603,10.0,11.0,19.0
14604,0.0,1.0,4.0
14605,10.0,11.0,12.0
14606,0.0,1.0,39.0
14607,2.0,5.0,7.0
14608,9.0,10.0,12.0
14609,0.0,1.0,6.0
14610,0.0,1.0,11.0
14611,0.0,1.0,9.0
14612,0.0,1.0,12.0
14613,0.0,4.0,7.0
14614,28.0,31.0,47.0
14615,15.0,18.0,22.0
14616,25.0,34.0,41.0
14617,21.0,37.0,25.0
14618,3.0,5.0,6.0
14619,0.0,1.0,6.0
14620,24.0,25.0,27.0
14621,0.0,1.0,5.0
14622,0.0,4.0,1.0
14623,1.0,2.0,5.0
14624,0.0,5.0,1.0
14625,30.0,31.0,31.0
14626,3.0,4.0,16.0
14627,0.0,1.0,5.0
14628,0.0,9.0,1.0
14629,8.0,10.0,9.0
14630,1.0,2.0,21.0
14631,0.0,4.0,1.0
14632,0.0,4.0,15.0
14633,0.0,1.0,4.0
14634,24.0,32.0,31.0
14635,0.0,7.0,1.0
14636,6.0,8.0,16.0
14637,5.0,7.0,7.0
14638,2.0,3.0,6.0
14639,0.0,1.0,5.0
14640,11.0,12.0,12.0
14641,0.0,5.0,1.0
14642,16.0,18.0,21.0
14643,3.0,4.0,4.0
14644,0.0,4.0,1.0
14645,0.0,4.0,1.0
14646,29.0,32.0,48.0
14647,0.0,4.0,1.0
14648,2.0,11.0,11.0
14649,1.0,8.0,4.0
14650,0.0,1.0,7.0
14651,0.0,11.0,4.0
14652,1.0,5.0,2.0
