,q1_neigh,q2_neigh,common_neigh,distinct_neigh,clique_size,shortest_path
13577,28.0,24.0,22.0,30.0,23.0,2.0
13578,7.0,6.0,5.0,8.0,7.0,2.0
13579,1.0,4.0,0.0,5.0,2.0,10.0
13580,6.0,5.0,4.0,7.0,5.0,2.0
13581,1.0,4.0,0.0,5.0,2.0,10.0
13582,1.0,21.0,0.0,22.0,2.0,10.0
13583,10.0,1.0,0.0,11.0,2.0,10.0
13584,13.0,7.0,6.0,14.0,10.0,2.0
13585,12.0,18.0,11.0,19.0,12.0,2.0
13586,7.0,6.0,5.0,8.0,7.0,2.0
13587,5.0,1.0,0.0,6.0,2.0,10.0
13588,22.0,25.0,18.0,29.0,17.0,2.0
13589,36.0,48.0,24.0,60.0,12.0,2.0
13590,1.0,24.0,0.0,25.0,2.0,10.0
13591,2.0,5.0,1.0,6.0,3.0,2.0
13592,3.0,4.0,0.0,7.0,2.0,3.0
13593,1.0,8.0,0.0,9.0,2.0,10.0
13594,7.0,2.0,0.0,9.0,2.0,4.0
13595,1.0,5.0,0.0,6.0,2.0,10.0
13596,5.0,6.0,4.0,7.0,5.0,2.0
13597,32.0,30.0,27.0,35.0,23.0,2.0
13598,6.0,4.0,3.0,7.0,6.0,2.0
13599,10.0,6.0,5.0,11.0,7.0,2.0
13600,3.0,4.0,2.0,5.0,4.0,2.0
13601,29.0,46.0,22.0,53.0,13.0,2.0
13602,7.0,1.0,0.0,8.0,2.0,10.0
13603,18.0,41.0,16.0,43.0,18.0,2.0
13604,16.0,20.0,14.0,22.0,14.0,2.0
13605,4.0,1.0,0.0,5.0,2.0,10.0
13606,41.0,19.0,16.0,44.0,24.0,2.0
13607,4.0,1.0,0.0,5.0,2.0,10.0
13608,4.0,6.0,2.0,8.0,4.0,2.0
13609,1.0,4.0,0.0,5.0,2.0,10.0
13610,6.0,1.0,0.0,7.0,2.0,10.0
13611,20.0,17.0,14.0,23.0,15.0,2.0
13612,7.0,1.0,0.0,8.0,2.0,10.0
13613,5.0,2.0,1.0,6.0,4.0,2.0
13614,12.0,11.0,10.0,13.0,11.0,2.0
13615,18.0,20.0,17.0,21.0,18.0,2.0
13616,1.0,11.0,0.0,12.0,2.0,10.0
13617,15.0,20.0,14.0,21.0,15.0,2.0
13618,2.0,61.0,1.0,62.0,3.0,2.0
13619,1.0,5.0,0.0,6.0,2.0,10.0
13620,31.0,17.0,11.0,37.0,17.0,2.0
13621,6.0,5.0,3.0,8.0,5.0,2.0
13622,2.0,4.0,0.0,6.0,2.0,4.0
13623,18.0,53.0,16.0,55.0,17.0,2.0
13624,16.0,8.0,5.0,19.0,11.0,2.0
13625,13.0,21.0,11.0,23.0,8.0,2.0
13626,1.0,5.0,0.0,6.0,2.0,10.0
13627,1.0,5.0,0.0,6.0,2.0,10.0
13628,4.0,1.0,0.0,5.0,4.0,10.0
13629,2.0,18.0,1.0,19.0,3.0,2.0
13630,6.0,2.0,1.0,7.0,3.0,2.0
13631,1.0,7.0,0.0,8.0,2.0,10.0
13632,16.0,6.0,4.0,18.0,7.0,2.0
13633,5.0,4.0,0.0,9.0,2.0,10.0
13634,7.0,10.0,6.0,11.0,8.0,2.0
13635,7.0,8.0,5.0,10.0,7.0,2.0
13636,17.0,17.0,9.0,25.0,7.0,2.0
13637,9.0,24.0,8.0,25.0,7.0,2.0
13638,13.0,9.0,8.0,14.0,9.0,2.0
13639,4.0,6.0,3.0,7.0,5.0,2.0
13640,49.0,49.0,30.0,68.0,25.0,2.0
13641,7.0,4.0,3.0,8.0,5.0,2.0
13642,1.0,6.0,0.0,7.0,2.0,10.0
13643,51.0,23.0,21.0,53.0,25.0,2.0
13644,9.0,19.0,8.0,20.0,6.0,2.0
13645,28.0,31.0,19.0,40.0,13.0,2.0
13646,41.0,19.0,18.0,42.0,19.0,2.0
13647,4.0,5.0,3.0,6.0,5.0,2.0
13648,1.0,5.0,0.0,6.0,2.0,10.0
13649,13.0,15.0,12.0,16.0,13.0,2.0
13650,10.0,7.0,4.0,13.0,6.0,2.0
13651,1.0,6.0,0.0,7.0,2.0,10.0
13652,1.0,11.0,0.0,12.0,2.0,10.0
13653,6.0,7.0,5.0,8.0,7.0,2.0
13654,6.0,2.0,0.0,8.0,2.0,10.0
13655,1.0,5.0,0.0,6.0,2.0,10.0
13656,6.0,8.0,4.0,10.0,5.0,2.0
13657,6.0,7.0,4.0,9.0,6.0,2.0
13658,7.0,6.0,0.0,13.0,3.0,3.0
13659,19.0,18.0,15.0,22.0,16.0,2.0
13660,1.0,6.0,0.0,7.0,2.0,10.0
13661,15.0,5.0,4.0,16.0,10.0,2.0
13662,6.0,7.0,1.0,12.0,5.0,2.0
13663,6.0,8.0,5.0,9.0,5.0,2.0
13664,4.0,5.0,0.0,9.0,2.0,4.0
13665,23.0,23.0,21.0,25.0,18.0,2.0
13666,27.0,30.0,26.0,31.0,24.0,2.0
13667,4.0,4.0,0.0,8.0,2.0,10.0
13668,25.0,11.0,6.0,30.0,15.0,2.0
13669,7.0,7.0,4.0,10.0,6.0,2.0
13670,30.0,1.0,0.0,31.0,6.0,10.0
13671,8.0,2.0,0.0,10.0,4.0,4.0
13672,12.0,5.0,1.0,16.0,3.0,2.0
13673,8.0,1.0,0.0,9.0,2.0,10.0
13674,4.0,1.0,0.0,5.0,2.0,10.0
13675,46.0,25.0,21.0,50.0,31.0,2.0
13676,8.0,1.0,0.0,9.0,2.0,10.0
13677,6.0,1.0,0.0,7.0,2.0,10.0
13678,18.0,19.0,17.0,20.0,12.0,2.0
13679,7.0,1.0,0.0,8.0,2.0,10.0
13680,5.0,1.0,0.0,6.0,2.0,10.0
13681,26.0,50.0,24.0,52.0,24.0,2.0
13682,18.0,28.0,14.0,32.0,13.0,2.0
13683,46.0,41.0,39.0,48.0,31.0,2.0
13684,27.0,26.0,25.0,28.0,27.0,2.0
13685,13.0,8.0,7.0,14.0,10.0,2.0
13686,4.0,1.0,0.0,5.0,2.0,10.0
13687,1.0,4.0,0.0,5.0,2.0,10.0
13688,9.0,9.0,8.0,10.0,9.0,2.0
13689,6.0,7.0,4.0,9.0,6.0,2.0
13690,5.0,9.0,0.0,14.0,2.0,4.0
13691,1.0,25.0,0.0,26.0,2.0,10.0
13692,4.0,1.0,0.0,5.0,2.0,10.0
13693,4.0,1.0,0.0,5.0,2.0,10.0
13694,2.0,4.0,1.0,5.0,3.0,2.0
13695,1.0,4.0,0.0,5.0,2.0,10.0
13696,1.0,7.0,0.0,8.0,2.0,10.0
13697,12.0,8.0,7.0,13.0,8.0,2.0
13698,3.0,7.0,1.0,9.0,3.0,2.0
13699,2.0,4.0,1.0,5.0,3.0,2.0
13700,15.0,15.0,11.0,19.0,10.0,2.0
13701,7.0,2.0,1.0,8.0,5.0,2.0
13702,9.0,13.0,8.0,14.0,7.0,2.0
13703,11.0,11.0,3.0,19.0,10.0,2.0
13704,1.0,11.0,0.0,12.0,2.0,10.0
13705,7.0,7.0,3.0,11.0,6.0,2.0
13706,5.0,1.0,0.0,6.0,2.0,10.0
13707,32.0,31.0,24.0,39.0,24.0,2.0
13708,1.0,66.0,0.0,67.0,2.0,10.0
13709,2.0,11.0,0.0,13.0,2.0,5.0
13710,4.0,1.0,0.0,5.0,2.0,10.0
13711,1.0,40.0,0.0,41.0,2.0,10.0
13712,1.0,6.0,0.0,7.0,2.0,10.0
13713,2.0,33.0,1.0,34.0,3.0,2.0
13714,1.0,7.0,0.0,8.0,2.0,10.0
13715,1.0,6.0,0.0,7.0,2.0,10.0
13716,5.0,6.0,4.0,7.0,5.0,2.0
13717,32.0,17.0,13.0,36.0,13.0,2.0
13718,4.0,7.0,1.0,10.0,3.0,2.0
13719,1.0,75.0,0.0,76.0,2.0,10.0
13720,41.0,44.0,39.0,46.0,31.0,2.0
13721,8.0,1.0,0.0,9.0,2.0,10.0
13722,20.0,20.0,17.0,23.0,15.0,2.0
13723,1.0,4.0,0.0,5.0,2.0,10.0
13724,40.0,32.0,28.0,44.0,26.0,2.0
13725,5.0,1.0,0.0,6.0,2.0,10.0
13726,5.0,1.0,0.0,6.0,2.0,10.0
13727,1.0,4.0,0.0,5.0,2.0,10.0
13728,1.0,4.0,0.0,5.0,2.0,10.0
13729,1.0,7.0,0.0,8.0,2.0,10.0
13730,8.0,1.0,0.0,9.0,4.0,10.0
13731,30.0,23.0,21.0,32.0,14.0,2.0
13732,4.0,4.0,1.0,7.0,3.0,2.0
13733,43.0,33.0,27.0,49.0,31.0,2.0
13734,6.0,2.0,0.0,8.0,3.0,3.0
13735,11.0,30.0,9.0,32.0,9.0,2.0
13736,13.0,1.0,0.0,14.0,2.0,10.0
13737,2.0,4.0,0.0,6.0,2.0,3.0
13738,14.0,33.0,11.0,36.0,13.0,2.0
13739,1.0,36.0,0.0,37.0,2.0,10.0
13740,5.0,5.0,4.0,6.0,6.0,2.0
13741,2.0,6.0,0.0,8.0,2.0,3.0
13742,19.0,12.0,11.0,20.0,15.0,2.0
13743,4.0,4.0,3.0,5.0,4.0,2.0
13744,39.0,38.0,37.0,40.0,21.0,2.0
13745,9.0,8.0,6.0,11.0,8.0,2.0
13746,20.0,1.0,0.0,21.0,5.0,10.0
13747,33.0,48.0,30.0,51.0,26.0,2.0
13748,33.0,41.0,27.0,47.0,28.0,2.0
13749,1.0,16.0,0.0,17.0,2.0,10.0
13750,15.0,1.0,0.0,16.0,2.0,10.0
13751,16.0,15.0,11.0,20.0,13.0,2.0
13752,19.0,19.0,18.0,20.0,16.0,2.0
13753,1.0,7.0,0.0,8.0,2.0,10.0
13754,4.0,1.0,0.0,5.0,2.0,10.0
13755,16.0,15.0,13.0,18.0,13.0,2.0
13756,1.0,13.0,0.0,14.0,2.0,10.0
13757,5.0,8.0,4.0,9.0,6.0,2.0
13758,4.0,1.0,0.0,5.0,2.0,10.0
13759,16.0,16.0,15.0,17.0,12.0,2.0
13760,5.0,1.0,0.0,6.0,2.0,10.0
13761,8.0,8.0,3.0,13.0,6.0,2.0
13762,1.0,22.0,0.0,23.0,2.0,10.0
13763,10.0,21.0,9.0,22.0,11.0,2.0
13764,1.0,4.0,0.0,5.0,2.0,10.0
13765,40.0,38.0,34.0,44.0,26.0,2.0
13766,27.0,23.0,18.0,32.0,20.0,2.0
13767,3.0,5.0,2.0,6.0,4.0,2.0
13768,1.0,5.0,0.0,6.0,2.0,10.0
13769,4.0,1.0,0.0,5.0,2.0,10.0
13770,20.0,45.0,19.0,46.0,20.0,2.0
13771,1.0,4.0,0.0,5.0,2.0,10.0
13772,8.0,10.0,7.0,11.0,7.0,2.0
13773,14.0,2.0,0.0,16.0,3.0,7.0
13774,1.0,4.0,0.0,5.0,2.0,10.0
13775,9.0,8.0,7.0,10.0,9.0,2.0
13776,1.0,61.0,0.0,62.0,2.0,10.0
13777,4.0,1.0,0.0,5.0,2.0,10.0
13778,2.0,11.0,0.0,13.0,2.0,3.0
13779,5.0,5.0,2.0,8.0,5.0,2.0
13780,10.0,15.0,9.0,16.0,11.0,2.0
13781,13.0,13.0,9.0,17.0,8.0,2.0
13782,6.0,6.0,5.0,7.0,7.0,2.0
13783,17.0,15.0,13.0,19.0,11.0,2.0
13784,18.0,14.0,7.0,25.0,12.0,2.0
13785,11.0,2.0,0.0,13.0,10.0,10.0
13786,2.0,9.0,1.0,10.0,3.0,2.0
13787,1.0,4.0,0.0,5.0,2.0,10.0
13788,1.0,36.0,0.0,37.0,2.0,10.0
13789,13.0,12.0,10.0,15.0,13.0,2.0
13790,7.0,1.0,0.0,8.0,2.0,10.0
13791,7.0,8.0,6.0,9.0,7.0,2.0
13792,17.0,10.0,8.0,19.0,9.0,2.0
13793,5.0,1.0,0.0,6.0,2.0,10.0
13794,8.0,4.0,3.0,9.0,6.0,2.0
13795,1.0,23.0,0.0,24.0,2.0,10.0
13796,7.0,1.0,0.0,8.0,7.0,10.0
13797,19.0,19.0,16.0,22.0,11.0,2.0
13798,7.0,8.0,6.0,9.0,8.0,2.0
13799,42.0,31.0,24.0,49.0,25.0,2.0
13800,2.0,14.0,1.0,15.0,3.0,2.0
13801,3.0,4.0,1.0,6.0,3.0,2.0
13802,4.0,2.0,1.0,5.0,3.0,2.0
13803,8.0,8.0,7.0,9.0,7.0,2.0
13804,18.0,17.0,9.0,26.0,11.0,2.0
13805,9.0,6.0,4.0,11.0,5.0,2.0
13806,1.0,10.0,0.0,11.0,2.0,10.0
13807,5.0,5.0,4.0,6.0,5.0,2.0
13808,4.0,5.0,3.0,6.0,5.0,2.0
13809,26.0,33.0,22.0,37.0,17.0,2.0
13810,7.0,8.0,6.0,9.0,8.0,2.0
13811,1.0,4.0,0.0,5.0,2.0,10.0
13812,8.0,10.0,7.0,11.0,8.0,2.0
13813,4.0,2.0,0.0,6.0,2.0,3.0
13814,9.0,8.0,7.0,10.0,9.0,2.0
13815,10.0,5.0,4.0,11.0,6.0,2.0
13816,13.0,10.0,8.0,15.0,10.0,2.0
13817,1.0,5.0,0.0,6.0,2.0,10.0
13818,30.0,33.0,14.0,49.0,12.0,2.0
13819,39.0,32.0,30.0,41.0,26.0,2.0
13820,3.0,7.0,2.0,8.0,4.0,2.0
13821,7.0,4.0,3.0,8.0,5.0,2.0
13822,1.0,25.0,0.0,26.0,2.0,10.0
13823,38.0,9.0,6.0,41.0,24.0,2.0
13824,2.0,16.0,0.0,18.0,2.0,3.0
13825,15.0,11.0,9.0,17.0,10.0,2.0
13826,5.0,4.0,3.0,6.0,5.0,2.0
13827,5.0,1.0,0.0,6.0,2.0,10.0
13828,1.0,4.0,0.0,5.0,2.0,10.0
13829,5.0,5.0,3.0,7.0,5.0,2.0
13830,6.0,19.0,5.0,20.0,7.0,2.0
13831,6.0,5.0,0.0,11.0,2.0,10.0
13832,42.0,24.0,13.0,53.0,31.0,2.0
13833,21.0,19.0,16.0,24.0,12.0,2.0
13834,4.0,4.0,3.0,5.0,5.0,2.0
13835,16.0,17.0,13.0,20.0,15.0,2.0
13836,5.0,14.0,3.0,16.0,5.0,2.0
13837,7.0,7.0,5.0,9.0,6.0,2.0
13838,1.0,11.0,0.0,12.0,2.0,10.0
13839,11.0,11.0,8.0,14.0,9.0,2.0
13840,4.0,2.0,1.0,5.0,3.0,2.0
13841,6.0,5.0,4.0,7.0,4.0,2.0
13842,4.0,6.0,0.0,10.0,2.0,10.0
13843,2.0,4.0,1.0,5.0,3.0,2.0
13844,43.0,16.0,15.0,44.0,20.0,2.0
13845,12.0,12.0,11.0,13.0,13.0,2.0
13846,4.0,1.0,0.0,5.0,3.0,10.0
13847,6.0,9.0,5.0,10.0,7.0,2.0
13848,6.0,11.0,5.0,12.0,7.0,2.0
13849,5.0,1.0,0.0,6.0,2.0,10.0
13850,5.0,2.0,1.0,6.0,3.0,2.0
13851,1.0,4.0,0.0,5.0,2.0,10.0
13852,29.0,36.0,25.0,40.0,23.0,2.0
13853,10.0,1.0,0.0,11.0,2.0,10.0
13854,17.0,12.0,10.0,19.0,13.0,2.0
13855,4.0,2.0,0.0,6.0,2.0,6.0
13856,9.0,9.0,8.0,10.0,10.0,2.0
13857,5.0,1.0,0.0,6.0,2.0,10.0
13858,8.0,1.0,0.0,9.0,5.0,10.0
13859,7.0,6.0,3.0,10.0,5.0,2.0
13860,2.0,4.0,1.0,5.0,3.0,2.0
13861,5.0,6.0,4.0,7.0,5.0,2.0
13862,65.0,20.0,16.0,69.0,13.0,2.0
13863,7.0,7.0,6.0,8.0,8.0,2.0
13864,9.0,19.0,8.0,20.0,8.0,2.0
13865,1.0,36.0,0.0,37.0,2.0,10.0
13866,6.0,5.0,4.0,7.0,5.0,2.0
13867,14.0,12.0,11.0,15.0,10.0,2.0
13868,14.0,6.0,1.0,19.0,3.0,2.0
13869,1.0,7.0,0.0,8.0,2.0,10.0
13870,26.0,35.0,22.0,39.0,18.0,2.0
13871,1.0,5.0,0.0,6.0,2.0,10.0
13872,9.0,9.0,8.0,10.0,10.0,2.0
13873,9.0,9.0,7.0,11.0,7.0,2.0
13874,13.0,1.0,0.0,14.0,3.0,10.0
13875,1.0,14.0,0.0,15.0,2.0,10.0
13876,30.0,13.0,7.0,36.0,20.0,2.0
13877,1.0,4.0,0.0,5.0,2.0,10.0
13878,1.0,13.0,0.0,14.0,2.0,10.0
13879,6.0,6.0,5.0,7.0,7.0,2.0
13880,4.0,1.0,0.0,5.0,2.0,10.0
13881,17.0,14.0,13.0,18.0,13.0,2.0
13882,10.0,12.0,8.0,14.0,9.0,2.0
13883,3.0,5.0,2.0,6.0,4.0,2.0
13884,1.0,4.0,0.0,5.0,2.0,10.0
13885,1.0,5.0,0.0,6.0,2.0,10.0
13886,13.0,13.0,12.0,14.0,14.0,2.0
13887,4.0,2.0,0.0,6.0,2.0,10.0
13888,6.0,6.0,5.0,7.0,7.0,2.0
13889,5.0,5.0,4.0,6.0,6.0,2.0
13890,10.0,1.0,0.0,11.0,2.0,10.0
13891,6.0,5.0,2.0,9.0,5.0,2.0
13892,23.0,23.0,22.0,24.0,17.0,2.0
13893,6.0,1.0,0.0,7.0,2.0,10.0
13894,6.0,6.0,3.0,9.0,5.0,2.0
13895,11.0,1.0,0.0,12.0,2.0,10.0
13896,29.0,19.0,14.0,34.0,15.0,2.0
13897,7.0,10.0,6.0,11.0,7.0,2.0
13898,21.0,18.0,16.0,23.0,16.0,2.0
13899,5.0,1.0,0.0,6.0,3.0,10.0
13900,5.0,5.0,3.0,7.0,5.0,2.0
13901,5.0,1.0,0.0,6.0,2.0,10.0
13902,7.0,5.0,2.0,10.0,5.0,2.0
13903,1.0,6.0,0.0,7.0,2.0,10.0
13904,13.0,14.0,6.0,21.0,8.0,2.0
13905,5.0,1.0,0.0,6.0,2.0,10.0
13906,5.0,5.0,4.0,6.0,5.0,2.0
13907,1.0,4.0,0.0,5.0,2.0,10.0
13908,4.0,1.0,0.0,5.0,2.0,10.0
13909,1.0,6.0,0.0,7.0,2.0,10.0
13910,1.0,7.0,0.0,8.0,2.0,10.0
13911,34.0,19.0,15.0,38.0,13.0,2.0
13912,1.0,12.0,0.0,13.0,2.0,10.0
13913,1.0,5.0,0.0,6.0,2.0,10.0
13914,1.0,4.0,0.0,5.0,2.0,10.0
13915,6.0,2.0,1.0,7.0,3.0,2.0
13916,7.0,14.0,6.0,15.0,7.0,2.0
13917,1.0,6.0,0.0,7.0,2.0,10.0
13918,9.0,1.0,0.0,10.0,2.0,10.0
13919,1.0,4.0,0.0,5.0,2.0,10.0
13920,30.0,32.0,28.0,34.0,27.0,2.0
13921,13.0,12.0,11.0,14.0,13.0,2.0
13922,15.0,14.0,10.0,19.0,10.0,2.0
13923,1.0,5.0,0.0,6.0,2.0,10.0
13924,1.0,5.0,0.0,6.0,2.0,10.0
13925,1.0,66.0,0.0,67.0,2.0,10.0
13926,5.0,4.0,1.0,8.0,3.0,2.0
13927,34.0,27.0,25.0,36.0,23.0,2.0
13928,2.0,4.0,1.0,5.0,3.0,2.0
13929,5.0,5.0,4.0,6.0,4.0,2.0
13930,15.0,34.0,12.0,37.0,11.0,2.0
13931,6.0,1.0,0.0,7.0,2.0,10.0
13932,22.0,20.0,17.0,25.0,17.0,2.0
13933,8.0,1.0,0.0,9.0,6.0,10.0
13934,20.0,22.0,17.0,25.0,17.0,2.0
13935,4.0,1.0,0.0,5.0,3.0,10.0
13936,2.0,12.0,1.0,13.0,3.0,2.0
13937,12.0,15.0,4.0,23.0,10.0,2.0
13938,1.0,9.0,0.0,10.0,2.0,10.0
13939,31.0,22.0,21.0,32.0,21.0,2.0
13940,1.0,6.0,0.0,7.0,2.0,10.0
13941,15.0,6.0,0.0,21.0,2.0,10.0
13942,7.0,3.0,1.0,9.0,3.0,2.0
13943,1.0,16.0,0.0,17.0,2.0,10.0
13944,2.0,5.0,0.0,7.0,2.0,3.0
13945,16.0,21.0,14.0,23.0,12.0,2.0
13946,22.0,18.0,17.0,23.0,18.0,2.0
13947,6.0,4.0,2.0,8.0,4.0,2.0
13948,6.0,5.0,4.0,7.0,6.0,2.0
13949,1.0,5.0,0.0,6.0,2.0,10.0
13950,16.0,24.0,0.0,40.0,10.0,3.0
13951,22.0,23.0,20.0,25.0,20.0,2.0
13952,14.0,12.0,10.0,16.0,10.0,2.0
13953,4.0,5.0,3.0,6.0,5.0,2.0
13954,1.0,6.0,0.0,7.0,2.0,10.0
13955,7.0,6.0,5.0,8.0,6.0,2.0
13956,4.0,1.0,0.0,5.0,2.0,10.0
13957,1.0,6.0,0.0,7.0,2.0,10.0
13958,1.0,8.0,0.0,9.0,2.0,10.0
13959,6.0,9.0,5.0,10.0,6.0,2.0
13960,28.0,28.0,25.0,31.0,23.0,2.0
13961,3.0,6.0,2.0,7.0,4.0,2.0
13962,1.0,4.0,0.0,5.0,2.0,10.0
13963,4.0,1.0,0.0,5.0,2.0,10.0
13964,9.0,9.0,8.0,10.0,10.0,2.0
13965,11.0,11.0,10.0,12.0,10.0,2.0
13966,2.0,6.0,1.0,7.0,3.0,2.0
13967,6.0,17.0,5.0,18.0,7.0,2.0
13968,1.0,4.0,0.0,5.0,2.0,10.0
13969,22.0,16.0,11.0,27.0,17.0,2.0
13970,2.0,7.0,1.0,8.0,3.0,2.0
13971,5.0,4.0,0.0,9.0,2.0,10.0
13972,19.0,1.0,0.0,20.0,13.0,10.0
13973,9.0,8.0,2.0,15.0,7.0,2.0
13974,1.0,6.0,0.0,7.0,2.0,10.0
13975,4.0,13.0,0.0,17.0,2.0,3.0
13976,1.0,5.0,0.0,6.0,2.0,10.0
13977,7.0,6.0,4.0,9.0,6.0,2.0
13978,16.0,7.0,1.0,22.0,3.0,2.0
13979,32.0,44.0,27.0,49.0,18.0,2.0
13980,4.0,1.0,0.0,5.0,3.0,10.0
13981,4.0,2.0,1.0,5.0,3.0,2.0
13982,6.0,55.0,0.0,61.0,4.0,3.0
13983,15.0,19.0,14.0,20.0,12.0,2.0
13984,7.0,7.0,6.0,8.0,7.0,2.0
13985,14.0,17.0,13.0,18.0,13.0,2.0
13986,9.0,4.0,0.0,13.0,6.0,10.0
13987,1.0,4.0,0.0,5.0,2.0,10.0
13988,5.0,6.0,2.0,9.0,4.0,2.0
13989,17.0,17.0,13.0,21.0,15.0,2.0
13990,7.0,5.0,4.0,8.0,6.0,2.0
13991,1.0,14.0,0.0,15.0,2.0,10.0
13992,5.0,5.0,4.0,6.0,6.0,2.0
13993,17.0,12.0,11.0,18.0,11.0,2.0
13994,16.0,10.0,8.0,18.0,9.0,2.0
13995,1.0,5.0,0.0,6.0,2.0,10.0
13996,7.0,5.0,2.0,10.0,4.0,2.0
13997,1.0,5.0,0.0,6.0,2.0,10.0
13998,1.0,5.0,0.0,6.0,2.0,10.0
13999,6.0,1.0,0.0,7.0,2.0,10.0
14000,1.0,9.0,0.0,10.0,2.0,10.0
14001,4.0,4.0,3.0,5.0,5.0,2.0
14002,18.0,22.0,15.0,25.0,15.0,2.0
14003,2.0,6.0,1.0,7.0,3.0,2.0
14004,4.0,1.0,0.0,5.0,2.0,10.0
14005,5.0,17.0,0.0,22.0,2.0,10.0
14006,7.0,1.0,0.0,8.0,2.0,10.0
14007,4.0,88.0,1.0,91.0,3.0,2.0
14008,8.0,6.0,4.0,10.0,5.0,2.0
14009,4.0,2.0,1.0,5.0,3.0,2.0
14010,2.0,5.0,1.0,6.0,3.0,2.0
14011,5.0,5.0,3.0,7.0,5.0,2.0
14012,5.0,1.0,0.0,6.0,3.0,10.0
14013,1.0,4.0,0.0,5.0,2.0,10.0
14014,4.0,1.0,0.0,5.0,2.0,10.0
14015,1.0,4.0,0.0,5.0,2.0,10.0
14016,11.0,7.0,6.0,12.0,8.0,2.0
14017,8.0,1.0,0.0,9.0,2.0,10.0
14018,1.0,11.0,0.0,12.0,2.0,10.0
14019,11.0,10.0,9.0,12.0,11.0,2.0
14020,4.0,2.0,1.0,5.0,3.0,2.0
14021,9.0,8.0,6.0,11.0,7.0,2.0
14022,1.0,20.0,0.0,21.0,2.0,10.0
14023,6.0,6.0,3.0,9.0,5.0,2.0
14024,5.0,6.0,4.0,7.0,6.0,2.0
14025,1.0,10.0,0.0,11.0,2.0,10.0
14026,9.0,9.0,8.0,10.0,10.0,2.0
14027,7.0,9.0,6.0,10.0,6.0,2.0
14028,1.0,4.0,0.0,5.0,2.0,10.0
14029,22.0,23.0,20.0,25.0,17.0,2.0
14030,2.0,4.0,1.0,5.0,3.0,2.0
14031,5.0,1.0,0.0,6.0,2.0,10.0
14032,13.0,17.0,8.0,22.0,8.0,2.0
14033,10.0,11.0,9.0,12.0,11.0,2.0
14034,12.0,10.0,7.0,15.0,8.0,2.0
14035,5.0,5.0,2.0,8.0,4.0,2.0
14036,4.0,15.0,0.0,19.0,2.0,3.0
14037,2.0,5.0,0.0,7.0,2.0,3.0
14038,18.0,16.0,12.0,22.0,12.0,2.0
14039,29.0,34.0,18.0,45.0,13.0,2.0
14040,5.0,2.0,0.0,7.0,3.0,3.0
14041,5.0,1.0,0.0,6.0,2.0,10.0
14042,2.0,18.0,0.0,20.0,2.0,3.0
14043,4.0,4.0,3.0,5.0,5.0,2.0
14044,13.0,27.0,5.0,35.0,7.0,2.0
14045,51.0,25.0,24.0,52.0,25.0,2.0
14046,7.0,14.0,0.0,21.0,3.0,3.0
14047,14.0,1.0,0.0,15.0,3.0,10.0
14048,24.0,18.0,14.0,28.0,12.0,2.0
14049,6.0,7.0,4.0,9.0,5.0,2.0
14050,10.0,1.0,0.0,11.0,2.0,10.0
14051,17.0,15.0,14.0,18.0,15.0,2.0
14052,18.0,23.0,17.0,24.0,18.0,2.0
14053,1.0,11.0,0.0,12.0,2.0,10.0
14054,1.0,8.0,0.0,9.0,2.0,10.0
14055,1.0,6.0,0.0,7.0,2.0,10.0
14056,4.0,1.0,0.0,5.0,2.0,10.0
14057,31.0,24.0,18.0,37.0,20.0,2.0
14058,6.0,6.0,5.0,7.0,7.0,2.0
14059,1.0,7.0,0.0,8.0,2.0,10.0
14060,6.0,2.0,0.0,8.0,2.0,10.0
14061,7.0,9.0,6.0,10.0,7.0,2.0
14062,22.0,31.0,16.0,37.0,17.0,2.0
14063,4.0,1.0,0.0,5.0,2.0,10.0
14064,6.0,7.0,4.0,9.0,5.0,2.0
14065,5.0,4.0,2.0,7.0,3.0,2.0
14066,8.0,1.0,0.0,9.0,2.0,10.0
14067,4.0,3.0,2.0,5.0,4.0,2.0
14068,47.0,48.0,46.0,49.0,26.0,2.0
14069,8.0,1.0,0.0,9.0,2.0,10.0
14070,1.0,4.0,0.0,5.0,2.0,10.0
14071,6.0,4.0,1.0,9.0,4.0,2.0
14072,4.0,14.0,3.0,15.0,5.0,2.0
14073,4.0,2.0,0.0,6.0,2.0,10.0
14074,2.0,6.0,0.0,8.0,2.0,10.0
14075,1.0,4.0,0.0,5.0,2.0,10.0
14076,3.0,11.0,1.0,13.0,3.0,2.0
14077,1.0,5.0,0.0,6.0,2.0,10.0
14078,8.0,6.0,5.0,9.0,7.0,2.0
14079,9.0,11.0,8.0,12.0,9.0,2.0
14080,5.0,5.0,4.0,6.0,6.0,2.0
14081,8.0,1.0,0.0,9.0,4.0,10.0
14082,21.0,21.0,20.0,22.0,15.0,2.0
14083,7.0,8.0,6.0,9.0,7.0,2.0
14084,1.0,10.0,0.0,11.0,2.0,10.0
14085,1.0,12.0,0.0,13.0,2.0,10.0
14086,7.0,8.0,6.0,9.0,7.0,2.0
14087,14.0,2.0,0.0,16.0,2.0,10.0
14088,16.0,16.0,11.0,21.0,12.0,2.0
14089,9.0,2.0,0.0,11.0,2.0,3.0
14090,6.0,3.0,2.0,7.0,4.0,2.0
14091,5.0,1.0,0.0,6.0,2.0,10.0
14092,17.0,15.0,13.0,19.0,11.0,2.0
14093,4.0,2.0,0.0,6.0,2.0,10.0
