q1_pr,q2_pr
3.2863664686378224e-05,9.531559118377413e-06
1.0741618863645535e-05,4.819991054301556e-05
1.7854428611986542e-05,2.5194386614236603e-05
4.2700739592827134e-05,8.597301814839218e-06
1.97424573587656e-05,1.9742057248675203e-05
1.6986869150146937e-05,1.6986869150146937e-05
4.044258510535921e-05,1.1142079707410874e-05
2.684808796474965e-05,2.5655291044664088e-05
4.5140007223516895e-05,3.54759851631057e-05
3.0216955938132282e-05,2.8213414894963467e-05
3.5636510521058807e-05,2.8322156886121482e-05
2.88964530913522e-05,1.9539280202957334e-05
1.0065650562515435e-05,4.422129523525526e-05
1.112856943959887e-05,4.03851664671582e-05
2.2261083787288494e-05,2.730935185228516e-05
3.352886932638194e-05,1.4533566255780189e-05
1.9837390234321812e-05,5.408973412309774e-05
2.939008418089431e-05,2.288401755530732e-05
3.153986111139584e-05,2.4588353878184804e-05
2.03240270305112e-05,2.032416408799748e-05
3.875062434239017e-05,4.915932289348637e-05
8.420538604821135e-05,9.705488186620006e-06
2.5849256148307873e-05,2.8109459123277982e-05
2.3256166035106696e-05,2.1773970111401238e-05
6.151894397244809e-06,8.90366406107978e-05
2.2235723393628134e-05,2.0763263130899913e-05
2.3607861031597786e-05,2.360892474084118e-05
3.6250967681951456e-05,2.57353240312181e-05
9.438044181320412e-06,3.2421961037601855e-05
2.8418832556135545e-05,1.9569663232621043e-05
2.3390133787628004e-05,1.799646395327439e-05
5.595213210172068e-05,1.0471392495921303e-05
3.5447726301061e-05,9.95706283635252e-06
1.0299141486208441e-05,6.383267975977036e-05
7.5288660044210075e-06,0.000615299494422708
1.596950626885203e-05,1.5969467980914636e-05
1.4720005667398808e-05,1.4720114375490024e-05
2.035002259242742e-05,2.034946085126317e-05
4.044258510535921e-05,1.1142079707410874e-05
7.461678390546126e-06,6.93691484897518e-05
2.8318000165627774e-05,1.7962908707700505e-05
6.436544332052681e-06,5.9471389969292136e-05
3.35526077777738e-05,8.25161497275362e-06
2.8150947814122102e-05,3.374336942878675e-05
3.650909995941517e-05,1.0306214113897764e-05
1.5877666069460617e-05,1.8324076647706397e-05
1.867477931080467e-05,1.8674665022182492e-05
1.9610873091710136e-05,1.8982455571555593e-05
2.3752634902792113e-05,2.480074801407705e-05
4.634538084688949e-06,2.700581721010907e-05
3.995426594932234e-05,2.3957403852806128e-05
2.148277906515775e-05,2.171990498369471e-05
1.0486633245567254e-05,5.603719675090739e-05
6.754977807399313e-06,8.907762204015767e-05
2.0005160709550792e-05,8.221184668103828e-06
0.00024199761502490536,3.686378045185462e-05
1.1139827996108874e-05,4.042344555929221e-05
4.04043060132252e-05,1.1133945400332396e-05
4.03851664671582e-05,1.112856943959887e-05
3.206862366541489e-05,2.4257017846714742e-05
2.5690729050317495e-05,3.3026111848511984e-05
1.7523108983543152e-05,1.5248024025856697e-05
2.553711078420263e-05,3.230670933473139e-05
1.0492658658217979e-05,5.607972907550074e-05
1.934079982469917e-05,1.9340769190217946e-05
4.0570871631150136e-05,9.43960883966982e-06
1.952008115610977e-05,1.952081766715995e-05
8.862224454967673e-06,8.171309989047288e-05
2.6426129769540407e-05,1.3229159428440745e-05
4.8240741574625165e-05,1.074895644020832e-05
2.30608683069697e-05,2.222928215370633e-05
3.406981475930707e-05,3.632144680259068e-05
1.898993507027832e-05,1.963587429902732e-05
1.697180195651175e-05,1.7113938976300966e-05
4.093266111446421e-05,2.0451476969490062e-05
2.1307887043919096e-05,2.3641933837755038e-05
1.878433871517156e-05,1.8784097810920945e-05
1.0300113745606576e-05,3.648549071136098e-05
1.112856943959887e-05,4.03851664671582e-05
3.182976119001501e-05,2.7698024326447505e-05
2.406190299078735e-05,2.3955819072621458e-05
8.490065314202875e-06,0.00011184112169565586
2.4307644381673847e-05,1.8771836151041256e-05
1.948136285679059e-05,1.7023558468173286e-05
3.5511616935891065e-05,2.239459925846996e-05
2.2550625016499567e-05,3.0415246342363937e-05
1.788523288044084e-05,1.7885852913448648e-05
1.7540444329826535e-05,1.754036719345644e-05
9.936143160602973e-06,5.2165857006038434e-05
2.6933656500522233e-05,2.518164146818068e-05
4.144838843336541e-05,3.1410709831746413e-05
1.575564404465421e-05,1.933269717256017e-05
1.4453072746811352e-05,1.8674665022182492e-05
3.24770024262079e-05,2.8432069930493204e-05
3.267915108536805e-05,3.225901949804833e-05
2.6973656805769895e-05,1.7053259471176727e-05
1.924297053137978e-05,1.92432264385965e-05
2.339734038890026e-05,4.35588437075516e-06
3.3689698604125546e-05,9.70709132589872e-06
9.333840970281621e-06,3.1933226342398025e-05
4.258554577688576e-05,7.22506113396609e-05
1.8918829068022507e-05,2.094858812692498e-05
4.03851664671582e-05,1.112856943959887e-05
2.8691281533648462e-05,2.401292813332308e-05
1.0488071838899087e-05,5.603719675090739e-05
4.044258510535921e-05,1.1142079707410874e-05
6.618144068132712e-06,5.2672059590255744e-05
2.3842837598540748e-05,3.2838192001451426e-05
4.822032605882037e-05,1.0746422514423136e-05
8.544067359006473e-06,3.527108515028116e-05
1.951980754282694e-05,2.8432069930493204e-05
2.638759469014343e-05,1.1154472416870273e-05
4.4511143473108815e-05,1.0114313489321846e-05
1.2981294806447793e-05,7.397533770593991e-05
1.0736815212867934e-05,4.817949502721076e-05
2.3184498864617852e-05,2.0701600510514064e-05
3.487043065582279e-05,4.207756491813458e-05
3.2024675435188225e-05,2.1805360685052123e-05
2.025482344710222e-05,3.0038744807334798e-05
2.046801200296034e-05,2.2536255937476483e-05
4.890155714872798e-05,2.0723555669273535e-05
4.822032605882037e-05,1.0746422514423136e-05
7.359564066411023e-06,3.396376725098106e-05
2.7120959452405116e-05,2.9264686399021995e-05
4.431104006628496e-05,1.7613783995058925e-05
2.3064445505634213e-05,1.0389985793640953e-05
3.2751364619079645e-05,1.9563186896676424e-05
1.520273838798257e-05,1.964415171613322e-05
2.7850052664914787e-05,2.364100099096419e-05
0.0001074021524920075,1.2527842473761074e-05
1.7022100052762144e-05,1.7022147148986505e-05
2.360438300726412e-05,2.3603631536165818e-05
2.477816739587367e-05,1.8206393716237318e-05
2.575608803591296e-05,8.02085704975817e-06
3.177043092315319e-05,2.1941079611774657e-05
2.3758836625687096e-05,1.4080794379811758e-05
1.0288912283436493e-05,6.376705845896918e-05
2.416789644271239e-05,1.847609744300296e-05
2.9374744352644626e-05,3.852162912696628e-05
1.1133945400332396e-05,4.04043060132252e-05
9.381704382545239e-06,0.00012062672096638931
2.262310891475085e-05,1.4115972154708162e-05
1.7660905633056947e-05,1.7659928012437e-05
3.23362518726611e-05,1.6609752121769345e-05
1.712926820006644e-05,1.8428585489449946e-05
2.221110547688433e-05,3.016233287543244e-05
2.5917014451920918e-05,8.499755771486223e-05
5.401332157928207e-06,3.692508192878567e-05
2.340129201060595e-05,1.800500378809912e-05
2.2109060944187215e-05,1.561309778251721e-05
4.099294617036455e-05,9.516831221484013e-06
7.299363707939026e-06,8.943686278431973e-05
1.769198158930079e-05,1.7022143521581637e-05
1.8983610063974633e-05,0.00016181859580590325
1.8771836151041256e-05,1.87722727663051e-05
5.419469772901074e-06,3.0400650331724586e-05
4.044258510535921e-05,1.1142079707410874e-05
2.1847144349295862e-05,1.9129244263315445e-05
4.817949502721076e-05,1.0736815212867934e-05
1.1122940161343868e-05,4.036602692109119e-05
1.4737483367067126e-05,2.765764139051625e-05
2.3866997911142925e-05,2.2757360746731833e-05
3.027552333097746e-05,1.753987519759706e-05
1.6395083799874867e-05,3.258251616056926e-05
2.2550625016499567e-05,2.3130510363736858e-05
5.603719675090739e-05,1.0486633245567254e-05
9.080960834173434e-06,4.611480325871572e-05
3.700474137651908e-05,2.8506389428217962e-05
3.326695171644578e-05,1.4292240058647365e-05
1.5804816823088226e-05,0.00011373218766096624
3.548280390665569e-05,1.384253847215076e-05
2.0088181361813308e-05,1.9564732906159137e-05
4.815907951140595e-05,1.073201156209033e-05
2.740470596446528e-05,3.282085710939967e-05
9.286008855901466e-06,3.170813403943259e-05
6.383267975977036e-05,1.0299941073487111e-05
6.387642729363779e-05,1.030729360018752e-05
1.8950141289682787e-05,1.8951551282351375e-05
1.1676341510239616e-05,6.699199582692729e-06
2.0033581089958147e-05,1.9732616572898247e-05
2.336858101894129e-05,1.5398451195847727e-05
3.4203252288482997e-05,2.646965484090486e-05
1.948128653753814e-05,2.803212575745032e-05
4.696529415866204e-05,4.563075258105051e-05
1.444164463719009e-05,2.7992276231045245e-05
2.329606872243179e-05,2.2314357309831015e-05
2.1218560023059667e-05,2.804234254594456e-05
2.1024864861092438e-05,2.4271419990814118e-05
6.833614360230231e-06,3.025118108970487e-05
1.74363175224024e-05,1.206011186169125e-05
1.4951308557062196e-05,3.25745123387941e-05
0.00013420586129689937,2.9422608406908746e-05
6.031934849157747e-06,4.098711148983184e-05
1.5652010085037025e-05,2.5289953048745667e-05
2.1827307643010563e-05,2.0001343407366434e-05
1.9798570180067693e-05,2.345751314424122e-05
1.556045392159736e-05,3.0801240803405514e-05
1.8597581853534563e-05,1.8597388452055165e-05
2.2008961255032685e-05,1.941630997647802e-05
1.6748605333987037e-05,1.9117399334201892e-05
1.5211251509453474e-05,1.9654321241887148e-05
4.775707227946469e-05,4.0691275567003075e-05
5.922685055193513e-06,2.4824683771490524e-05
8.261075909696939e-06,3.360479023006364e-05
2.5165585520352676e-05,1.3837344703171912e-05
3.423042717606298e-05,3.095568127957775e-05
2.339881722338089e-05,1.8004110550900037e-05
1.1958782258922096e-05,2.1517996017877727e-05
1.9460124593804356e-05,2.0088523595834443e-05
1.4042258396117785e-05,2.623431799712237e-05
2.4753786561006762e-05,9.046568818769163e-05
7.937665768556452e-05,1.0044714709492022e-05
2.3085258358173583e-05,1.983400715444122e-05
4.8240741574625165e-05,1.074895644020832e-05
0.0001410027251677707,4.841386072948654e-05
1.968758972867055e-05,2.1861480082403437e-05
2.0973459718899925e-05,2.7731100054469334e-05
1.775941218609121e-05,3.28274942617036e-05
2.1011863514894883e-05,1.9304680689323256e-05
1.1139827996108874e-05,4.042344555929221e-05
3.009508383566118e-05,3.1410872228970405e-05
1.9053393138214412e-05,6.596876414392603e-06
3.352886932638194e-05,2.0828554278290462e-05
6.761620890171725e-06,0.00014871495944645947
2.4461753845251523e-05,2.659964925166335e-05
4.042344555929221e-05,1.1139827996108874e-05
5.127169313489573e-05,8.773878824616522e-06
1.7941966307835896e-05,1.794217634256841e-05
7.337394520324317e-06,3.9444004612162686e-05
2.3334723882926136e-05,1.438026064018817e-05
4.817949502721076e-05,1.073854452714787e-05
1.9519942939692992e-05,1.952081766715995e-05
1.9519942939692992e-05,1.9521298713960514e-05
1.5595078105593874e-05,3.285746710780381e-05
2.775839568087518e-05,1.3734780324146005e-05
2.7924018501426366e-05,2.4398296322440156e-05
8.926566454388658e-06,3.001664038525467e-05
2.4526620335709316e-05,1.2191736660711858e-05
2.5588606637101185e-05,1.8889700172676926e-05
2.777550525037718e-05,1.3552358840711782e-05
5.578326866253518e-06,3.565274701697803e-05
1.591928705334907e-05,2.118898469378852e-05
4.4643004269582564e-05,3.839992664358866e-05
4.5092423371580735e-05,1.2805063666342142e-05
3.28274942617036e-05,2.078918751440778e-05
1.8005409903016377e-05,1.8004266053299362e-05
2.3641799807092842e-05,1.5867336682181645e-05
3.8919722714548964e-05,9.164383233995364e-06
1.8932145388233815e-05,2.3135293837016965e-05
2.8450889892283042e-05,4.4082999530753384e-06
4.217301957161552e-05,9.71744369969668e-06
2.5350087463360332e-05,2.515526483830784e-05
2.4711180316034593e-05,2.4711272862091457e-05
5.163580731046816e-06,2.7694062619674087e-05
2.1574540638813215e-05,3.109562668842015e-05
1.0752427077895135e-05,4.826115709042997e-05
6.972759939867147e-06,8.328902715002554e-05
1.746725690122299e-05,1.7467182377963006e-05
2.4179625527889577e-05,2.4895891050451748e-05
3.561730311393558e-05,1.4619882400843344e-05
2.1414930032193106e-05,1.7723129140524706e-05
7.167221410481924e-05,1.0163203121159086e-05
8.895586842125721e-06,2.4686554171736878e-05
1.3267007815978557e-05,2.489524565918486e-05
1.1138012553871636e-05,4.042344555929221e-05
2.6243029870212006e-05,1.5126845335739217e-05
1.6508916427298534e-05,2.6601822995264364e-05
1.9576977771448033e-05,2.5258775943370342e-05
1.941896754223879e-05,2.289650099815875e-05
2.1443473325832557e-05,2.9380285944767477e-05
9.205220557700744e-06,6.265424088509287e-05
7.186329423261184e-05,7.638208318482834e-06
8.844445187051157e-06,4.444528104373494e-05
3.54079515640095e-05,1.007222007987406e-05
2.339881722338089e-05,1.8004624749043635e-05
1.1138012553871636e-05,4.042344555929221e-05
2.173303196076451e-05,2.616267795794888e-05
7.865482846892318e-05,6.0796087913962336e-05
1.0373660649620544e-05,3.6826495421640015e-05
2.2004323567423724e-05,2.404199969885241e-05
4.044258510535921e-05,1.1142079707410874e-05
1.5788467196210655e-05,3.8495825030212e-05
4.4173571279857864e-05,1.0056423545831833e-05
1.7022122597326372e-05,1.7022162105142326e-05
1.6168709206874483e-05,3.0565338726941206e-05
2.092453184186564e-05,1.6691402790317488e-05
1.6719636520428437e-05,3.198811374119557e-05
6.714663199355257e-05,1.666537432730398e-05
1.2583207078572932e-05,2.3611789474618933e-05
9.856660207702203e-06,5.1590328248330554e-05
2.9742260172595105e-05,8.8682606591985e-06
2.8216721346980082e-05,3.566560224687069e-05
2.119576075893033e-05,3.304647410233453e-05
1.8639589911231912e-05,2.037746223955322e-05
2.541400319970959e-05,1.2141752587314714e-05
2.4609357517314714e-05,2.951072399811026e-05
5.603719675090739e-05,1.0488071838899087e-05
1.6802835815081665e-05,1.680264122449373e-05
1.1122940161343868e-05,4.036602692109119e-05
2.4454560677587877e-05,6.04445868161005e-05
0.00011687054206355954,8.391557475700017e-06
4.042344555929221e-05,1.1138012553871636e-05
2.8694629711068093e-05,8.645686917933768e-06
2.2048707091767424e-05,1.6412431016464224e-05
1.8676556540221323e-05,1.4454375556839178e-05
2.135522472854526e-05,3.0415417767328892e-05
5.530882925352923e-05,1.9282894142638083e-05
1.0752427077895135e-05,4.826115709042997e-05
2.1207452279926407e-05,1.4689738829828639e-05
3.327677000195821e-05,2.5955097012426343e-05
1.1142079707410874e-05,4.044258510535921e-05
1.833952866597754e-05,1.6249556820223644e-05
2.330178371437275e-05,4.207756491813458e-05
5.8041007293098494e-05,3.306358916431368e-05
1.7022190000966204e-05,1.7022115955234327e-05
1.010116692523958e-05,3.554417201278842e-05
2.635225314995709e-05,6.281799228315135e-06
1.074895644020832e-05,4.8240741574625165e-05
1.6986869150146937e-05,1.6986869150146937e-05
1.702218179917066e-05,1.7022132877239594e-05
3.5447726301061e-05,3.456886792795733e-05
1.8066415343376133e-05,1.8067055704248504e-05
4.6796053902749455e-06,7.774826682905802e-05
2.036935514370902e-05,2.5184187175591922e-05
6.962584928024508e-06,3.11615615682527e-05
2.7656448917110232e-05,6.601926051094252e-05
3.339353601293758e-05,1.131223669611e-05
1.7541103050547605e-05,1.7541063086261452e-05
1.666831269587393e-05,1.666882026492785e-05
3.5947849546875115e-05,2.2095598674695224e-05
1.933191887883515e-05,2.5185973114253345e-05
2.4449742961121904e-05,6.684033822084336e-05
1.1142079707410874e-05,4.044258510535921e-05
4.6172614462744864e-05,1.2431783385230207e-05
1.941630997647802e-05,3.352886932638194e-05
2.3241430094277785e-05,2.6149065820161905e-05
3.6012796534856736e-05,2.0918003412844763e-05
1.2236582455346833e-05,4.5888073600894075e-05
1.8519236123924707e-05,1.5725411763510562e-05
2.6375810754912137e-05,2.6376805019934848e-05
3.966603407124392e-05,5.203804392509534e-05
1.6986869150146937e-05,1.6986869150146937e-05
1.604041935345641e-05,2.7189893384536332e-05
1.898993507027832e-05,2.7850052664914787e-05
2.5349797507427007e-05,1.0849909652783773e-05
2.0688464666404688e-05,2.1828740736130926e-05
2.543626599975351e-05,1.984245999658437e-05
1.1138012553871636e-05,4.042344555929221e-05
4.03851664671582e-05,1.112856943959887e-05
4.3405412489585934e-05,9.925900278517241e-06
4.9527624453795844e-05,0.0004990593462122858
3.499752487565765e-05,6.797684161195851e-06
5.6924013592964e-05,2.2124747305939295e-05
5.109851442018219e-05,2.785106048281196e-05
8.451510003707683e-06,4.862180127448502e-05
6.352844588522133e-05,7.048194095346304e-06
1.709765449216559e-05,2.415636105753689e-05
1.742902145622495e-05,2.5220198867416898e-05
3.550781125943219e-05,3.2066514426481726e-05
2.0589224705290754e-05,2.0588718992647487e-05
2.332925059969496e-05,4.193214130266474e-05
4.363949208615853e-05,7.184560696404002e-06
3.231985357568386e-05,9.416328392225857e-06
8.907762204015767e-05,1.0895255234771411e-05
2.2819142655047307e-05,1.8067118395887358e-05
3.53930501694539e-05,4.081533858195275e-05
1.0752427077895135e-05,4.826115709042997e-05
2.3208970602456777e-05,1.8937823957765164e-05
4.042344555929221e-05,1.1139827996108874e-05
1.5111471021988497e-05,1.773670719060482e-05
2.045449940032565e-05,2.037025450274392e-05
2.5878114246257876e-05,3.2773220957399254e-05
2.2008961255032685e-05,2.1308149782927797e-05
3.670218120950372e-05,3.646588626693993e-05
2.158602733778427e-05,1.955375836649534e-05
1.0492658658217979e-05,5.607972907550074e-05
4.03851664671582e-05,1.112856943959887e-05
2.543871222692591e-05,1.8732706257525034e-05
1.9460101191305572e-05,1.9384841515013586e-05
1.315518212734454e-05,2.3758201817831143e-05
2.831755224774075e-05,1.4624068415255407e-05
9.945471753638607e-06,5.2217233278469876e-05
4.819991054301556e-05,1.0742015164834686e-05
2.5094074316150846e-05,2.401548957444642e-05
6.087815271115655e-05,9.940377487448194e-06
1.89500291739311e-05,0.0001085166936468005
3.6820479939588515e-05,3.681941771466081e-05
5.4189962110407774e-05,4.641733454060523e-06
2.651376377010357e-05,2.919534811780034e-05
1.0752427077895135e-05,4.826115709042997e-05
6.329625847285806e-06,8.008484722425092e-05
2.932773257966714e-05,1.1730462462020338e-05
3.036256087666073e-05,2.012878425352234e-05
2.6869479335165676e-05,2.3803226117022413e-05
7.1623644587217964e-06,2.1714513346822376e-05
1.0277325940190428e-05,3.6382219594258655e-05
5.963387563020106e-05,3.8652903814455313e-05
1.3243871789741407e-05,1.4729941407346803e-05
2.2785858540205684e-05,2.7389430815732574e-05
3.35896288972221e-05,8.258267285049797e-06
1.5196591144332085e-05,2.775839568087518e-05
4.036602692109119e-05,1.1122940161343868e-05
2.4824683771490524e-05,4.563075258105051e-05
2.3043133133757415e-05,1.957398618318271e-05
3.8905504359541864e-05,1.301802798121208e-05
2.0441255469438528e-05,2.413891052317154e-05
3.7338126999437605e-05,1.0365217340633744e-05
3.3230722399350854e-05,2.2266093199866898e-05
2.2580691608717487e-05,1.988042669715685e-05
1.112856943959887e-05,4.03851664671582e-05
2.8485055243196352e-05,5.5743463800196895e-06
2.0555843665549008e-05,2.2754098846373936e-05
8.217228449896208e-06,0.0005134786641534896
1.4455777841574322e-05,1.867861651410475e-05
2.0575984677646633e-05,4.94006424465406e-05
2.5512320530069167e-05,5.645955008316154e-06
1.943876616374777e-05,2.0088075470053883e-05
2.2089709369715964e-05,5.109851442018219e-05
1.4217536095645038e-05,4.682350021171155e-05
1.7710542841326413e-05,2.7544938009522644e-05
3.4183657734919604e-05,3.3807674241839196e-05
2.7840806715132024e-05,1.9563027916899192e-05
3.017995500594292e-05,3.7580595156501084e-05
2.0786877262141762e-05,8.437326774627532e-06
2.4619641579551577e-05,2.4617822290397958e-05
8.725086816473842e-06,7.26712522817859e-05
2.3261178268935515e-05,1.4412102384386654e-05
3.078091178070314e-05,1.8625831677165516e-05
2.4314483000280096e-05,2.806760143141235e-05
2.3599370587494657e-05,1.2577752838168396e-05
1.8637886471227463e-05,1.8637448436163695e-05
3.353790670525079e-05,8.171309989047288e-05
4.3446720573814135e-05,1.4879143933255694e-05
9.930757887478151e-06,3.4736657867892406e-05
4.036602692109119e-05,1.1122940161343868e-05
2.5248314984877336e-05,2.4398296322440156e-05
8.101704941903675e-06,2.6134939150031222e-05
7.607704229279612e-06,7.143068974245983e-05
3.776112967716749e-05,8.96706682072664e-06
2.6791735415927013e-05,6.253326787846712e-05
9.728047190650936e-05,8.907957707514402e-06
1.4617549438361533e-05,3.5613610621580906e-05
2.543871222692591e-05,3.329554168024791e-05
1.867639288967389e-05,1.8676556540221323e-05
3.3169996362395266e-05,1.223204088966667e-05
2.6075611183182582e-05,2.2667948186671897e-05
0.00010042462010193416,7.570079153383272e-06
3.247440045650323e-05,2.3380980281051933e-05
5.9780080955540896e-05,9.807040202837722e-06
9.6209975574174e-06,4.1607864853870414e-05
4.04043060132252e-05,1.1133945400332396e-05
3.108218245893626e-05,1.482214814822291e-05
2.7421968969893675e-05,2.2223994472502703e-05
1.495922209365361e-05,3.499752487565765e-05
3.5588143105788e-05,1.0110510782501991e-05
4.819991054301556e-05,1.0741618863645535e-05
2.0722811968368568e-05,2.8795332048662286e-05
5.947698818281904e-05,2.3773136040768908e-05
1.9370291072999775e-05,2.18248555468738e-05
5.707363495855372e-06,4.831696708981946e-05
4.8240741574625165e-05,1.0751226165200736e-05
4.036602692109119e-05,1.1122940161343868e-05
6.086880229940189e-05,2.5757970228083853e-05
1.1138012553871636e-05,4.042344555929221e-05
2.2583940533349615e-05,1.8501337097120652e-05
1.112856943959887e-05,4.03851664671582e-05
9.356300408193016e-06,0.00010754144189419739
1.9809336518101592e-05,3.3769222126089964e-05
3.872870150997461e-05,2.7874977502380825e-05
1.981313987982884e-05,1.9813658406974765e-05
3.7287594047916526e-06,3.195112214515007e-05
3.22880856014819e-05,3.06540221497792e-05
6.389830106057152e-05,1.0307109787020012e-05
1.673990411453541e-05,2.6538321843181252e-05
4.036602692109119e-05,1.1122940161343868e-05
7.824365595010111e-05,1.1096717019140707e-05
1.4957042715764542e-05,3.649757196016543e-05
7.440888207835865e-06,4.605042668530659e-05
1.6986869150146934e-05,1.6986869150146934e-05
2.0458694171334614e-05,1.7210567737669038e-05
2.170577929095388e-05,3.823656762293674e-05
9.393468513751862e-06,0.00013690876282459644
2.3860149740910347e-05,1.9916254512309886e-05
5.410847126051844e-06,3.031217739031557e-05
1.9951938926174094e-05,1.9952519457834445e-05
9.400743415480586e-06,4.031007672328556e-05
2.0842987161783687e-05,1.7113283638004096e-05
2.1882938986647125e-05,2.188185924450469e-05
3.239238560025457e-05,3.239497372011047e-05
4.0790112487418984e-05,4.055466733427257e-06
4.889184782946792e-05,2.2445679311036922e-05
1.6973299731872e-05,1.9922487998147896e-05
6.142102297442833e-05,5.034119397677473e-06
2.6340053434257306e-05,2.7667158039607054e-05
1.5567506198654667e-05,1.1867778321316551e-05
1.2647629102199396e-05,2.6933794605386062e-05
1.7022119256765962e-05,1.7691971175654498e-05
4.042344555929221e-05,1.1138012553871636e-05
8.594802305395442e-06,0.00015648556494425716
1.2811584295432855e-05,2.7202656858302574e-05
3.09485710506699e-05,1.9211830277648256e-05
1.6986869150146937e-05,1.6986869150146937e-05
3.230066459302655e-05,3.1523500980499404e-05
3.334132731946002e-05,1.2953631304828671e-05
2.844872732861434e-05,1.8757019062612024e-05
1.0037027385639597e-05,7.933128987266496e-05
1.655197735559601e-05,1.6552105994080317e-05
3.09548577228869e-05,3.1410872228970405e-05
4.042344555929221e-05,1.1138012553871636e-05
2.4196998591988227e-05,2.3335390692268376e-05
1.2602980370945831e-05,1.8868795502167577e-05
6.9980783449751435e-06,4.713364273211007e-05
2.799227623104525e-05,2.799087810905582e-05
3.406981475930707e-05,3.1410872228970405e-05
2.7344000457978014e-05,2.4495866929848423e-05
5.715687735522101e-06,3.353906179638523e-05
5.2749829202731095e-05,7.0312958320836064e-06
2.2974136895488866e-05,2.1338927242560712e-05
1.6413235948644635e-05,3.2624013120288464e-05
7.441871832165165e-05,8.29856769737694e-06
6.981051327004434e-06,2.6076593849896428e-05
4.815907951140595e-05,1.073201156209033e-05
2.367810172864071e-05,3.170192771474713e-05
2.6982720138297458e-05,2.6964214515566312e-05
2.4868725579466186e-05,2.296846214443628e-05
2.9831271921747414e-05,7.029383941205259e-05
6.899000203012826e-06,2.559394017935756e-05
4.100224048324383e-05,1.3196629057146178e-05
1.7996729993417628e-05,2.5372190531612162e-05
0.00011667493387751394,7.054339747536967e-06
8.44864626711239e-06,3.470950526229618e-05
2.9705571517765484e-05,1.4806424151944326e-05
4.815907951140595e-05,1.073201156209033e-05
4.044258510535921e-05,1.1142079707410874e-05
3.475889951513814e-05,3.228834705291679e-05
2.8216721346980082e-05,2.6862490338093257e-05
1.7997763613059294e-05,1.7997592405895424e-05
8.681141992843878e-06,2.143332061217744e-05
1.7222489509538805e-05,5.2042238620342575e-05
1.1139827996108874e-05,4.042344555929221e-05
2.1024864861092438e-05,1.3317299271460782e-05
7.078035156601438e-06,2.6647086965172928e-05
3.5853985265053934e-05,1.016545619025225e-05
5.5994664426314036e-05,1.048060783291653e-05
2.6953755586700928e-05,1.2513207767010006e-05
2.794768330990134e-05,8.486913075876075e-06
7.326299114678553e-06,0.00014615880858361095
1.1142079707410874e-05,4.044258510535921e-05
2.2876879801749147e-05,2.3182262340435924e-05
2.8050918286662162e-05,1.5760348909617806e-05
2.389499592384406e-05,2.526733357413033e-05
3.6644774563631967e-05,3.571358508122787e-05
2.293556964311311e-05,2.488268545429952e-05
4.6801181576077485e-05,1.5939293360473698e-05
0.00013420586129689937,3.51186085543556e-05
7.457934265530844e-05,8.887274498223258e-06
3.299398522489871e-05,3.95035452587518e-06
4.04043060132252e-05,1.113419871785387e-05
1.6199504627211062e-05,2.166895293051166e-05
9.132054044647086e-06,6.196728162000043e-05
2.3787156376049938e-05,1.9220718291809525e-05
3.3722237893872306e-05,4.0152320973492134e-05
1.112856943959887e-05,4.03851664671582e-05
3.391262483491814e-05,5.430403550682008e-06
2.278590388788171e-05,2.7908543913647145e-05
1.0492658658217979e-05,5.607972907550074e-05
1.1138012553871636e-05,4.042344555929221e-05
1.9028353189881714e-05,1.8508052301299203e-05
5.607972907550074e-05,1.0492658658217979e-05
1.9557416628753408e-05,1.2146685507874224e-05
2.9270002114823337e-05,7.52339494428429e-06
2.2190398514204888e-05,1.954110187937695e-05
1.9333145788800258e-05,1.2407914654016538e-05
7.659365550259007e-06,2.405437044673591e-05
2.0158653989796734e-05,1.793956688748515e-05
8.008484722425092e-05,2.1512533775519614e-05
3.188225057018309e-05,1.3423609368713738e-05
8.871840980002737e-06,1.9958588553572748e-05
4.04043060132252e-05,1.1133945400332396e-05
3.6012796534856736e-05,4.563075258105051e-05
1.949075332289157e-05,1.949035786644317e-05
1.1138012553871636e-05,4.042344555929221e-05
2.8055655732810016e-05,4.5364849430692615e-05
2.880853933628227e-05,3.0038744807334798e-05
2.8937649495981395e-05,4.4089382845574966e-06
6.727310784326993e-06,4.425120436028772e-05
3.520683362800151e-05,2.1338927242560712e-05
1.750870797647746e-05,4.803500946364935e-05
2.8007912685854103e-05,2.8008121613592118e-05
1.6986869150146937e-05,1.6986869150146937e-05
2.1490277239393327e-05,1.6631902627719578e-05
6.240043029860804e-05,1.225019800848258e-05
2.7006311307666703e-05,2.3727512184966502e-05
1.9163881092870938e-05,2.339474665598706e-05
8.651770285501129e-06,2.872522070243346e-05
3.339946168924558e-05,2.9874790734767485e-05
1.1133945400332396e-05,4.04043060132252e-05
2.9871743951356542e-05,2.457842715713604e-05
2.158501332499656e-05,2.482396777686949e-05
2.706910497631706e-05,2.683420110040323e-05
1.8003877135846208e-05,2.339881722338089e-05
1.8457435969935598e-05,2.521410642762481e-05
1.149831662570573e-05,0.0003524758553465485
4.036602692109119e-05,1.1122940161343868e-05
3.236042755715487e-05,2.5299880405068828e-05
2.0990017119634046e-05,2.2691918185158893e-05
2.239680763263348e-05,5.175498387719968e-05
5.635637077185859e-06,3.995426594932234e-05
1.4625747708521911e-05,2.7297727029044884e-05
