,3gram_cooccurence,3gram_distinct,3gram_nostpwrd_cooccurence,3gram_nostpwrd_distinct
23142,7.0,22.0,4.0,2.0
23143,26.0,94.0,8.0,6.0
23144,7.0,24.0,0.0,1.0
23145,13.0,99.0,9.0,10.0
23146,6.0,8.0,2.0,2.0
23147,0.0,19.0,0.0,2.0
23148,2.0,47.0,3.0,13.0
23149,6.0,19.0,4.0,1.0
23150,7.0,58.0,9.0,3.0
23151,3.0,8.0,3.0,0.0
23152,4.0,24.0,4.0,7.0
23153,10.0,55.0,2.0,4.0
23154,6.0,55.0,4.0,18.0
23155,6.0,16.0,1.0,1.0
23156,17.0,30.0,9.0,6.0
23157,4.0,42.0,1.0,6.0
23158,13.0,47.0,5.0,4.0
23159,29.0,184.0,19.0,74.0
23160,13.0,20.0,5.0,0.0
23161,2.0,32.0,2.0,3.0
23162,5.0,20.0,2.0,1.0
23163,2.0,13.0,1.0,0.0
23164,1.0,28.0,0.0,7.0
23165,2.0,58.0,2.0,5.0
23166,2.0,49.0,4.0,10.0
23167,8.0,12.0,6.0,2.0
23168,2.0,17.0,3.0,1.0
23169,0.0,32.0,0.0,12.0
23170,11.0,8.0,9.0,0.0
23171,1.0,16.0,3.0,2.0
23172,3.0,20.0,0.0,3.0
23173,4.0,51.0,2.0,6.0
23174,1.0,36.0,1.0,6.0
23175,41.0,346.0,17.0,58.0
23176,9.0,23.0,2.0,2.0
23177,9.0,13.0,2.0,0.0
23178,13.0,86.0,6.0,15.0
23179,7.0,15.0,1.0,1.0
23180,23.0,112.0,11.0,22.0
23181,0.0,64.0,3.0,22.0
23182,4.0,14.0,1.0,0.0
23183,11.0,22.0,4.0,0.0
23184,10.0,15.0,6.0,3.0
23185,10.0,35.0,5.0,9.0
23186,5.0,4.0,4.0,0.0
23187,9.0,18.0,3.0,0.0
23188,20.0,255.0,10.0,55.0
23189,8.0,36.0,7.0,4.0
23190,6.0,108.0,4.0,8.0
23191,6.0,101.0,5.0,49.0
23192,9.0,60.0,6.0,9.0
23193,5.0,34.0,3.0,2.0
23194,6.0,64.0,1.0,2.0
23195,4.0,51.0,5.0,29.0
23196,1.0,15.0,1.0,1.0
23197,9.0,31.0,2.0,3.0
23198,0.0,56.0,0.0,16.0
23199,5.0,54.0,5.0,16.0
23200,0.0,25.0,0.0,15.0
23201,8.0,50.0,1.0,10.0
23202,3.0,3.0,2.0,0.0
23203,7.0,30.0,5.0,13.0
23204,5.0,9.0,3.0,2.0
23205,5.0,63.0,1.0,21.0
23206,1.0,34.0,6.0,4.0
23207,4.0,49.0,2.0,3.0
23208,3.0,21.0,1.0,5.0
23209,11.0,22.0,2.0,0.0
23210,1.0,20.0,1.0,4.0
23211,9.0,44.0,6.0,5.0
23212,7.0,40.0,1.0,16.0
23213,6.0,45.0,3.0,6.0
23214,7.0,50.0,7.0,3.0
23215,2.0,110.0,0.0,14.0
23216,5.0,47.0,1.0,8.0
23217,15.0,149.0,8.0,34.0
23218,5.0,16.0,7.0,3.0
23219,7.0,8.0,0.0,0.0
23220,9.0,28.0,6.0,1.0
23221,4.0,0.0,2.0,0.0
23222,3.0,82.0,5.0,18.0
23223,0.0,289.0,0.0,122.0
23224,9.0,42.0,1.0,4.0
23225,11.0,12.0,9.0,4.0
23226,9.0,22.0,6.0,1.0
23227,25.0,145.0,13.0,37.0
23228,0.0,0.0,0.0,0.0
23229,5.0,26.0,4.0,2.0
23230,0.0,29.0,1.0,1.0
23231,8.0,234.0,5.0,75.0
23232,4.0,108.0,0.0,24.0
23233,5.0,3.0,3.0,0.0
23234,3.0,39.0,6.0,0.0
23235,2.0,17.0,3.0,1.0
23236,6.0,8.0,2.0,2.0
23237,8.0,48.0,3.0,5.0
23238,3.0,18.0,3.0,6.0
23239,12.0,88.0,4.0,18.0
23240,25.0,145.0,13.0,37.0
23241,0.0,115.0,1.0,29.0
23242,8.0,41.0,4.0,1.0
23243,6.0,90.0,2.0,26.0
23244,9.0,37.0,3.0,5.0
23245,2.0,34.0,3.0,6.0
23246,0.0,102.0,2.0,14.0
23247,8.0,50.0,3.0,8.0
23248,5.0,12.0,3.0,1.0
23249,16.0,106.0,12.0,20.0
23250,19.0,56.0,7.0,2.0
23251,0.0,34.0,1.0,7.0
23252,9.0,18.0,3.0,0.0
23253,4.0,38.0,4.0,17.0
23254,0.0,15.0,0.0,9.0
23255,4.0,59.0,0.0,10.0
23256,12.0,22.0,8.0,8.0
23257,3.0,31.0,1.0,8.0
23258,4.0,4.0,4.0,1.0
23259,5.0,36.0,4.0,8.0
23260,0.0,11.0,0.0,1.0
23261,11.0,23.0,5.0,1.0
23262,4.0,12.0,4.0,4.0
23263,3.0,71.0,1.0,21.0
23264,0.0,40.0,0.0,12.0
23265,12.0,59.0,7.0,4.0
23266,4.0,23.0,4.0,3.0
23267,6.0,17.0,6.0,2.0
23268,6.0,75.0,6.0,20.0
23269,6.0,35.0,4.0,4.0
23270,2.0,4.0,1.0,0.0
23271,9.0,85.0,4.0,14.0
23272,5.0,122.0,1.0,20.0
23273,1.0,78.0,0.0,9.0
23274,4.0,9.0,0.0,0.0
23275,0.0,56.0,0.0,20.0
23276,6.0,5.0,3.0,0.0
23277,2.0,35.0,0.0,2.0
23278,9.0,9.0,1.0,0.0
23279,6.0,61.0,2.0,26.0
23280,4.0,23.0,2.0,8.0
23281,7.0,8.0,6.0,0.0
23282,9.0,53.0,4.0,9.0
23283,2.0,0.0,2.0,0.0
23284,20.0,94.0,13.0,32.0
23285,2.0,16.0,0.0,2.0
23286,4.0,23.0,1.0,1.0
23287,9.0,108.0,7.0,37.0
23288,23.0,110.0,9.0,12.0
23289,5.0,64.0,5.0,5.0
23290,3.0,24.0,3.0,3.0
23291,5.0,30.0,3.0,1.0
23292,6.0,22.0,1.0,3.0
23293,4.0,10.0,2.0,0.0
23294,4.0,39.0,1.0,12.0
23295,8.0,49.0,6.0,18.0
23296,2.0,17.0,1.0,7.0
23297,2.0,112.0,3.0,10.0
23298,11.0,16.0,7.0,2.0
23299,2.0,60.0,4.0,7.0
23300,0.0,31.0,0.0,14.0
23301,0.0,9.0,1.0,3.0
23302,6.0,41.0,0.0,11.0
23303,5.0,13.0,2.0,0.0
23304,0.0,38.0,1.0,0.0
23305,1.0,0.0,0.0,0.0
23306,7.0,12.0,2.0,2.0
23307,11.0,22.0,6.0,1.0
23308,11.0,26.0,4.0,0.0
23309,4.0,0.0,2.0,0.0
23310,3.0,39.0,1.0,11.0
23311,0.0,102.0,0.0,32.0
23312,4.0,30.0,4.0,12.0
23313,4.0,33.0,2.0,15.0
23314,17.0,31.0,8.0,4.0
23315,3.0,72.0,3.0,16.0
23316,6.0,8.0,2.0,1.0
23317,2.0,4.0,1.0,0.0
23318,0.0,26.0,1.0,2.0
23319,7.0,49.0,1.0,4.0
23320,1.0,48.0,2.0,4.0
23321,5.0,31.0,0.0,8.0
23322,2.0,10.0,5.0,0.0
23323,12.0,12.0,6.0,0.0
23324,14.0,134.0,5.0,29.0
23325,8.0,4.0,4.0,0.0
23326,5.0,15.0,3.0,3.0
23327,4.0,24.0,4.0,3.0
23328,6.0,11.0,1.0,0.0
23329,11.0,12.0,5.0,0.0
23330,5.0,23.0,1.0,0.0
23331,7.0,36.0,5.0,1.0
23332,29.0,138.0,13.0,20.0
23333,5.0,60.0,1.0,3.0
23334,6.0,27.0,4.0,2.0
23335,6.0,12.0,2.0,4.0
23336,9.0,20.0,8.0,4.0
23337,3.0,11.0,1.0,0.0
23338,10.0,43.0,7.0,8.0
23339,0.0,93.0,2.0,15.0
23340,30.0,169.0,14.0,25.0
23341,18.0,428.0,7.0,99.0
23342,2.0,8.0,2.0,2.0
23343,0.0,14.0,0.0,3.0
23344,10.0,9.0,4.0,0.0
23345,13.0,25.0,7.0,2.0
23346,6.0,1.0,0.0,0.0
23347,2.0,163.0,4.0,43.0
23348,9.0,9.0,7.0,2.0
23349,5.0,100.0,4.0,29.0
23350,2.0,13.0,1.0,0.0
23351,3.0,13.0,2.0,2.0
23352,3.0,43.0,1.0,5.0
23353,8.0,19.0,3.0,6.0
23354,0.0,8.0,0.0,3.0
23355,4.0,35.0,4.0,2.0
23356,7.0,8.0,0.0,0.0
23357,11.0,107.0,9.0,29.0
23358,10.0,8.0,0.0,0.0
23359,8.0,50.0,2.0,7.0
23360,0.0,14.0,0.0,7.0
23361,3.0,6.0,3.0,0.0
23362,1.0,7.0,1.0,0.0
23363,5.0,26.0,3.0,6.0
23364,1.0,59.0,1.0,16.0
23365,0.0,26.0,0.0,5.0
23366,9.0,6.0,5.0,0.0
23367,4.0,31.0,4.0,3.0
23368,9.0,6.0,5.0,0.0
23369,0.0,6.0,0.0,1.0
23370,7.0,6.0,2.0,0.0
23371,7.0,31.0,1.0,2.0
23372,3.0,0.0,0.0,0.0
23373,23.0,72.0,11.0,12.0
23374,7.0,5.0,3.0,0.0
23375,1.0,20.0,2.0,4.0
23376,4.0,5.0,2.0,0.0
23377,19.0,82.0,11.0,9.0
23378,3.0,25.0,5.0,3.0
23379,4.0,19.0,5.0,6.0
23380,0.0,6.0,0.0,1.0
23381,10.0,43.0,4.0,10.0
23382,13.0,309.0,7.0,96.0
23383,7.0,11.0,1.0,0.0
23384,1.0,37.0,1.0,1.0
23385,2.0,2.0,2.0,2.0
23386,3.0,31.0,1.0,8.0
23387,8.0,160.0,6.0,31.0
23388,0.0,20.0,0.0,3.0
23389,4.0,19.0,4.0,1.0
23390,0.0,31.0,0.0,4.0
23391,5.0,4.0,2.0,0.0
23392,9.0,188.0,9.0,33.0
23393,4.0,63.0,4.0,16.0
23394,11.0,27.0,4.0,0.0
23395,1.0,33.0,1.0,6.0
23396,6.0,38.0,4.0,4.0
23397,9.0,186.0,3.0,63.0
23398,24.0,175.0,11.0,46.0
23399,5.0,8.0,0.0,0.0
23400,13.0,28.0,3.0,0.0
23401,8.0,22.0,5.0,9.0
23402,28.0,128.0,9.0,14.0
23403,4.0,18.0,0.0,1.0
23404,9.0,14.0,4.0,0.0
23405,9.0,31.0,3.0,1.0
23406,23.0,110.0,13.0,32.0
23407,9.0,116.0,4.0,47.0
23408,0.0,21.0,0.0,4.0
23409,0.0,27.0,0.0,3.0
23410,15.0,208.0,3.0,80.0
23411,15.0,45.0,4.0,6.0
23412,5.0,18.0,2.0,4.0
23413,7.0,43.0,0.0,1.0
23414,13.0,16.0,5.0,0.0
23415,4.0,122.0,0.0,24.0
23416,5.0,28.0,1.0,2.0
23417,0.0,14.0,1.0,6.0
23418,6.0,30.0,4.0,8.0
23419,5.0,12.0,1.0,0.0
23420,5.0,55.0,1.0,16.0
23421,5.0,0.0,1.0,0.0
23422,0.0,12.0,0.0,6.0
23423,6.0,43.0,6.0,3.0
23424,15.0,25.0,7.0,2.0
23425,0.0,26.0,0.0,5.0
23426,0.0,18.0,0.0,2.0
23427,14.0,45.0,4.0,0.0
23428,0.0,14.0,0.0,2.0
23429,1.0,28.0,1.0,8.0
23430,18.0,57.0,7.0,2.0
23431,7.0,44.0,3.0,6.0
23432,3.0,19.0,5.0,1.0
23433,5.0,20.0,3.0,5.0
23434,21.0,27.0,4.0,0.0
23435,10.0,49.0,4.0,9.0
23436,17.0,58.0,7.0,8.0
23437,4.0,58.0,6.0,17.0
23438,0.0,14.0,0.0,0.0
23439,1.0,5.0,2.0,0.0
23440,2.0,23.0,1.0,7.0
23441,23.0,110.0,13.0,32.0
23442,3.0,6.0,4.0,0.0
23443,10.0,122.0,5.0,28.0
23444,0.0,78.0,0.0,18.0
23445,0.0,35.0,1.0,2.0
23446,15.0,94.0,7.0,16.0
23447,23.0,110.0,13.0,32.0
23448,1.0,11.0,4.0,3.0
23449,8.0,10.0,3.0,0.0
23450,5.0,665.0,1.0,155.0
23451,7.0,14.0,4.0,0.0
23452,6.0,20.0,2.0,2.0
23453,6.0,33.0,3.0,6.0
23454,10.0,15.0,4.0,0.0
23455,45.0,332.0,23.0,90.0
23456,4.0,19.0,1.0,0.0
23457,5.0,42.0,1.0,7.0
23458,0.0,24.0,0.0,9.0
23459,0.0,79.0,0.0,15.0
23460,0.0,54.0,0.0,25.0
23461,4.0,4.0,4.0,0.0
23462,1.0,20.0,0.0,8.0
23463,4.0,19.0,4.0,3.0
23464,0.0,25.0,0.0,6.0
23465,10.0,18.0,6.0,6.0
23466,8.0,47.0,4.0,2.0
23467,0.0,63.0,0.0,21.0
23468,7.0,7.0,3.0,1.0
23469,1.0,6.0,1.0,3.0
23470,9.0,10.0,5.0,0.0
23471,5.0,6.0,2.0,0.0
23472,5.0,18.0,1.0,6.0
23473,0.0,45.0,2.0,11.0
23474,12.0,48.0,2.0,3.0
23475,22.0,76.0,18.0,13.0
23476,9.0,73.0,5.0,15.0
23477,5.0,63.0,3.0,12.0
23478,4.0,51.0,2.0,8.0
23479,12.0,116.0,7.0,25.0
23480,4.0,14.0,4.0,6.0
23481,11.0,21.0,5.0,0.0
23482,9.0,232.0,4.0,49.0
23483,1.0,37.0,1.0,15.0
23484,9.0,9.0,5.0,1.0
23485,12.0,37.0,8.0,4.0
23486,2.0,2.0,2.0,0.0
23487,15.0,45.0,10.0,1.0
23488,4.0,24.0,4.0,3.0
23489,8.0,175.0,9.0,61.0
23490,11.0,30.0,4.0,4.0
23491,4.0,19.0,4.0,1.0
23492,13.0,64.0,6.0,5.0
23493,1.0,10.0,1.0,1.0
23494,9.0,6.0,5.0,0.0
23495,12.0,93.0,4.0,12.0
23496,2.0,6.0,1.0,0.0
23497,20.0,71.0,19.0,30.0
23498,5.0,40.0,3.0,6.0
23499,11.0,45.0,5.0,13.0
23500,18.0,231.0,4.0,54.0
23501,2.0,103.0,1.0,35.0
23502,6.0,24.0,3.0,2.0
23503,3.0,6.0,3.0,0.0
23504,4.0,8.0,2.0,2.0
23505,1.0,16.0,2.0,0.0
23506,7.0,6.0,7.0,1.0
23507,7.0,46.0,2.0,1.0
23508,2.0,12.0,1.0,1.0
23509,4.0,67.0,9.0,18.0
23510,7.0,2.0,5.0,0.0
23511,3.0,24.0,0.0,2.0
23512,5.0,20.0,4.0,2.0
23513,6.0,217.0,6.0,92.0
23514,11.0,68.0,8.0,20.0
23515,11.0,64.0,8.0,4.0
23516,5.0,32.0,2.0,6.0
23517,7.0,21.0,5.0,1.0
23518,5.0,83.0,2.0,28.0
23519,0.0,48.0,0.0,24.0
23520,6.0,37.0,2.0,4.0
23521,8.0,52.0,1.0,14.0
23522,3.0,33.0,0.0,5.0
23523,0.0,47.0,0.0,11.0
23524,4.0,62.0,2.0,6.0
23525,9.0,14.0,5.0,4.0
23526,1.0,2.0,1.0,0.0
23527,4.0,0.0,2.0,0.0
23528,2.0,7.0,2.0,0.0
23529,5.0,102.0,6.0,22.0
23530,8.0,302.0,8.0,86.0
23531,7.0,2.0,1.0,0.0
23532,4.0,20.0,6.0,6.0
23533,14.0,26.0,12.0,13.0
23534,7.0,16.0,3.0,0.0
23535,0.0,46.0,0.0,20.0
23536,13.0,84.0,9.0,24.0
23537,0.0,85.0,0.0,42.0
23538,0.0,12.0,0.0,4.0
23539,5.0,56.0,1.0,4.0
23540,7.0,7.0,3.0,0.0
23541,6.0,10.0,3.0,0.0
23542,8.0,32.0,2.0,8.0
23543,3.0,13.0,3.0,1.0
23544,1.0,59.0,2.0,15.0
23545,21.0,92.0,15.0,44.0
23546,2.0,74.0,2.0,28.0
23547,10.0,16.0,6.0,3.0
23548,8.0,33.0,8.0,6.0
23549,3.0,158.0,5.0,31.0
23550,0.0,39.0,0.0,5.0
23551,7.0,33.0,2.0,4.0
23552,5.0,68.0,3.0,1.0
23553,6.0,26.0,1.0,2.0
23554,11.0,12.0,3.0,0.0
23555,5.0,10.0,4.0,0.0
23556,15.0,13.0,5.0,2.0
23557,9.0,34.0,1.0,2.0
23558,5.0,55.0,1.0,8.0
23559,6.0,13.0,5.0,4.0
23560,1.0,51.0,0.0,6.0
23561,2.0,4.0,1.0,0.0
23562,1.0,8.0,0.0,1.0
23563,5.0,10.0,3.0,0.0
23564,7.0,34.0,0.0,6.0
23565,9.0,31.0,1.0,5.0
23566,11.0,31.0,1.0,10.0
23567,7.0,33.0,1.0,8.0
23568,1.0,1.0,2.0,0.0
23569,4.0,37.0,0.0,8.0
23570,14.0,40.0,6.0,7.0
23571,0.0,20.0,0.0,1.0
23572,4.0,23.0,4.0,3.0
23573,4.0,6.0,4.0,0.0
23574,7.0,16.0,1.0,0.0
23575,0.0,64.0,0.0,25.0
23576,5.0,8.0,0.0,0.0
23577,7.0,26.0,4.0,1.0
23578,14.0,77.0,9.0,20.0
23579,6.0,1.0,2.0,0.0
23580,2.0,3.0,3.0,0.0
23581,0.0,5.0,1.0,0.0
23582,15.0,97.0,13.0,37.0
23583,2.0,9.0,3.0,0.0
23584,1.0,0.0,1.0,0.0
23585,10.0,22.0,3.0,0.0
23586,19.0,134.0,13.0,25.0
23587,27.0,67.0,11.0,23.0
23588,8.0,66.0,4.0,12.0
23589,27.0,158.0,11.0,22.0
23590,6.0,2.0,3.0,0.0
23591,0.0,15.0,0.0,0.0
23592,0.0,39.0,0.0,15.0
23593,7.0,6.0,3.0,0.0
23594,7.0,35.0,3.0,7.0
23595,5.0,102.0,0.0,26.0
23596,8.0,172.0,3.0,17.0
23597,9.0,32.0,5.0,2.0
23598,9.0,83.0,5.0,27.0
23599,5.0,7.0,3.0,1.0
23600,7.0,24.0,1.0,1.0
23601,12.0,75.0,5.0,10.0
23602,7.0,6.0,3.0,0.0
23603,8.0,6.0,4.0,0.0
23604,0.0,48.0,0.0,10.0
23605,10.0,71.0,7.0,6.0
23606,25.0,98.0,13.0,12.0
23607,12.0,48.0,4.0,14.0
23608,3.0,13.0,3.0,0.0
23609,0.0,33.0,4.0,3.0
23610,10.0,14.0,6.0,4.0
23611,6.0,200.0,6.0,61.0
23612,6.0,1.0,0.0,0.0
23613,2.0,150.0,1.0,21.0
23614,12.0,16.0,6.0,1.0
23615,0.0,80.0,0.0,35.0
23616,13.0,34.0,3.0,6.0
23617,6.0,2.0,4.0,0.0
23618,6.0,5.0,1.0,0.0
23619,4.0,10.0,4.0,0.0
23620,18.0,185.0,5.0,46.0
23621,7.0,54.0,1.0,20.0
23622,4.0,15.0,1.0,0.0
23623,4.0,6.0,4.0,1.0
23624,5.0,1.0,3.0,0.0
23625,11.0,61.0,5.0,1.0
23626,10.0,32.0,6.0,7.0
23627,7.0,4.0,1.0,0.0
23628,9.0,105.0,9.0,38.0
23629,7.0,33.0,5.0,10.0
23630,19.0,191.0,15.0,59.0
23631,3.0,27.0,1.0,8.0
23632,3.0,49.0,1.0,15.0
23633,0.0,98.0,0.0,39.0
23634,8.0,46.0,4.0,14.0
23635,10.0,175.0,4.0,63.0
23636,5.0,31.0,5.0,4.0
23637,12.0,32.0,4.0,1.0
23638,11.0,198.0,9.0,45.0
23639,8.0,37.0,3.0,5.0
23640,14.0,169.0,11.0,31.0
23641,7.0,48.0,7.0,17.0
23642,4.0,23.0,4.0,3.0
23643,19.0,56.0,7.0,2.0
23644,4.0,43.0,4.0,4.0
23645,5.0,24.0,7.0,6.0
23646,6.0,8.0,2.0,2.0
23647,2.0,1.0,0.0,0.0
23648,6.0,38.0,8.0,2.0
23649,1.0,21.0,1.0,5.0
23650,7.0,26.0,5.0,6.0
23651,9.0,6.0,1.0,0.0
23652,0.0,24.0,0.0,3.0
23653,15.0,68.0,8.0,9.0
23654,4.0,139.0,1.0,33.0
23655,8.0,37.0,3.0,3.0
23656,17.0,24.0,3.0,0.0
23657,5.0,10.0,4.0,0.0
23658,0.0,18.0,1.0,0.0
23659,0.0,39.0,0.0,8.0
23660,0.0,0.0,0.0,0.0
23661,11.0,20.0,5.0,1.0
23662,10.0,172.0,4.0,36.0
23663,7.0,16.0,4.0,0.0
23664,7.0,24.0,3.0,2.0
23665,8.0,25.0,5.0,1.0
23666,0.0,62.0,2.0,11.0
23667,7.0,26.0,1.0,3.0
23668,7.0,8.0,2.0,0.0
23669,6.0,32.0,4.0,23.0
23670,6.0,36.0,6.0,10.0
23671,4.0,9.0,1.0,0.0
23672,5.0,3.0,2.0,0.0
23673,0.0,27.0,4.0,2.0
23674,13.0,335.0,11.0,70.0
23675,6.0,28.0,0.0,5.0
23676,0.0,63.0,0.0,12.0
23677,4.0,26.0,5.0,4.0
23678,12.0,14.0,3.0,0.0
23679,6.0,29.0,6.0,0.0
23680,9.0,32.0,2.0,4.0
23681,13.0,20.0,3.0,0.0
23682,5.0,221.0,0.0,61.0
23683,10.0,53.0,0.0,16.0
23684,0.0,5.0,4.0,0.0
23685,5.0,15.0,4.0,0.0
23686,3.0,32.0,1.0,7.0
23687,10.0,84.0,6.0,8.0
23688,0.0,15.0,1.0,0.0
23689,5.0,20.0,3.0,6.0
23690,4.0,64.0,0.0,17.0
23691,1.0,96.0,0.0,23.0
23692,7.0,18.0,5.0,0.0
23693,0.0,36.0,1.0,7.0
23694,8.0,61.0,8.0,11.0
23695,0.0,55.0,0.0,11.0
23696,6.0,22.0,5.0,2.0
23697,8.0,19.0,6.0,10.0
23698,3.0,41.0,3.0,3.0
23699,3.0,10.0,1.0,4.0
23700,4.0,170.0,4.0,53.0
23701,7.0,4.0,5.0,0.0
23702,6.0,31.0,3.0,2.0
23703,15.0,65.0,4.0,2.0
23704,12.0,46.0,2.0,15.0
23705,5.0,39.0,1.0,1.0
23706,9.0,97.0,1.0,8.0
23707,16.0,51.0,4.0,10.0
23708,13.0,32.0,8.0,6.0
23709,4.0,12.0,3.0,2.0
23710,10.0,17.0,3.0,0.0
23711,9.0,9.0,3.0,0.0
23712,3.0,2.0,2.0,0.0
23713,2.0,39.0,1.0,8.0
23714,1.0,40.0,1.0,21.0
23715,6.0,25.0,0.0,5.0
23716,13.0,25.0,3.0,0.0
23717,1.0,104.0,2.0,24.0
23718,0.0,31.0,0.0,7.0
23719,0.0,40.0,0.0,10.0
23720,7.0,37.0,5.0,17.0
23721,10.0,16.0,5.0,0.0
23722,4.0,52.0,1.0,0.0
23723,5.0,24.0,3.0,5.0
23724,7.0,27.0,5.0,1.0
23725,11.0,12.0,5.0,0.0
23726,6.0,199.0,2.0,38.0
23727,9.0,35.0,5.0,0.0
23728,0.0,38.0,1.0,6.0
23729,12.0,136.0,8.0,53.0
23730,16.0,93.0,6.0,19.0
23731,14.0,0.0,0.0,1.0
23732,7.0,55.0,3.0,8.0
23733,7.0,33.0,9.0,4.0
23734,9.0,18.0,5.0,2.0
23735,2.0,20.0,5.0,3.0
23736,4.0,3.0,1.0,0.0
23737,8.0,91.0,10.0,18.0
23738,6.0,23.0,6.0,5.0
23739,7.0,199.0,0.0,66.0
23740,6.0,38.0,3.0,2.0
23741,11.0,49.0,2.0,10.0
23742,1.0,8.0,1.0,2.0
23743,11.0,22.0,5.0,4.0
23744,57.0,489.0,39.0,75.0
23745,8.0,26.0,5.0,7.0
23746,15.0,121.0,8.0,45.0
23747,5.0,37.0,5.0,23.0
23748,25.0,132.0,13.0,30.0
23749,7.0,103.0,7.0,21.0
23750,2.0,38.0,0.0,16.0
23751,0.0,25.0,0.0,4.0
23752,11.0,32.0,6.0,3.0
23753,4.0,0.0,2.0,0.0
23754,12.0,35.0,7.0,2.0
23755,27.0,59.0,13.0,6.0
23756,4.0,47.0,0.0,16.0
23757,2.0,13.0,2.0,2.0
23758,0.0,102.0,0.0,30.0
23759,7.0,28.0,5.0,1.0
23760,3.0,2.0,2.0,0.0
23761,2.0,45.0,2.0,11.0
23762,4.0,22.0,4.0,7.0
23763,11.0,64.0,12.0,23.0
23764,3.0,3.0,1.0,0.0
23765,4.0,51.0,5.0,21.0
23766,8.0,111.0,8.0,45.0
23767,4.0,51.0,1.0,9.0
23768,5.0,31.0,1.0,2.0
23769,9.0,11.0,3.0,2.0
23770,9.0,10.0,3.0,0.0
23771,4.0,3.0,2.0,0.0
23772,4.0,4.0,3.0,0.0
23773,11.0,19.0,0.0,2.0
23774,0.0,7.0,1.0,0.0
23775,7.0,6.0,4.0,0.0
23776,2.0,11.0,1.0,1.0
23777,7.0,28.0,3.0,9.0
23778,7.0,33.0,3.0,1.0
23779,9.0,6.0,3.0,0.0
23780,1.0,27.0,4.0,6.0
23781,8.0,267.0,8.0,98.0
23782,5.0,58.0,1.0,5.0
23783,41.0,346.0,17.0,58.0
23784,0.0,50.0,0.0,8.0
23785,6.0,33.0,4.0,4.0
23786,0.0,33.0,0.0,10.0
23787,10.0,61.0,4.0,3.0
23788,9.0,27.0,5.0,4.0
23789,9.0,119.0,7.0,30.0
23790,1.0,2.0,0.0,0.0
23791,10.0,51.0,5.0,9.0
23792,4.0,19.0,0.0,4.0
23793,10.0,29.0,5.0,1.0
23794,0.0,30.0,0.0,12.0
23795,8.0,35.0,6.0,3.0
23796,12.0,24.0,4.0,0.0
23797,7.0,10.0,7.0,3.0
23798,1.0,31.0,1.0,16.0
23799,10.0,20.0,6.0,1.0
23800,4.0,67.0,6.0,16.0
23801,11.0,60.0,6.0,6.0
23802,11.0,37.0,4.0,8.0
23803,13.0,179.0,7.0,37.0
23804,7.0,6.0,3.0,0.0
23805,0.0,115.0,2.0,12.0
23806,14.0,30.0,6.0,0.0
23807,5.0,5.0,1.0,0.0
23808,4.0,12.0,6.0,3.0
23809,5.0,4.0,1.0,0.0
23810,1.0,7.0,2.0,2.0
23811,15.0,111.0,7.0,13.0
23812,8.0,9.0,4.0,1.0
23813,11.0,21.0,7.0,4.0
23814,2.0,23.0,2.0,0.0
23815,4.0,64.0,4.0,14.0
23816,21.0,86.0,11.0,16.0
23817,0.0,23.0,0.0,8.0
23818,1.0,18.0,1.0,0.0
23819,9.0,50.0,3.0,10.0
23820,9.0,24.0,5.0,2.0
23821,7.0,24.0,2.0,2.0
23822,41.0,346.0,17.0,58.0
23823,1.0,37.0,0.0,1.0
23824,2.0,0.0,1.0,0.0
23825,0.0,48.0,1.0,10.0
23826,18.0,9.0,5.0,0.0
23827,12.0,16.0,4.0,0.0
23828,0.0,0.0,0.0,0.0
23829,1.0,46.0,1.0,11.0
23830,0.0,2.0,0.0,0.0
23831,44.0,226.0,15.0,4.0
23832,1.0,15.0,1.0,0.0
23833,2.0,60.0,1.0,26.0
23834,10.0,92.0,4.0,4.0
23835,15.0,44.0,11.0,22.0
23836,1.0,37.0,1.0,10.0
23837,8.0,59.0,6.0,13.0
23838,4.0,7.0,6.0,0.0
23839,7.0,26.0,2.0,7.0
23840,5.0,3.0,4.0,0.0
23841,8.0,23.0,3.0,2.0
23842,7.0,28.0,2.0,0.0
23843,4.0,57.0,2.0,14.0
23844,8.0,39.0,0.0,5.0
23845,6.0,19.0,4.0,7.0
23846,4.0,29.0,4.0,10.0
23847,1.0,17.0,1.0,2.0
23848,7.0,13.0,0.0,0.0
23849,7.0,101.0,5.0,27.0
23850,5.0,113.0,1.0,21.0
23851,16.0,59.0,8.0,2.0
23852,4.0,15.0,2.0,8.0
23853,3.0,0.0,1.0,0.0
23854,0.0,70.0,0.0,24.0
23855,1.0,47.0,0.0,15.0
23856,8.0,88.0,6.0,29.0
23857,6.0,18.0,5.0,3.0
23858,0.0,57.0,0.0,23.0
23859,1.0,44.0,0.0,13.0
23860,0.0,99.0,0.0,11.0
23861,0.0,81.0,0.0,19.0
23862,6.0,31.0,4.0,6.0
23863,2.0,0.0,2.0,0.0
23864,0.0,15.0,0.0,3.0
23865,6.0,13.0,4.0,0.0
23866,7.0,30.0,3.0,3.0
23867,2.0,53.0,6.0,3.0
23868,7.0,23.0,3.0,3.0
23869,4.0,6.0,1.0,0.0
23870,4.0,10.0,5.0,0.0
23871,11.0,57.0,5.0,15.0
23872,0.0,42.0,0.0,12.0
23873,4.0,36.0,2.0,14.0
23874,5.0,1.0,1.0,0.0
23875,1.0,17.0,1.0,5.0
